Mean Depth ,CH4nNormalized,mean total air,ice age,gas age ,,Ca2+,CH4cNormalized,Top Depth ,Bottom Depth
1504.61,588.4505764,0.094815766,15858.52727,14680.90909,,179.97,582.6818162,1504.57,1504.65
1504.75,559.8440351,0.098101676,15868.45455,14689.81818,,171.4554545,554.5322829,1504.7,1504.8
1504.8425,552.2212591,0.097683866,15875.4,14695.93636,,203.2922222,545.8962544,1504.80,1504.89
1504.9,567.8241057,0.095496291,15880,14699.90909,,188.4522222,561.826503,1504.86,1504.94
1504.9275,563.4091537,0.100612268,15882.2,14701.80909,,182.0022222,557.911357,1504.89,1504.97
1505.03,552.3155681,0.095953533,15890.4,14708.89091,,231.8755556,544.9711579,1504.99,1505.07
1505.055,535.7159219,0.09615031,15892.4,14710.61818,,244.5966667,527.9844394,1505.02,1505.10
1505.1375,548.9096586,0.099795216,15899,14716.31818,,176.4733333,543.5352301,1505.10,1505.18
1505.16,548.9689106,0.094968136,15900.8,14717.87273,,182.5566667,543.126626,1505.12,1505.2
1505.2225,544.8938888,0.100065087,15905.8,14722.19091,,229.6622222,537.918476,1505.18,1505.27
1505.3,541.9376732,0.092428027,15912,14727.54545,,207.3336364,535.1201125,1505.25,1505.35
1505.305,539.1519368,0.100824013,15912.4,14727.89091,,203.5355556,533.0165883,1505.27,1505.35
1505.385,517.2073038,0.090154456,15918.60909,14733.60909,,184.55,510.98588,1505.35,1505.42
1505.45,537.1814275,0.094803355,15923.45455,14738.45455,,175.4111111,531.5580618,1505.41,1505.49
1505.4825,531.0527495,0.097139879,15925.87727,14740.87727,,180.1077778,525.4176987,1505.44,1505.53
1505.58,516.5234409,0.098746858,15933.14545,14748.14545,,204.0677778,510.2426537,1505.54,1505.62
1505.585,492.6258031,0.095679132,15933.51818,14748.51818,,202.9325,486.1796991,1505.55,1505.62
1505.6525,510.8169866,0.099087814,15938.55,14753.55,,172.9828571,505.5112492,1505.62,1505.69
1505.71,514.1141896,0.098666096,15942.83636,14757.83636,,184.6422222,508.4266294,1505.67,1505.75
1505.7575,510.7876041,0.099758557,15946.37727,14761.37727,,202.365,504.6223899,1505.71,1505.81
1505.85,513.6671861,0.096429552,15953.27273,14768.27273,,147.8609091,509.006969,1505.8,1505.9
1506,504.8760747,0.098388168,15964.63636,14780,,166.3933333,499.7361592,1505.96,1506.04
1506,514.4124553,0.098715561,15964.63636,14780,,166.3933333,509.2895865,1505.96,1506.04
1506.13,505.9557068,0.096770911,15974.56364,14790.4,,205.8455556,499.4908398,1506.09,1506.17
1506.26,509.0545357,0.096413055,15984.49091,14800.8,,200.7688889,502.7257047,1506.22,1506.3
1506.4,506.4113462,0.099707822,15995.18182,14812,,200.7236364,500.2930259,1506.35,1506.45
1506.55,505.5096392,0.097193154,16006.27273,14823.81818,,197.6033333,499.3305918,1506.51,1506.59
1506.68,504.1667522,0.097443055,16015.72727,14833.98182,,164.7344444,499.0287243,1506.64,1506.72
1506.81,502.4577784,0.096976885,16025.18182,14844.14545,,203.2644444,496.0875337,1506.77,1506.85
1506.95,498.6874699,0.097979724,16035.36364,14855.09091,,216.1427273,491.9829552,1506.9,1507
1507.1,497.3887631,0.097511299,16046.81818,14866.81818,,175.9266667,491.9054928,1507.06,1507.14
1507.23,492.7095336,0.095756507,16056.98182,14876.98182,,207.8988889,486.1110096,1507.19,1507.27
1507.36,497.7085661,0.096923358,16067.14545,14887.14545,,213.2644444,491.0212333,1507.32,1507.4
1507.5,505.4379677,0.098560188,16078.09091,14898.09091,,243.7754545,497.9208495,1507.45,1507.55
1507.65,501.7747784,0.096675039,16089.81818,14909.45455,,240.9155556,494.2009856,1507.61,1507.69
1507.78,497.7284521,0.098904236,16099.98182,14919.14545,,224.0855556,490.8425332,1507.74,1507.82
1507.91,498.9708624,0.098480511,16110.14545,14928.83636,,262.7711111,490.8614338,1507.87,1507.95
1508.05,501.7051841,0.09809637,16121.09091,14939.27273,,242.0872727,494.2048268,1508,1508.1
1508.2,502.8228332,0.098055398,16133.36364,14950.27273,,300.6966667,493.5027447,1508.16,1508.24
1508.305,504.9226319,0.098886586,16142.14545,14957.90909,,282.94,496.2266246,1508.29,1508.32
1508.46,499.5420149,0.098229343,16155.10909,14969.18182,,312.3622222,489.8774971,1508.42,1508.5
1508.6,497.0214631,0.097334034,16166.81818,14979.36364,,309.6581818,487.3524808,1508.55,1508.65
1508.75,493.6131515,0.096140068,16178.81818,14990.27273,,247.2533333,485.7968616,1508.71,1508.79
1508.9,497.5517676,0.096964969,16190.54545,15001.18182,,198.03,491.3448061,1508.86,1508.94
1509.03,492.2765264,0.09628893,16200.70909,15010.63636,,243.9566667,484.576375,1508.99,1509.07
1509.16,488.2258322,0.09693691,16210.87273,15020.09091,,182.7766667,482.4953059,1509.12,1509.2
1509.3,491.8076144,0.095600664,16222.18182,15030.09091,,203.6322222,485.3339747,1509.26,1509.34
1509.43,502.1250109,0.098403096,16232.81818,15039.30909,,209.8544444,495.6435585,1509.39,1509.47
1509.43,489.271398,0.097154848,16232.81818,15039.30909,,209.8544444,482.7066716,1509.39,1509.47
1509.56,506.6768352,0.097125044,16243.45455,15048.52727,,295.45,497.4316483,1509.52,1509.6
1509.7,502.8458324,0.098116576,16254.90909,15058.45455,,290.9372727,493.8338589,1509.65,1509.75
1509.7,496.2398319,0.096792146,16254.90909,15058.45455,,290.9372727,487.1045453,1509.65,1509.75
1509.85,495.1251596,0.097430145,16267,15069.09091,,222.5611111,488.1826121,1509.81,1509.89
1509.98,489.3543149,0.095904373,16277.4,15078.30909,,164.6277778,484.1372333,1509.94,1510.02
1510.11,491.3197732,0.095703587,16287.8,15087.52727,,189.9411111,485.2878794,1510.07,1510.15
1510.25,488.0831907,0.098142717,16299,15097.45455,,297.8954545,478.8581407,1510.2,1510.3
1510.4,491.2238654,0.098272138,16311.18182,15108.27273,,235.4366667,483.9426039,1510.36,1510.44
1510.53,491.7558537,0.095835047,16321.81818,15117.72727,,243.2944444,484.0402349,1510.49,1510.57
1510.66,492.6454392,0.098333792,16332.45455,15127.18182,,300.6488889,483.3532136,1510.62,1510.7
1510.8,485.1079154,0.097768898,16343.90909,15137.36364,,245.4709091,477.4772531,1510.75,1510.85
1510.94,504.0607413,0.09750678,16354.05455,15146.4,,184.5,498.3099913,1510.9,1510.98
1511.07,491.5342897,0.096662483,16362.8,15154.2,,256.9411111,483.4556437,1511.03,1511.11
1511.2,492.5152738,0.096375379,16371.54545,15162,,181.3833333,486.7952978,1511.16,1511.24
1511.345,485.425156,0.096677217,16381.3,15170.7,,246.6233333,477.6720995,1511.29,1511.4
1511.5,481.123731,0.095698683,16392.63636,15180.72727,,203.7833333,474.6519229,1511.46,1511.54
1511.625,478.1259757,0.097774482,16402.18182,15189.13636,,202.18375,471.8412887,1511.59,1511.66
1511.76,489.5415677,0.099148046,16412.49091,15198.21818,,223.8344444,482.6802791,1511.72,1511.8
1511.9,493.8840962,0.097607707,16423.18182,15207.63636,,264.0727273,485.6616248,1511.85,1511.95
1512.54,491.0690222,0.092555506,16470.98182,15250.83636,,250.9733333,482.827864,1512.50,1512.58
1513.095,490.9594627,0.097590931,16512.19091,15290.19091,,270.098,482.5479358,1513.05,1513.14
1513.645,496.8047583,0.099143654,16551.84545,15329.92727,,247.95,489.203909,1513.60,1513.69
1513.705,495.3418837,0.09791621,16556.97273,15335.16364,,282.74,486.5659045,1513.66,1513.75
1514.195,492.2284482,0.096630734,16598.19091,15377.35455,,258.796,484.088808,1514.15,1514.24
1514.745,496.7410552,0.097887037,16637.10909,15418.27273,,244.74,489.1422956,1514.70,1514.79
1515.295,496.8860085,0.097470944,16675.27273,15458.35455,,247.44,489.1706224,1515.25,1515.34
1515.905,493.8372656,0.098214885,16720.01818,15504.20909,,288.005,484.9250508,1515.86,1515.95
1516.395,488.3026504,0.096093174,16757.27273,15542.27273,,234.444,480.8876785,1516.35,1516.44
1516.945,477.6902181,0.098666672,16797.27273,15582.10909,,215.813,471.0425389,1516.90,1516.99
1518.105,474.8572408,0.095648769,16881.59091,15660.82727,,296.021,465.4512171,1518.06,1518.15
1518.595,471.0561799,0.097553712,16921.6,15697.10909,,297.994,461.7723612,1518.55,1518.64
1519.145,475.0717229,0.090301727,16965.43636,15734.94545,,401.825,461.5477646,1519.10,1519.19
1519.695,465.2115037,0.097681309,17007.35455,15770.86364,,274.438,456.6727261,1519.65,1519.74
1520.305,478.1191664,0.096396049,17052.44545,15809.3,,241.402,470.5081167,1520.26,1520.35
1520.795,463.8243652,0.093767214,17087.10909,15838.61818,,290.323,454.4142842,1520.75,1520.84
1521.345,462.0215173,0.095207741,17125.10909,15870.7,,317.96,451.8715847,1521.30,1521.39
1521.895,471.4941226,0.090522009,17163.43636,15903.86364,,266.06,462.5613077,1521.85,1521.94
1522.505,482.6232245,0.098734902,17209.25455,15942.3,,260.132,474.6159261,1522.46,1522.55
1522.995,478.0945225,0.0935093,17243.92727,15972.35455,,330.83,467.3419345,1522.95,1523.04
1523.545,485.2230424,0.099685547,17291.35455,16013.10909,,281.266,476.6477691,1523.50,1523.59
1524.095,452.5054764,0.098425047,17332.51818,16051.35455,,301.523,443.1948747,1524.05,1524.14
1524.705,465.5248097,0.097237199,17379.25455,16095.87273,,406.458,452.8206436,1524.66,1524.75
1525.195,466.9274561,0.098266738,17413.51818,16128.02727,,353.011,456.0094175,1525.15,1525.24
1525.745,462.5292551,0.09998312,17456.51818,16165.02727,,401.298,450.3308447,1525.70,1525.79
1526.305,454.8885159,0.098769839,17500.6,16203,,369.6625,443.5137104,1526.27,1526.34
1526.905,447.7542657,0.099541928,17550.4,16246.25455,,387.105,435.9351316,1526.86,1526.95
1527.945,455.5602244,0.100534803,17629.27273,16315.02727,,265.726,447.5271729,1527.90,1527.99
1528.495,451.7974252,0.100533644,17669.10909,16351.78182,,182.796,446.2713322,1528.45,1528.54
1529.045,442.5146074,0.101731563,17707.84545,16386.51818,,266.886,434.541401,1529.00,1529.09
1529.105,445.0033787,0.101097781,17712.97273,16391.20909,,201.471,438.9467096,1529.06,1529.15
1529.605,438.9459165,0.100769743,17755.1,16429.8,,221.695,432.2595731,1529.57,1529.64
1530.145,434.6729326,0.100886877,17795.02727,16466.78182,,183.135,429.1559756,1530.10,1530.19
1530.695,433.5075564,0.101453546,17832.27273,16500.94545,,178.598,428.1573284,1530.65,1530.74
1531.305,442.7266071,0.10038202,17876.82727,16541.44545,,197.432,436.7490389,1531.26,1531.35
1531.795,432.8806239,0.102518931,17913.35455,16576.02727,,247.613,425.5400113,1531.75,1531.84
1532.345,439.0146422,0.101890682,17954.43636,16612.94545,,286.178,430.4784398,1532.30,1532.39
1533.505,428.8428969,0.100702073,18044.78182,16690.82727,,299.1,419.8159491,1533.46,1533.55
1533.995,419.6075931,0.101580249,18085.43636,16727.10909,,219.825,413.0305492,1533.95,1534.04
1534.545,425.6149779,0.100037581,18127.02727,16764.86364,,315.559,416.028031,1534.50,1534.59
1535.095,425.4260288,0.101469326,18164.19091,16800.02727,,243.938,418.1195587,1535.05,1535.14
1535.705,428.1236451,0.099312733,18207.44545,16841.25455,,224.562,421.2514693,1535.66,1535.75
1536.195,420.6508309,0.101432391,18242.6,16875.51818,,211.712,414.30729,1536.15,1536.24
1536.745,417.2050923,0.102038892,18286.10909,16917.94545,,209.14,410.9758633,1536.70,1536.79
1537.295,412.8182319,0.102022187,18324.51818,16954.27273,,222.335,406.1949059,1537.25,1537.34
1537.905,409.172546,0.100611912,18373.16364,16999.59091,,211.556,402.7819867,1537.86,1537.95
1538.385,409.0620045,0.103164441,18414.8,17038.67273,,231.785,402.2336159,1538.35,1538.42
1538.945,405.2858266,0.102054713,18459.43636,17081.43636,,228.894,398.4692821,1538.90,1538.99
1539.495,408.5418397,0.103821388,18501.43636,17123.51818,,277.1,400.4301258,1539.45,1539.54
1540.105,404.5736681,0.098203865,18548.4,17171.78182,,245.426,396.9781935,1540.06,1540.15
1540.595,405.3692182,0.099924697,18587.27273,17212.6,,220.607,398.6594212,1540.55,1540.64
1541.145,386.222992,0.100538433,18627.43636,17256.68182,,171.896,381.0266637,1541.10,1541.19
1541.74,392.0599556,0.09568216,18672.70909,17305.36364,,170,386.6601158,1541.71,1541.77
1542.245,393.88664,0.099750281,18710.35455,17346.84545,,172.81,388.6214061,1542.20,1542.29
1542.305,394.8772947,0.096371522,18714.82727,17351.97273,,182.415,389.1245545,1542.26,1542.35
1542.795,405.8843724,0.09867762,18751.35455,17393.76364,,173.371,400.544625,1542.75,1542.84
1543.345,395.5738316,0.096428458,18792.19091,17439.6,,219.196,388.6652271,1543.30,1543.39
1543.895,401.7785019,0.098609457,18831.27273,17483.51818,,170.118,396.5353236,1543.85,1543.94
1544.505,403.7603792,0.096282512,18876.20909,17531.78182,,224.838,396.6632089,1544.46,1544.55
1544.995,401.5604703,0.095149129,18914.51818,17572.68182,,235.904,394.025294,1544.95,1545.04
1545.545,398.517299,0.096202171,18957.51818,17617.43636,,235.214,391.0864023,1545.50,1545.59
1546.095,409.2461805,0.095691403,19000.68182,17659.6,,211.812,402.5188841,1546.05,1546.14
1546.705,394.2903746,0.092930625,19050.01818,17708.4,,263.77,385.663977,1546.66,1546.75
1547.195,391.6419048,0.096632256,19087.43636,17747.68182,,232.52,384.3288113,1547.15,1547.24
1547.745,403.3403936,0.097015158,19129.6,17792.84545,,236.575,395.9291314,1547.70,1547.79
1548.295,391.5639899,0.096430918,19173.35455,17839.51818,,183.327,385.7860495,1548.25,1548.34
1548.905,386.8926239,0.09525056,19219.4,17888.16364,,193.038,380.7332269,1548.86,1548.95
1549.395,397.5597791,0.096191717,19258.68182,17931.09091,,225.32,390.4406807,1549.35,1549.44
1549.945,391.1963083,0.095226028,19303.43636,17981.09091,,226.901,383.954556,1549.90,1549.99
1550.495,392.3806142,0.095616734,19345.68182,18031.33636,,297.374,382.9284334,1550.45,1550.54
1551.105,396.4981477,0.095545872,19394.63636,18088.97273,,194.908,390.298305,1551.06,1551.15
1551.595,394.9842022,0.096091767,19430.43636,18131.09091,,191.288,388.9340755,1551.55,1551.64
1552.145,393.0190282,0.093500713,19472.35455,18181.17273,,145.52,388.2889241,1552.10,1552.19
1552.695,395.8149948,0.096995837,19513.43636,18232.00909,,145.76,391.2478141,1552.65,1552.74
1553.245,408.674744,0.097115047,19555.02727,18280.43636,,202.57,402.3352947,1553.20,1553.29
1553.305,393.0532853,0.094021353,19559.06364,18285.01818,,215.367,386.0915807,1553.26,1553.35
1553.795,396.82756,0.096563528,19592.68182,18323.25455,,249.952,388.9606094,1553.75,1553.84
1554.345,398.9361089,0.098018667,19637.68182,18375.41818,,224.36,391.9794683,1554.30,1554.39
1554.895,398.6164653,0.096173622,19682.68182,18429.25455,,200.648,392.2756983,1554.85,1554.94
1555.505,394.5632565,0.097228012,19732.97273,18486.92727,,162.484,389.4842107,1555.46,1555.55
1555.995,393.8901406,0.097358416,19774.43636,18532.76364,,235.162,386.5491178,1555.95,1556.04
1556.545,405.250617,0.097954046,19816.51818,18578.76364,,243.597,397.6925196,1556.50,1556.59
1557.095,391.2463379,0.096804209,19859.35455,18624.6,,255.574,383.2224407,1557.05,1557.14
1557.705,390.3725689,0.095563394,19905.01818,18673.20909,,256.125,382.2269641,1557.66,1557.75
