GISP2 depth,[Ca2+] GISP2
(m),(ppb)
2114.45,201.11
2114.72,201.11
2114.72,204.46
2114.98,204.46
2114.98,133.48
2115.25,133.48
2115.25,139.87
2115.49,139.87
2115.49,135.81
2115.76,135.81
2115.76,131.31
2116.02,131.31
2116.02,135
2116.29,135
2116.29,120.03
2116.59,120.03
2116.59,112.81
2116.9,112.81
2116.9,85.97
2117.2,85.97
2117.2,74.55
2117.47,74.55
2117.47,61.58
2117.86,61.58
2117.86,58.67
2118.21,58.67
2118.21,64.27
2118.63,64.27
2118.63,67.69
2119.01,67.69
2119.01,49.46
2119.41,49.46
2119.41,48.69
2119.85,48.69
2119.85,43.24
2120.26,43.24
2120.26,48.5
2120.7,48.5
2120.7,34.13
2121.07,34.13
2121.07,32.89
2121.47,32.89
2121.47,31.2
2121.91,31.2
2121.91,38.49
2122.43,38.49
2122.43,35.47
2122.94,35.47
2122.94,39.84
2123.42,39.84
2123.42,37.31
2123.88,37.31
2123.88,33.43
2124.33,33.43
2124.33,36.22
2124.84,36.22
2124.84,40
2125.37,40
2125.37,35.08
2125.91,35.08
2125.91,44.77
2126.47,44.77
2126.47,36.16
2126.99,36.16
2126.99,62.45
2127.53,62.45
2127.53,132.25
2127.93,132.25
2127.93,203.95
2128.21,203.95
2128.21,187.36
2128.43,187.36
2128.43,208.25
2128.67,208.25
2128.67,234.96
2128.9,234.96
2128.9,232.26
2129.17,232.26
2129.17,274.07
2129.45,274.07
2129.45,286.59
2129.74,286.59
2129.74,289.15
2130.01,289.15
2130.01,196.62
2130.22,196.62
2130.22,256.87
2130.45,256.87
2130.45,330.12
2130.69,330.12
2130.69,295.32
2130.94,295.32
2130.94,261.75
2131.18,261.75
2131.18,303.52
2131.43,303.52
2131.43,293.67
2131.67,293.67
2131.67,328.42
2131.91,328.42
2131.91,280.96
2132.16,280.96
2132.16,254.69
2132.42,254.69
2132.42,213.88
2132.67,213.88
2132.67,269
2132.93,269
2132.93,273.95
2133.15,273.95
2133.15,298
2133.4,298
2133.4,262.3
2133.63,262.3
2133.63,315.44
2133.9,315.44
2133.9,284.8
2134.15,284.8
2134.15,326.8
2134.4,326.8
2134.4,279.82
2134.62,279.82
2134.62,327.8
2134.82,327.8
2134.82,374.28
2135.07,374.28
2135.07,227.43
2135.3,227.43
2135.3,233.1
2135.51,233.1
2135.51,312.5
2135.75,312.5
2135.75,247.77
2136.01,247.77
2136.01,252.77
2136.23,252.77
2136.23,216.37
2136.5,216.37
2136.5,205.45
2136.72,205.45
2136.72,200.22
2136.95,200.22
2136.95,241.96
2137.18,241.96
2137.18,223
2137.42,223
2137.42,140.36
2137.67,140.36
2137.67,141.69
2137.96,141.69
2137.96,118.79
2138.25,118.79
2138.25,93.58
2138.52,93.58
2138.52,69.84
2138.96,69.84
2138.96,64.93
2139.39,64.93
2139.39,42.49
2139.85,42.49
2139.85,39.78
2140.31,39.78
2140.31,36.91
2140.77,36.91
2140.77,35
2141.21,35
2141.21,41.44
2141.71,41.44
2141.71,34.77
2142.21,34.77
2142.21,37.62
2142.69,37.62
2142.69,41.81
2143.17,41.81
2143.17,36.27
2143.68,36.27
2143.68,47.25
2144.13,47.25
2144.13,46.57
2144.57,46.57
2144.57,33.38
2145.13,33.38
2145.13,34.31
2145.74,34.31
2145.74,33.39
2146.28,33.39
2146.28,39.17
2146.78,39.17
2146.78,75.52
2147.12,75.52
2147.12,146.5
2147.44,146.5
2147.44,154.06
2147.77,154.06
2147.77,158
2148.06,158
2148.06,173
2148.36,173
2148.36,202
2148.68,202
2148.68,211
2148.95,211
2148.95,196.74
2149.26,196.74
2149.26,194
2149.55,194
2149.55,201.93
2149.83,201.93
2149.83,258.07
2150.12,258.07
2150.12,258.54
2150.38,258.54
2150.38,311.31
2150.64,311.31
2150.64,290.86
2150.92,290.86
2150.92,273.56
2151.19,273.56
2151.19,330.57
2151.47,330.57
2151.47,311.25
2151.75,311.25
2151.75,285.4
2152,285.4
2152,298.26
2152.23,298.26
2152.23,284.87
2152.46,284.87
2152.46,224
2152.72,224
2152.72,243.8
2152.97,243.8
2152.97,326.2
2153.22,326.2
2153.22,291.17
2153.45,291.17
2153.45,318.12
2153.69,318.12
2153.69,294
2153.97,294
2153.97,314.5
2154.21,314.5
2154.21,248.7
2154.44,248.7
2154.44,362.17
2154.73,362.17
2154.73,351.83
2154.97,351.83
2154.97,258.6
2155.22,258.6
2155.22,287.5
2155.46,287.5
2155.46,286.36
2155.71,286.36
2155.71,297.32
2155.96,297.32
2155.96,259.15
2156.22,259.15
2156.22,270
2156.49,270
2156.49,291.86
2156.78,291.86
2156.78,264.31
2157.04,264.31
2157.04,190.2
2157.24,190.2
2157.24,243
2157.49,243
2157.49,202.5
2157.71,202.5
2157.71,142.63
2157.95,142.63
2157.95,166.22
2158.18,166.22
2158.18,208.75
2158.42,208.75
2158.42,209
2158.69,209
2158.69,190
2158.95,190
2158.95,177.54
2159.19,177.54
2159.19,140.67
2159.52,140.67
2159.52,164.71
2159.8,164.71
2159.8,74.52
2160.11,74.52
2160.11,94
2160.4,94
2160.4,60.05
2160.8,60.05
2160.8,38.01
2161.26,38.01
2161.26,37.37
2161.72,37.37
2161.72,51.7
2162.2,51.7
2162.2,37.8
2162.66,37.8
2162.66,47.64
2163.11,47.64
2163.11,50.92
2163.55,50.92
2163.55,59.98
2163.92,59.98
2163.92,54.83
2164.32,54.83
2164.32,68.81
2164.77,68.81
2164.77,57.31
2165.2,57.31
2165.2,58.34
2165.64,58.34
2165.64,56.58
2166,56.58
2166,77.43
2166.45,77.43
2166.45,42.09
2166.89,42.09
2166.89,44.5
2167.38,44.5
2167.38,33.58
2167.76,33.58
2167.76,34.5
2168.23,34.5
2168.23,40.11
2168.74,40.11
2168.74,34.87
2169.2,34.87
2169.2,36.68
2169.7,36.68
2169.7,30.96
2170.17,30.96
2170.17,38.17
2170.68,38.17
2170.68,38.81
2171.17,38.81
2171.17,36.44
2171.65,36.44
2171.65,44.52
2172.22,44.52
2172.22,39.55
2172.72,39.55
2172.72,42.83
2173.21,42.83
2173.21,31.91
2173.73,31.91
2173.73,34.21
2174.23,34.21
2174.23,28.86
2174.72,28.86
2174.72,33.6
2175.24,33.6
2175.24,35.05
2175.72,35.05
2175.72,32.56
2176.27,32.56
2176.27,28.67
2176.8,28.67
2176.8,36.05
2177.32,36.05
2177.32,62.07
2177.81,62.07
2177.81,109.88
2178.23,109.88
2178.23,166.3
2178.56,166.3
2178.56,232.56
2178.88,232.56
2178.88,256
2179.16,256
2179.16,195
2179.44,195
2179.44,198.33
2179.68,198.33
2179.68,255.84
2179.93,255.84
2179.93,268.56
2180.18,268.56
2180.18,242.82
2180.4,242.82
2180.4,212.86
2180.68,212.86
2180.68,175.84
2180.93,175.84
2180.93,203.85
2181.2,203.85
2181.2,185.83
2181.44,185.83
2181.44,180.63
2181.71,180.63
2181.71,214.86
2181.93,214.86
2181.93,206.96
2182.18,206.96
2182.18,219.15
2182.44,219.15
2182.44,248.44
2182.69,248.44
2182.69,266.2
2182.94,266.2
2182.94,230.5
2183.18,230.5
2183.18,273.48
2183.43,273.48
2183.43,201.83
2183.67,201.83
2183.67,215.43
2183.9,215.43
2183.9,257.7
2184.17,257.7
2184.17,271.38
2184.43,271.38
2184.43,296.32
2184.68,296.32
2184.68,298.4
2184.93,298.4
2184.93,287.6
2185.18,287.6
2185.18,311.57
2185.41,311.57
2185.41,316.18
2185.69,316.18
2185.69,234.92
2185.93,234.92
2185.93,213.64
2186.18,213.64
2186.18,297.17
2186.42,297.17
2186.42,256.22
2186.65,256.22
2186.65,208.6
2186.9,208.6
2186.9,223.08
2187.16,223.08
2187.16,251.67
2187.4,251.67
2187.4,261.6
2187.65,261.6
2187.65,238.25
2187.93,238.25
2187.93,230.65
2188.19,230.65
2188.19,215.04
2188.46,215.04
2188.46,250.69
2188.72,250.69
2188.72,244.4
2188.97,244.4
2188.97,272.96
2189.24,272.96
2189.24,239.11
2189.51,239.11
2189.51,223.86
2189.8,223.86
2189.8,240
2190.08,240
2190.08,179.44
2190.35,179.44
2190.35,121.79
2190.68,121.79
2190.68,175.32
2191.06,175.32
2191.06,156.37
2191.38,156.37
2191.38,163.35
2191.69,163.35
2191.69,140.52
2191.96,140.52
2191.96,142.93
2192.23,142.93
2192.23,140.86
2192.52,140.86
2192.52,128.6
2192.84,128.6
2192.84,86.26
2193.19,86.26
2193.19,71.95
2193.5,71.95
2193.5,66.48
2193.84,66.48
2193.84,58.81
2194.22,58.81
2194.22,66.79
2194.6,66.79
2194.6,45.7
2194.99,45.7
2194.99,56.96
2195.39,56.96
2195.39,49.67
2195.79,49.67
2195.79,67.11
2196.16,67.11
2196.16,52.25
2196.57,52.25
2196.57,61.79
2196.98,61.79
2196.98,58.21
2197.42,58.21
2197.42,61.29
2197.88,61.29
2197.88,95.5
2198.34,95.5
2198.34,103.09
2198.69,103.09
2198.69,90.62
2199.01,90.62
2199.01,72.83
2199.37,72.83
2199.37,70.84
2199.74,70.84
2199.74,65.36
2200.14,65.36
2200.14,58.17
2200.54,58.17
2200.54,68.83
2200.93,68.83
2200.93,63.02
2201.36,63.02
2201.36,64.95
2201.77,64.95
2201.77,63.25
2202.16,63.25
2202.16,55.34
2202.54,55.34
2202.54,63.01
2202.92,63.01
2202.92,52.06
2203.3,52.06
2203.3,42.25
2203.76,42.25
2203.76,27.69
2204.23,27.69
2204.23,31.91
2204.72,31.91
2204.72,32.61
2205.24,32.61
2205.24,39.08
2205.76,39.08
2205.76,38.74
2206.26,38.74
2206.26,42.04
2206.77,42.04
2206.77,35.27
2207.3,35.27
2207.3,33.58
2207.8,33.58
2207.8,31.99
2208.31,31.99
2208.31,36.23
2208.79,36.23
2208.79,39.38
2209.24,39.38
2209.24,34.22
2209.69,34.22
2209.69,34.46
2210.19,34.46
2210.19,37.6
2210.74,37.6
2210.74,30.86
2211.24,30.86
2211.24,37.96
2211.76,37.96
2211.76,29.22
2212.29,29.22
2212.29,40.16
2212.83,40.16
2212.83,78.54
2213.34,78.54
2213.34,38.18
2213.87,38.18
2213.87,40.32
2214.38,40.32
2214.38,29.53
2214.96,29.53
2214.96,30.32
2215.51,30.32
2215.51,31.45
2216.02,31.45
2216.02,30.2
2216.6,30.2
2216.6,27.99
2217.16,27.99
2217.16,32.7
2217.71,32.7
2217.71,31.64
2218.28,31.64
2218.28,33.32
2218.77,33.32
2218.77,34.33
2219.3,34.33
2219.3,34.45
2219.82,34.45
2219.82,36.85
2220.32,36.85
2220.32,29.06
2220.89,29.06
2220.89,24.82
2221.42,24.82
2221.42,27.89
2221.95,27.89
2221.95,27.39
2222.48,27.39
2222.48,35.76
2223.04,35.76
2223.04,29.26
2223.64,29.26
2223.64,31.53
2224.14,31.53
2224.14,33.92
2224.67,33.92
2224.67,32.07
2225.27,32.07
2225.27,41.1
2225.87,41.1
2225.87,77.02
2226.37,77.02
2226.37,33.55
2226.96,33.55
2226.96,28.07
2227.55,28.07
2227.55,33.83
2228.13,33.83
2228.13,29.84
2228.67,29.84
2228.67,26.76
2229.29,26.76
2229.29,26.64
2229.93,26.64
2229.93,29.4
2230.54,29.4
2230.54,31.16
2231.1,31.16
2231.1,33.17
2231.63,33.17
2231.63,64.6
2232.14,64.6
2232.14,187.72
2232.49,187.72
2232.49,192.84
2232.74,192.84
2232.74,185
2232.98,185
2232.98,219.72
2233.23,219.72
2233.23,224.1
2233.53,224.1
2233.53,272.3
2233.8,272.3
2233.8,306.14
2234.08,306.14
2234.08,296
2234.32,296
2234.32,235.67
2234.56,235.67
2234.56,222.13
2234.79,222.13
2234.79,291.64
2235.04,291.64
2235.04,258
2235.3,258
2235.3,227.5
2235.5,227.5
2235.5,209.43
2235.78,209.43
2235.78,184.92
2236.02,184.92
2236.02,200.25
2236.26,200.25
2236.26,210.82
2236.48,210.82
2236.48,251.44
2236.75,251.44
2236.75,228.6
2237,228.6
2237,234.05
2237.21,234.05
2237.21,265.78
2237.44,265.78
2237.44,282.38
2237.7,282.38
2237.7,250.74
2237.93,250.74
2237.93,279.43
2238.16,279.43
2238.16,284
2238.39,284
2238.39,248.64
2238.64,248.64
2238.64,263
2238.89,263
2238.89,244.52
2239.14,244.52
2239.14,230.77
2239.4,230.77
2239.4,230.45
2239.62,230.45
2239.62,219.33
2239.89,219.33
2239.89,221.47
2240.08,221.47
2240.08,242.08
2240.33,242.08
2240.33,259.68
2240.55,259.68
2240.55,268.57
2240.78,268.57
2240.78,260.54
2241.04,260.54
2241.04,280.57
2241.32,280.57
2241.32,281.04
2241.59,281.04
2241.59,300.35
2241.82,300.35
2241.82,325.8
2242.07,325.8
2242.07,381
2242.33,381
2242.33,342.65
2242.56,342.65
2242.56,279
2242.78,279
2242.78,265.52
2242.99,265.52
2242.99,277.22
2243.22,277.22
2243.22,304
2243.42,304
2243.42,237.2
2243.67,237.2
2243.67,319.08
2243.91,319.08
2243.91,341.75
2244.15,341.75
2244.15,315.82
2244.37,315.82
2244.37,338.78
2244.6,338.78
2244.6,327.6
2244.85,327.6
2244.85,374
2245.06,374
2245.06,357.45
2245.28,357.45
2245.28,359.39
2245.51,359.39
2245.51,358.05
2245.73,358.05
2245.73,311
2245.94,311
2245.94,346.96
2246.19,346.96
2246.19,422.96
2246.46,422.96
2246.46,414.67
2246.67,414.67
2246.67,318
2246.93,318
2246.93,379.45
2247.15,379.45
2247.15,501
2247.35,501
2247.35,437.71
2247.56,437.71
2247.56,414.29
2247.77,414.29
2247.77,493.73
2247.99,493.73
2247.99,450.33
2248.23,450.33
2248.23,550.19
2248.44,550.19
2248.44,420.09
2248.67,420.09
2248.67,390.57
2248.88,390.57
2248.88,418
2249.12,418
2249.12,407.42
2249.31,407.42
2249.31,453.86
2249.52,453.86
2249.52,609.39
2249.75,609.39
2249.75,421.37
2249.94,421.37
2249.94,587.7
2250.17,587.7
2250.17,440.71
2250.38,440.71
2250.38,299.3
2250.58,299.3
2250.58,421.2
2250.78,421.2
2250.78,412.48
2250.99,412.48
2250.99,443.91
2251.19,443.91
2251.19,465.53
2251.4,465.53
2251.4,355.29
2251.65,355.29
2251.65,359.43
2251.92,359.43
2251.92,398
2252.18,398
2252.18,243.44
2252.41,243.44
2252.41,341.43
2252.66,341.43
2252.66,224.49
2252.92,224.49
2252.92,117.93
2253.23,117.93
2253.23,122.71
2253.56,122.71
2253.56,76.08
2253.88,76.08
2253.88,62.24
2254.21,62.24
2254.21,73.28
2254.54,73.28
2254.54,53.73
2254.9,53.73
2254.9,57.69
2255.29,57.69
2255.29,76.75
2255.63,76.75
2255.63,116.6
2255.94,116.6
2255.94,179.38
2256.25,179.38
2256.25,263.1
2256.56,263.1
2256.56,231.88
2256.83,231.88
2256.83,248.34
2257.06,248.34
2257.06,310.17
2257.31,310.17
2257.31,265.52
2257.59,265.52
2257.59,283.38
2257.83,283.38
2257.83,277.33
2258.1,277.33
2258.1,266.97
2258.37,266.97
2258.37,213.47
2258.64,213.47
2258.64,228.6
2258.92,228.6
2258.92,208.92
2259.17,208.92
2259.17,218.05
2259.4,218.05
2259.4,212.29
2259.61,212.29
2259.61,205.16
2259.85,205.16
2259.85,248.33
2260.09,248.33
2260.09,302.65
2260.34,302.65
2260.34,277.94
2260.6,277.94
2260.6,229.91
2260.85,229.91
2260.85,246.74
2261.09,246.74
2261.09,278.83
2261.32,278.83
2261.32,258.11
2261.57,258.11
2261.57,311.33
2261.83,311.33
2261.83,294.56
2262.09,294.56
2262.09,210
2262.35,210
2262.35,251.56
2262.61,251.56
2262.61,226.3
2262.85,226.3
2262.85,252.08
2263.07,252.08
2263.07,312.53
2263.38,312.53
2263.38,334.28
2263.64,334.28
2263.64,283.25
2263.85,283.25
2263.85,225.09
2264.1,225.09
2264.1,223.75
2264.38,223.75
2264.38,273.1
2264.61,273.1
2264.61,229.43
2264.89,229.43
2264.89,180.65
2265.17,180.65
2265.17,159.45
2265.44,159.45
2265.44,149.18
2265.72,149.18
2265.72,118.55
2266.01,118.55
2266.01,99.76
2266.31,99.76
2266.31,86.48
2266.66,86.48
2266.66,95.8
2267,95.8
2267,68.22
2267.39,68.22
2267.39,63.04
2267.75,63.04
2267.75,59.76
2268.09,59.76
2268.09,57.39
2268.42,57.39
2268.42,54.23
2268.78,54.23
2268.78,53.67
2269.19,53.67
2269.19,73.64
2269.53,73.64
2269.53,97.28
2269.97,97.28
2269.97,98.59
2270.36,98.59
2270.36,78.13
2270.78,78.13
2270.78,67.64
2271.17,67.64
2271.17,51.26
2271.57,51.26
2271.57,57.64
2272.03,57.64
2272.03,60.87
2272.46,60.87
2272.46,44.39
2272.91,44.39
2272.91,51.14
2273.32,51.14
2273.32,44.93
2273.76,44.93
2273.76,41.87
2274.18,41.87
2274.18,51.64
2274.6,51.64
2274.6,41.59
2275.07,41.59
2275.07,48.52
2275.55,48.52
2275.55,48.86
2276.04,48.86
2276.04,77.58
2276.4,77.58
2276.4,150.63
2276.75,150.63
2276.75,256.22
2276.98,256.22
2276.98,275.18
2277.23,275.18
2277.23,303.73
2277.51,303.73
2277.51,523.72
2277.77,523.72
2277.77,407.48
2277.99,407.48
2277.99,317.15
2278.19,317.15
2278.19,323.7
2278.4,323.7
2278.4,320.58
2278.65,320.58
2278.65,345.94
2278.87,345.94
2278.87,372.95
2279.11,372.95
2279.11,407.37
2279.34,407.37
2279.34,442.48
2279.59,442.48
2279.59,450.82
2279.8,450.82
2279.8,340.6
2280.02,340.6
2280.02,479.27
2280.23,479.27
2280.23,400.53
2280.46,400.53
2280.46,420.2
2280.68,420.2
2280.68,422.7
2280.9,422.7
2280.9,363.79
2281.11,363.79
2281.11,341.41
2281.32,341.41
2281.32,344.92
2281.53,344.92
2281.53,326.83
2281.73,326.83
2281.73,320.96
2281.97,320.96
2281.97,356.73
2282.18,356.73
2282.18,447.89
2282.38,447.89
2282.38,417.05
2282.59,417.05
2282.59,247.87
2282.8,247.87
2282.8,432.33
2283,432.33
2283,447.29
2283.23,447.29
2283.23,493.67
2283.46,493.67
2283.46,268.94
2283.69,268.94
2283.69,311.77
2283.9,311.77
2283.9,302.51
2284.09,302.51
2284.09,292.49
2284.31,292.49
2284.31,300.5
2284.5,300.5
2284.5,203.43
2284.73,203.43
2284.73,144.69
2284.94,144.69
2284.94,134.97
2285.16,134.97
2285.16,109.64
2285.39,109.64
2285.39,97.59
2285.68,97.59
2285.68,62.18
2285.99,62.18
2285.99,65.89
2286.3,65.89
2286.3,73.89
2286.58,73.89
2286.58,83.14
2286.85,83.14
2286.85,63.38
2287.13,63.38
2287.13,69.14
2287.42,69.14
2287.42,85.28
2287.7,85.28
2287.7,75.77
2288,75.77
2288,71.24
2288.3,71.24
2288.3,65.2
2288.57,65.2
2288.57,56.34
2288.87,56.34
2288.87,56.16
2289.15,56.16
2289.15,66.94
2289.44,66.94
2289.44,59.66
2289.74,59.66
2289.74,62.55
2290.03,62.55
2290.03,63.83
2290.3,63.83
2290.3,55.97
2290.6,55.97
2290.6,58.16
2290.9,58.16
2290.9,57.22
2291.18,57.22
2291.18,84.29
2291.5,84.29
2291.5,56.91
2291.8,56.91
2291.8,42.85
2292.08,42.85
2292.08,45.39
2292.4,45.39
2292.4,39.9
2292.72,39.9
2292.72,36.01
2293.01,36.01
2293.01,34.15
2293.32,34.15
2293.32,38.08
2293.65,38.08
2293.65,43.15
2294.04,43.15
2294.04,40.69
2294.4,40.69
2294.4,40.16
2294.82,40.16
2294.82,38.78
2295.22,38.78
2295.22,35
2295.6,35
2295.6,47.03
2295.98,47.03
2295.98,36.83
2296.38,36.83
2296.38,38.46
2296.75,38.46
2296.75,44.73
2297.13,44.73
2297.13,42.54
2297.52,42.54
2297.52,42.67
2297.92,42.67
2297.92,44.79
2298.31,44.79
2298.31,36.63
2298.74,36.63
2298.74,40.28
2299.13,40.28
2299.13,44.34
2299.54,44.34
2299.54,37.88
2299.97,37.88
2299.97,33.03
2300.35,33.03
2300.35,42.94
2300.77,42.94
2300.77,41.9
2301.2,41.9
2301.2,43.38
2301.57,43.38
2301.57,43.34
2301.96,43.34
2301.96,33.62
2302.38,33.62
2302.38,42.67
2302.78,42.67
2302.78,44.6
2303.21,44.6
2303.21,48.19
2303.6,48.19
2303.6,72.28
2303.96,72.28
2303.96,146.17
2304.19,146.17
2304.19,251.47
2304.41,251.47
2304.41,276.33
2304.61,276.33
2304.61,356.04
2304.82,356.04
2304.82,248.13
2305.05,248.13
2305.05,304.43
2305.27,304.43
2305.27,328.93
2305.48,328.93
2305.48,298.86
2305.72,298.86
2305.72,261.01
2305.91,261.01
2305.91,330.76
2306.1,330.76
2306.1,341.03
2306.31,341.03
2306.31,301.44
2306.5,301.44
2306.5,340.6
2306.69,340.6
2306.69,308.13
2306.91,308.13
2306.91,268.77
2307.1,268.77
2307.1,284.54
2307.31,284.54
2307.31,275.93
2307.52,275.93
2307.52,335.01
2307.73,335.01
2307.73,314.05
2307.94,314.05
2307.94,313.46
2308.15,313.46
2308.15,267.12
2308.36,267.12
2308.36,254.96
2308.57,254.96
2308.57,362.76
2308.78,362.76
2308.78,280.05
2308.98,280.05
2308.98,271.91
2309.21,271.91
2309.21,327.1
2309.44,327.1
2309.44,283.06
2309.65,283.06
2309.65,326.31
2309.86,326.31
2309.86,317.66
2310.07,317.66
2310.07,295.59
2310.3,295.59
2310.3,329.42
2310.5,329.42
2310.5,275.19
2310.72,275.19
2310.72,318.2
2310.95,318.2
2310.95,374.02
2311.15,374.02
2311.15,381.73
2311.35,381.73
2311.35,316.57
2311.57,316.57
2311.57,316.47
2311.77,316.47
2311.77,234.56
2311.94,234.56
2311.94,185.81
2312.17,185.81
2312.17,227.47
2312.39,227.47
2312.39,207.41
2312.6,207.41
2312.6,180.51
2312.82,180.51
2312.82,210.52
2313.03,210.52
2313.03,205.21
2313.28,205.21
2313.28,139.91
2313.5,139.91
2313.5,143.18
2313.75,143.18
2313.75,108.53
2313.97,108.53
2313.97,85.41
2314.21,85.41
2314.21,79.96
2314.45,79.96
2314.45,66.09
2314.68,66.09
2314.68,69.86
2314.95,69.86
2314.95,52.81
2315.21,52.81
2315.21,37.7
2315.51,37.7
2315.51,41.75
2315.81,41.75
2315.81,40.25
2316.14,40.25
2316.14,40.9
2316.46,40.9
2316.46,38.9
2316.77,38.9
2316.77,32.31
2317.07,32.31
2317.07,42.84
2317.35,42.84
2317.35,71.86
2317.67,71.86
2317.67,87.41
2317.93,87.41
2317.93,113.52
2318.2,113.52
2318.2,133.93
2318.45,133.93
2318.45,116.6
2318.73,116.6
2318.73,121.68
2318.94,121.68
2318.94,101.47
2319.18,101.47
2319.18,71.48
2319.47,71.48
2319.47,64.71
2319.77,64.71
2319.77,58.44
2320.06,58.44
2320.06,66.58
2320.33,66.58
2320.33,56.95
2320.59,56.95
2320.59,52.29
2320.88,52.29
2320.88,59.08
2321.16,59.08
2321.16,57.41
2321.44,57.41
2321.44,62.74
2321.71,62.74
2321.71,58.78
2321.98,58.78
2321.98,62.16
2322.25,62.16
2322.25,63.16
2322.52,63.16
2322.52,58.95
2322.82,58.95
2322.82,66.33
2323.1,66.33
2323.1,71.73
2323.36,71.73
2323.36,67.34
2323.65,67.34
2323.65,52.78
2323.93,52.78
2323.93,50.65
2324.23,50.65
2324.23,71.86
2324.52,71.86
2324.52,48.81
2324.84,48.81
2324.84,46.25
2325.13,46.25
2325.13,52.82
2325.43,52.82
2325.43,52.33
2325.76,52.33
2325.76,47.06
2326.08,47.06
2326.08,55.91
2326.38,55.91
2326.38,57.63
2326.65,57.63
2326.65,60.03
2326.93,60.03
2326.93,49.31
2327.21,49.31
2327.21,44.88
2327.49,44.88
2327.49,49.28
2327.79,49.28
2327.79,52.3
2328.09,52.3
2328.09,49.15
2328.4,49.15
2328.4,48.71
2328.69,48.71
2328.69,41.74
2329,41.74
2329,51.44
2329.29,51.44
2329.29,47.36
2329.58,47.36
2329.58,42.44
2329.91,42.44
2329.91,40.85
2330.22,40.85
2330.22,33.55
2330.57,33.55
2330.57,33.03
2330.92,33.03
2330.92,32.11
2331.25,32.11
2331.25,29.23
2331.63,29.23
2331.63,32.12
2332.02,32.12
2332.02,33.68
2332.43,33.68
2332.43,33.44
2332.78,33.44
2332.78,27.3
2333.16,27.3
2333.16,34.2
2333.52,34.2
2333.52,26.68
2333.87,26.68
2333.87,28.67
2334.3,28.67
2334.3,36.67
2334.65,36.67
2334.65,28.49
2335.03,28.49
2335.03,30.82
2335.4,30.82
2335.4,34.07
2335.77,34.07
2335.77,30.01
2336.17,30.01
2336.17,28.54
2336.53,28.54
2336.53,25.91
2336.9,25.91
2336.9,32.23
2337.31,32.23
2337.31,34.16
2337.73,34.16
2337.73,30.37
2338.11,30.37
2338.11,34.71
2338.5,34.71
2338.5,33.77
2338.88,33.77
2338.88,34.19
2339.27,34.19
2339.27,28.3
2339.62,28.3
2339.62,28.53
2340,28.53
2340,32
2340.38,32
2340.38,26.61
2340.76,26.61
2340.76,26.76
2341.13,26.76
2341.13,22.89
2341.52,22.89
2341.52,27.73
2341.93,27.73
2341.93,27.9
2342.33,27.9
2342.33,33.73
2342.75,33.73
2342.75,33.85
2343.16,33.85
2343.16,27.28
2343.55,27.28
2343.55,30.59
2343.97,30.59
2343.97,30.15
2344.36,30.15
2344.36,33.6
2344.78,33.6
2344.78,33.04
2345.17,33.04
2345.17,37.29
2345.58,37.29
2345.58,36.77
2345.97,36.77
2345.97,27.25
2346.37,27.25
2346.37,31.59
2346.73,31.59
2346.73,31.41
2347.15,31.41
2347.15,34.08
2347.52,34.08
2347.52,32.99
2347.97,32.99
2347.97,28.63
2348.37,28.63
2348.37,27.53
2348.8,27.53
2348.8,28.71
2349.24,28.71
2349.24,34.06
2349.66,34.06
2349.66,32.39
2350.05,32.39
2350.05,38.65
2350.47,38.65
2350.47,28.79
2350.88,28.79
2350.88,32.87
2351.27,32.87
2351.27,35.83
2351.65,35.83
2351.65,31.67
2352.03,31.67
2352.03,43.43
2352.46,43.43
2352.46,32.93
2352.88,32.93
2352.88,34.41
2353.3,34.41
2353.3,27.76
2353.69,27.76
2353.69,33.56
2354.15,33.56
2354.15,28.86
2354.63,28.86
2354.63,32.49
2355.1,32.49
2355.1,33.77
2355.56,33.77
2355.56,30.12
2356.03,30.12
2356.03,34.25
2356.48,34.25
2356.48,33.08
2356.93,33.08
2356.93,35.15
2357.4,35.15
2357.4,35.14
2357.85,35.14
2357.85,30.59
2358.34,30.59
2358.34,35.41
2358.72,35.41
2358.72,49.37
2359.05,49.37
2359.05,135.49
2359.32,135.49
2359.32,220.82
2359.54,220.82
2359.54,221.82
2359.79,221.82
2359.79,248.22
2360.04,248.22
2360.04,215.34
2360.27,215.34
2360.27,260.86
2360.48,260.86
2360.48,291.03
2360.69,291.03
2360.69,345.35
2360.92,345.35
2360.92,354.29
2361.12,354.29
2361.12,285.75
2361.32,285.75
2361.32,289.65
2361.55,289.65
2361.55,257.44
2361.75,257.44
2361.75,340.06
2361.96,340.06
2361.96,302.79
2362.16,302.79
2362.16,285.94
2362.36,285.94
2362.36,310.95
2362.57,310.95
2362.57,243.12
2362.79,243.12
2362.79,266.82
2363.01,266.82
2363.01,219.42
2363.23,219.42
2363.23,242.19
2363.45,242.19
2363.45,293.13
2363.67,293.13
2363.67,278.78
2363.87,278.78
2363.87,236.02
2364.11,236.02
2364.11,286.25
2364.29,286.25
2364.29,295.99
2364.49,295.99
2364.49,271.37
2364.68,271.37
2364.68,271.01
2364.87,271.01
2364.87,316.3
2365.06,316.3
2365.06,378.19
2365.23,378.19
2365.23,336.3
2365.44,336.3
2365.44,303.35
2365.63,303.35
2365.63,303.35
2365.81,303.35
2365.81,303.35
2365.98,303.35
2365.98,303.35
2366.16,303.35
2366.16,303.35
2366.35,303.35
