GISP2 depth,[Ca2+] GISP2
(m),(ppb)
1830.09,189.27
1830.5,189.27
1830.5,163.16
1830.93,163.16
1830.93,251.17
1831.35,251.17
1831.35,193.51
1831.76,193.51
1831.76,218.3
1832.19,218.3
1832.19,157.8
1832.64,157.8
1832.64,159.98
1833.09,159.98
1833.09,170.95
1833.5,170.95
1833.5,219.67
1833.89,219.67
1833.89,176.67
1834.32,176.67
1834.32,174.48
1834.74,174.48
1834.74,192.76
1835.15,192.76
1835.15,192.32
1835.56,192.32
1835.56,186.67
1836.04,186.67
1836.04,210.51
1836.53,210.51
1836.53,155.22
1836.99,155.22
1836.99,141.41
1837.48,141.41
1837.48,202.36
1837.92,202.36
1837.92,162
1838.41,162
1838.41,167.84
1838.9,167.84
1838.9,190.13
1839.36,190.13
1839.36,160.32
1839.83,160.32
1839.83,231.04
1840.35,231.04
1840.35,198.89
1840.79,198.89
1840.79,224.56
1841.22,224.56
1841.22,199.19
1841.69,199.19
1841.69,239.31
1842.17,239.31
1842.17,239.07
1842.73,239.07
1842.73,196.81
1843.27,196.81
1843.27,181.28
1843.81,181.28
1843.81,198.85
1844.29,198.85
1844.29,228.22
1844.78,228.22
1844.78,209.74
1845.24,209.74
1845.24,213.59
1845.73,213.59
1845.73,228.68
1846.23,228.68
1846.23,199.73
1846.75,199.73
1846.75,238.59
1847.21,238.59
1847.21,190.21
1847.77,190.21
1847.77,210.51
1848.28,210.51
1848.28,217.11
1848.75,217.11
1848.75,214.54
1849.21,214.54
1849.21,191.46
1849.67,191.46
1849.67,209.02
1850.07,209.02
1850.07,234.33
1850.55,234.33
1850.55,288.35
1851.01,288.35
1851.01,242.25
1851.52,242.25
1851.52,233.88
1852.02,233.88
1852.02,226.28
1852.49,226.28
1852.49,212.62
1853.02,212.62
1853.02,194.24
1853.53,194.24
1853.53,217.73
1854.01,217.73
1854.01,194.96
1854.56,194.96
1854.56,202.51
1855.05,202.51
1855.05,222.91
1855.61,222.91
1855.61,249.69
1856.06,249.69
1856.06,251.27
1856.58,251.27
1856.58,215.1
1857.09,215.1
1857.09,266.19
1857.62,266.19
1857.62,265
1858.04,265
1858.04,276.36
1858.48,276.36
1858.48,262.81
1858.95,262.81
1858.95,290.9
1859.43,290.9
1859.43,238.5
1859.85,238.5
1859.85,263.66
1860.32,263.66
1860.32,199.86
1860.88,199.86
1860.88,246.92
1861.36,246.92
1861.36,289.76
1861.86,289.76
1861.86,349.37
1862.29,349.37
1862.29,298.55
1862.78,298.55
1862.78,227.13
1863.24,227.13
1863.24,259.22
1863.73,259.22
1863.73,227.21
1864.16,227.21
1864.16,236.62
1864.61,236.62
1864.61,189.82
1865.06,189.82
1865.06,170.43
1865.48,170.43
1865.48,209.87
1865.96,209.87
1865.96,170
1866.46,170
1866.46,189.75
1866.97,189.75
1866.97,133.54
1867.47,133.54
1867.47,156.75
1868.06,156.75
1868.06,152.76
1868.56,152.76
1868.56,164.88
1868.97,164.88
1868.97,177.91
1869.42,177.91
1869.42,210.13
1869.88,210.13
1869.88,143.96
1870.35,143.96
1870.35,123.4
1870.85,123.4
1870.85,101.09
1871.41,101.09
1871.41,173.67
1871.95,173.67
1871.95,150.1
1872.45,150.1
1872.45,160.78
1872.9,160.78
1872.9,230.4
1873.4,230.4
1873.4,184.57
1873.91,184.57
1873.91,157
1874.42,157
1874.42,229.27
1874.86,229.27
1874.86,206.41
1875.3,206.41
1875.3,184.27
1875.82,184.27
1875.82,243.65
1876.28,243.65
1876.28,226.09
1876.73,226.09
1876.73,184.85
1877.19,184.85
1877.19,160.56
1877.6,160.56
1877.6,145.96
1878.06,145.96
1878.06,157.62
1878.59,157.62
1878.59,143.47
1879.12,143.47
1879.12,159.73
1879.63,159.73
1879.63,123.2
1880.17,123.2
1880.17,126.9
1880.69,126.9
1880.69,151.96
1881.2,151.96
1881.2,162.51
1881.69,162.51
1881.69,152.04
1882.17,152.04
1882.17,152.55
1882.59,152.55
1882.59,166.11
1883.12,166.11
1883.12,167.67
1883.6,167.67
1883.6,289.24
1884.02,289.24
1884.02,152
1884.46,152
1884.46,119.76
1884.87,119.76
1884.87,156.05
1885.24,156.05
1885.24,124.63
1885.62,124.63
1885.62,127.58
1886.1,127.58
1886.1,116.31
1886.49,116.31
1886.49,118.1
1886.9,118.1
1886.9,129.21
1887.33,129.21
1887.33,154.55
1887.8,154.55
1887.8,136.95
1888.22,136.95
1888.22,124.1
1888.64,124.1
1888.64,142.14
1889.06,142.14
1889.06,136.14
1889.48,136.14
1889.48,171.8
1889.98,171.8
1889.98,134.67
1890.41,134.67
1890.41,148.45
1890.85,148.45
1890.85,167.3
1891.31,167.3
1891.31,178.16
1891.75,178.16
1891.75,223.36
1892.17,223.36
1892.17,131.96
1892.65,131.96
1892.65,147.41
1893.09,147.41
1893.09,176.51
1893.54,176.51
1893.54,144.17
1893.95,144.17
1893.95,139.15
1894.43,139.15
1894.43,136.87
1894.91,136.87
1894.91,135.28
1895.41,135.28
1895.41,156.98
1895.84,156.98
1895.84,219.49
1896.27,219.49
1896.27,154.09
1896.7,154.09
1896.7,127.33
1897.15,127.33
1897.15,126.75
1897.55,126.75
1897.55,138.67
1898,138.67
1898,147.95
1898.42,147.95
1898.42,151.86
1898.84,151.86
1898.84,166.95
1899.26,166.95
1899.26,177.53
1899.71,177.53
1899.71,131.53
1900.16,131.53
1900.16,166.05
1900.58,166.05
1900.58,121.66
1900.99,121.66
1900.99,158.49
1901.48,158.49
1901.48,212.82
1901.87,212.82
1901.87,150.49
1902.32,150.49
1902.32,143.35
1902.78,143.35
1902.78,146.19
1903.15,146.19
1903.15,151.75
1903.55,151.75
1903.55,135.07
1903.99,135.07
1903.99,138.45
1904.43,138.45
1904.43,159.07
1904.83,159.07
1904.83,128.53
1905.26,128.53
1905.26,115.6
1905.71,115.6
1905.71,108.9
1906.12,108.9
1906.12,131.8
1906.52,131.8
1906.52,139.33
1906.96,139.33
1906.96,129.4
1907.4,129.4
1907.4,169.31
1907.89,169.31
1907.89,135.93
1908.31,135.93
1908.31,135.48
1908.75,135.48
1908.75,223.21
1909.17,223.21
1909.17,168.33
1909.65,168.33
1909.65,150.77
1910.09,150.77
1910.09,144.9
1910.57,144.9
1910.57,132.04
1911.06,132.04
1911.06,115.36
1911.5,115.36
1911.5,147.75
1911.9,147.75
1911.9,154.1
1912.32,154.1
1912.32,153.96
1912.77,153.96
1912.77,136.05
1913.14,136.05
1913.14,156.47
1913.57,156.47
1913.57,167.95
1913.96,167.95
1913.96,202.16
1914.34,202.16
1914.34,176.89
1914.72,176.89
1914.72,197.73
1915.16,197.73
1915.16,180.35
1915.59,180.35
1915.59,197.04
1916.04,197.04
1916.04,159.18
1916.48,159.18
1916.48,172.56
1916.91,172.56
1916.91,226.58
1917.39,226.58
1917.39,210.45
1917.79,210.45
1917.79,209.86
1918.23,209.86
1918.23,201.49
1918.66,201.49
1918.66,225.2
1919.11,225.2
1919.11,237.74
1919.53,237.74
1919.53,244.5
1919.91,244.5
1919.91,223.21
1920.33,223.21
1920.33,287.52
1920.73,287.52
1920.73,252.3
1921.2,252.3
1921.2,206.45
1921.64,206.45
1921.64,211.58
1922.02,211.58
1922.02,150.1
1922.44,150.1
1922.44,157.98
1922.85,157.98
1922.85,143.18
1923.29,143.18
1923.29,111.55
1923.71,111.55
1923.71,133.45
1924.18,133.45
1924.18,129.06
1924.67,129.06
1924.67,143.39
1925.11,143.39
1925.11,130.87
1925.56,130.87
1925.56,170.42
1926.04,170.42
1926.04,128.56
1926.47,128.56
1926.47,164.18
1926.97,164.18
1926.97,210.74
1927.36,210.74
1927.36,185.76
1927.78,185.76
1927.78,225.59
1928.15,225.59
1928.15,305.02
1928.57,305.02
1928.57,181.47
1929.02,181.47
1929.02,214.95
1929.4,214.95
1929.4,169.84
1929.78,169.84
1929.78,189.19
1930.2,189.19
1930.2,196.25
1930.68,196.25
1930.68,186.92
1931.07,186.92
1931.07,135.55
1931.51,135.55
1931.51,96.81
1931.98,96.81
1931.98,147.3
1932.38,147.3
1932.38,150.02
1932.83,150.02
1932.83,145.09
1933.28,145.09
1933.28,136.71
1933.69,136.71
1933.69,151.43
1934.13,151.43
1934.13,134.18
1934.57,134.18
1934.57,130
1934.93,130
1934.93,116.62
1935.32,116.62
1935.32,147.63
1935.73,147.63
1935.73,174.82
1936.18,174.82
1936.18,188.19
1936.6,188.19
1936.6,159.73
1937.04,159.73
1937.04,190.35
1937.41,190.35
1937.41,191.34
1937.82,191.34
1937.82,180.25
1938.22,180.25
1938.22,211.95
1938.61,211.95
1938.61,242.08
1938.97,242.08
1938.97,198.17
1939.38,198.17
1939.38,142.84
1939.76,142.84
1939.76,178.95
1940.14,178.95
1940.14,189.21
1940.53,189.21
1940.53,142.73
1940.9,142.73
1940.9,157.17
1941.26,157.17
1941.26,160.26
1941.64,160.26
1941.64,142.11
1941.99,142.11
1941.99,213.03
1942.36,213.03
1942.36,173.67
1942.72,173.67
1942.72,175.53
1943.06,175.53
1943.06,164.08
1943.43,164.08
1943.43,193.39
1943.79,193.39
1943.79,244.38
1944.18,244.38
1944.18,196.15
1944.58,196.15
1944.58,214.26
1944.96,214.26
1944.96,185.9
1945.36,185.9
1945.36,207.9
1945.76,207.9
1945.76,193.92
1946.13,193.92
1946.13,271.7
1946.5,271.7
1946.5,264.86
1946.85,264.86
1946.85,172.97
1947.24,172.97
1947.24,236.93
1947.65,236.93
1947.65,266.57
1948,266.57
1948,247
1948.35,247
1948.35,251.08
1948.71,251.08
1948.71,252.97
1949.08,252.97
1949.08,215.11
1949.46,215.11
1949.46,218.51
1949.85,218.51
1949.85,209.94
1950.19,209.94
1950.19,229.49
1950.54,229.49
1950.54,201.71
1950.95,201.71
1950.95,249.43
1951.3,249.43
1951.3,211.86
1951.65,211.86
1951.65,250.32
1951.99,250.32
1951.99,198.63
1952.4,198.63
1952.4,285.22
1952.76,285.22
1952.76,293.23
1953.11,293.23
1953.11,224.82
1953.45,224.82
1953.45,284.71
1953.8,284.71
1953.8,248
1954.18,248
1954.18,264.7
1954.58,264.7
1954.58,244.44
1954.94,244.44
1954.94,204.94
1955.3,204.94
1955.3,174.88
1955.64,174.88
1955.64,169
1956.01,169
1956.01,169.97
1956.38,169.97
1956.38,168.3
1956.75,168.3
1956.75,172.28
1957.14,172.28
1957.14,173.22
1957.5,173.22
1957.5,168.25
1957.9,168.25
1957.9,219.67
1958.29,219.67
1958.29,170.74
1958.64,170.74
1958.64,177.89
1959,177.89
1959,142.29
1959.35,142.29
1959.35,193.74
1959.69,193.74
1959.69,205.74
1960.04,205.74
1960.04,172.03
1960.39,172.03
1960.39,178.71
1960.74,178.71
1960.74,180.11
1961.12,180.11
1961.12,164.81
1961.43,164.81
1961.43,163.32
1961.8,163.32
1961.8,177.88
1962.13,177.88
1962.13,186.38
1962.5,186.38
1962.5,181.84
1962.88,181.84
1962.88,187.84
1963.26,187.84
1963.26,191.42
1963.59,191.42
1963.59,192.13
1963.98,192.13
1963.98,189.72
1964.34,189.72
1964.34,155.5
1964.66,155.5
1964.66,174.05
1965.05,174.05
1965.05,184.49
1965.42,184.49
1965.42,185.73
1965.79,185.73
1965.79,205.3
1966.16,205.3
1966.16,216.02
1966.57,216.02
1966.57,289.32
1966.95,289.32
1966.95,167.25
1967.35,167.25
1967.35,157.74
1967.73,157.74
1967.73,163.24
1968.15,163.24
1968.15,168.12
1968.58,168.12
1968.58,148.63
1968.96,148.63
1968.96,154.73
1969.4,154.73
1969.4,149.46
1969.77,149.46
1969.77,161.44
1970.13,161.44
1970.13,164.6
1970.55,164.6
1970.55,197.65
1970.92,197.65
1970.92,178.47
1971.3,178.47
1971.3,182.36
1971.69,182.36
1971.69,230.32
1972.06,230.32
1972.06,177.37
1972.44,177.37
1972.44,174
1972.82,174
1972.82,138.68
1973.26,138.68
1973.26,206.95
1973.68,206.95
1973.68,204.7
1974.08,204.7
1974.08,209.86
1974.51,209.86
1974.51,195.37
1974.89,195.37
1974.89,211.88
1975.22,211.88
1975.22,203.89
1975.6,203.89
1975.6,196
1976,196
1976,187.68
1976.37,187.68
1976.37,114.31
1976.78,114.31
1976.78,81.22
1977.22,81.22
1977.22,79.72
1977.7,79.72
1977.7,92.2
1978.16,92.2
1978.16,148.35
1978.59,148.35
1978.59,143.07
1979.01,143.07
1979.01,169.14
1979.38,169.14
1979.38,158.24
1979.8,158.24
1979.8,162.2
1980.24,162.2
1980.24,158.48
1980.66,158.48
1980.66,160.05
1981.03,160.05
1981.03,180.59
1981.49,180.59
1981.49,249.65
1981.92,249.65
1981.92,205.53
1982.3,205.53
1982.3,201.5
1982.62,201.5
1982.62,184.29
1982.96,184.29
1982.96,149.48
1983.38,149.48
1983.38,95.05
1983.85,95.05
1983.85,71.07
1984.32,71.07
1984.32,99.59
1984.85,99.59
1984.85,60.23
1985.3,60.23
1985.3,74.2
1985.87,74.2
1985.87,105.38
1986.36,105.38
1986.36,154.36
1986.75,154.36
1986.75,209.27
1987.16,209.27
1987.16,270.51
1987.55,270.51
1987.55,250.79
1987.93,250.79
1987.93,465.95
1988.3,465.95
1988.3,519.41
1988.64,519.41
1988.64,603.33
1989,603.33
1989,472.35
1989.37,472.35
1989.37,458.26
1989.72,458.26
1989.72,584.17
1990.01,584.17
1990.01,889.93
1990.31,889.93
1990.31,824.06
1990.67,824.06
1990.67,639.22
1991.04,639.22
1991.04,641.76
1991.33,641.76
1991.33,463.13
1991.64,463.13
1991.64,614.72
1991.93,614.72
1991.93,709.97
1992.24,709.97
1992.24,638.14
1992.53,638.14
1992.53,485.56
1992.85,485.56
1992.85,526.45
1993.16,526.45
1993.16,513.87
1993.46,513.87
1993.46,499.9
1993.77,499.9
1993.77,512.03
1994.06,512.03
1994.06,574.87
1994.38,574.87
1994.38,1135.93
1994.66,1135.93
1994.66,676.16
1994.97,676.16
1994.97,534.23
1995.27,534.23
1995.27,647.7
1995.57,647.7
1995.57,743.21
1995.86,743.21
1995.86,687.72
1996.15,687.72
1996.15,501.39
1996.43,501.39
1996.43,606.7
1996.7,606.7
1996.7,672
1997,672
1997,619.31
1997.26,619.31
1997.26,721
1997.54,721
1997.54,743.87
1997.85,743.87
1997.85,695
1998.15,695
1998.15,640.28
1998.44,640.28
1998.44,705.27
1998.74,705.27
1998.74,467.93
1999.04,467.93
1999.04,505.22
1999.31,505.22
1999.31,423.83
1999.61,423.83
1999.61,314.94
1999.93,314.94
1999.93,331.31
2000.22,331.31
2000.22,339.82
2000.55,339.82
2000.55,332
2000.88,332
2000.88,261.86
2001.16,261.86
2001.16,262.03
2001.51,262.03
2001.51,294.48
2001.82,294.48
2001.82,288.81
2002.13,288.81
2002.13,288.52
2002.42,288.52
2002.42,320.51
2002.77,320.51
2002.77,344.53
2003.09,344.53
2003.09,297.75
2003.37,297.75
2003.37,336.44
2003.69,336.44
2003.69,294.81
2004.01,294.81
2004.01,356.18
2004.34,356.18
2004.34,267.35
2004.65,267.35
2004.65,261.38
2004.94,261.38
2004.94,279.63
2005.21,279.63
2005.21,265.78
2005.48,265.78
2005.48,255.9
2005.79,255.9
2005.79,250.75
2006.07,250.75
2006.07,310.14
2006.36,310.14
2006.36,369
2006.64,369
2006.64,383.43
2006.92,383.43
2006.92,355.29
2007.2,355.29
2007.2,400.68
2007.51,400.68
2007.51,433.77
2007.77,433.77
2007.77,360.94
2008.1,360.94
2008.1,418.62
2008.39,418.62
2008.39,453.78
2008.66,453.78
2008.66,407
2008.91,407
2008.91,442.61
2009.22,442.61
2009.22,307.4
2009.52,307.4
2009.52,340.61
2009.85,340.61
2009.85,465.71
2010.2,465.71
2010.2,430.39
2010.51,430.39
2010.51,287.33
2010.81,287.33
2010.81,306.55
2011.14,306.55
2011.14,537.81
2011.45,537.81
2011.45,356.28
2011.74,356.28
2011.74,229.94
2012.1,229.94
2012.1,309.39
2012.43,309.39
2012.43,244.53
2012.75,244.53
2012.75,310.42
2013.06,310.42
2013.06,265.32
2013.37,265.32
2013.37,273.34
2013.66,273.34
2013.66,278.84
2013.97,278.84
2013.97,456.09
2014.29,456.09
2014.29,466.19
2014.56,466.19
2014.56,603.71
2014.84,603.71
2014.84,643.29
2015.12,643.29
2015.12,683.86
2015.4,683.86
2015.4,670.81
2015.67,670.81
2015.67,596.14
2015.96,596.14
2015.96,442.48
2016.23,442.48
2016.23,559.75
2016.51,559.75
2016.51,573.79
2016.8,573.79
2016.8,618.75
2017.12,618.75
2017.12,623.12
2017.44,623.12
2017.44,644.3
2017.71,644.3
2017.71,629
2018.01,629
2018.01,768.07
2018.3,768.07
2018.3,724.83
2018.59,724.83
2018.59,587.39
2018.87,587.39
2018.87,601.89
2019.14,601.89
2019.14,1088.93
2019.42,1088.93
2019.42,537.67
2019.69,537.67
2019.69,591.81
2019.96,591.81
2019.96,834.6
2020.26,834.6
2020.26,596.66
2020.55,596.66
2020.55,612.93
2020.82,612.93
2020.82,734.52
2021.13,734.52
2021.13,690.22
2021.4,690.22
2021.4,932.86
2021.68,932.86
2021.68,788.89
2021.95,788.89
2021.95,840.3
2022.22,840.3
2022.22,898.9
2022.51,898.9
2022.51,1038.07
2022.8,1038.07
2022.8,777.59
2023.07,777.59
2023.07,730.71
2023.35,730.71
2023.35,854.38
2023.64,854.38
2023.64,766.08
2023.9,766.08
2023.9,881.79
2024.18,881.79
2024.18,948.36
2024.43,948.36
2024.43,549.88
2024.68,549.88
2024.68,667.71
2024.96,667.71
2024.96,534.24
2025.25,534.24
2025.25,426.2
2025.5,426.2
2025.5,401.67
2025.77,401.67
2025.77,344.11
2026.05,344.11
2026.05,333.5
2026.35,333.5
2026.35,327.45
2026.66,327.45
2026.66,309.51
2027.01,309.51
2027.01,272.82
2027.34,272.82
2027.34,318.43
2027.62,318.43
2027.62,272
2027.91,272
2027.91,340
2028.24,340
2028.24,211.47
2028.58,211.47
2028.58,266.6
2028.93,266.6
2028.93,255.51
2029.28,255.51
2029.28,240.44
2029.64,240.44
2029.64,217.6
2030.04,217.6
2030.04,203.18
2030.38,203.18
2030.38,261.12
2030.71,261.12
2030.71,256.32
2031.05,256.32
2031.05,266.36
2031.38,266.36
2031.38,182.67
2031.71,182.67
2031.71,208.3
2032.04,208.3
2032.04,244.13
2032.35,244.13
2032.35,335.42
2032.66,335.42
2032.66,260.35
2032.97,260.35
2032.97,371.11
2033.25,371.11
2033.25,354.86
2033.6,354.86
2033.6,335.76
2033.94,335.76
2033.94,273.88
2034.28,273.88
2034.28,281
2034.58,281
2034.58,256.38
2034.84,256.38
2034.84,263.69
2035.1,263.69
2035.1,232.85
2035.37,232.85
2035.37,280.03
2035.69,280.03
2035.69,239.69
2035.95,239.69
2035.95,179.11
2036.23,179.11
2036.23,213
2036.52,213
2036.52,250.13
2036.82,250.13
2036.82,200
2037.12,200
2037.12,268
2037.4,268
2037.4,287
2037.7,287
2037.7,303.19
2037.97,303.19
2037.97,280.91
2038.29,280.91
2038.29,283.24
2038.62,283.24
2038.62,261.36
2038.9,261.36
2038.9,308.23
2039.21,308.23
2039.21,297.41
2039.5,297.41
2039.5,245.58
2039.81,245.58
2039.81,232.68
2040.12,232.68
2040.12,246.07
2040.42,246.07
2040.42,266.6
2040.72,266.6
2040.72,240.27
2041.05,240.27
2041.05,283.91
2041.38,283.91
2041.38,202.33
2041.68,202.33
2041.68,227.14
2041.96,227.14
2041.96,188.69
2042.25,188.69
2042.25,245.5
2042.55,245.5
2042.55,207.87
2042.87,207.87
2042.87,203.97
2043.18,203.97
2043.18,196.87
2043.5,196.87
2043.5,181.33
2043.8,181.33
2043.8,210.69
2044.06,210.69
2044.06,203.5
2044.34,203.5
2044.34,194.5
2044.62,194.5
2044.62,203
2044.92,203
2044.92,173.14
2045.2,173.14
2045.2,167.13
2045.52,167.13
2045.52,192.33
2045.85,192.33
2045.85,223.41
2046.14,223.41
2046.14,191
2046.45,191
2046.45,266.43
2046.73,266.43
2046.73,268.24
2047.02,268.24
2047.02,237
2047.32,237
2047.32,266.73
2047.62,266.73
2047.62,208.2
2047.92,208.2
2047.92,175
2048.23,175
2048.23,233.12
2048.49,233.12
2048.49,176.37
2048.76,176.37
2048.76,194.26
2049.07,194.26
2049.07,213.93
2049.37,213.93
2049.37,117.99
2049.79,117.99
2049.79,81
2050.27,81
2050.27,71.11
2050.74,71.11
2050.74,64.28
2051.33,64.28
2051.33,49.85
2051.9,49.85
2051.9,49.76
2052.51,49.76
2052.51,42.66
2053.14,42.66
2053.14,42.52
2053.67,42.52
2053.67,44.16
2054.21,44.16
2054.21,50.84
2054.76,50.84
2054.76,37.97
2055.4,37.97
2055.4,39.61
2056.05,39.61
2056.05,65.36
2056.68,65.36
2056.68,184.36
2057.12,184.36
2057.12,248
2057.4,248
2057.4,297
2057.66,297
2057.66,314.44
2057.98,314.44
2057.98,371.33
2058.25,371.33
2058.25,329.38
2058.54,329.38
2058.54,230.07
2058.82,230.07
2058.82,269.59
2059.11,269.59
2059.11,338
2059.37,338
2059.37,390.61
2059.7,390.61
2059.7,376.89
2059.97,376.89
2059.97,296.93
2060.25,296.93
2060.25,330.96
2060.53,330.96
2060.53,329.37
2060.8,329.37
2060.8,331
2061.08,331
2061.08,370.76
2061.33,370.76
2061.33,360.5
2061.59,360.5
2061.59,417
2061.83,417
2061.83,316.37
2062.1,316.37
2062.1,317.2
2062.35,317.2
2062.35,344.32
2062.63,344.32
2062.63,368.68
2062.88,368.68
2062.88,399.33
2063.15,399.33
2063.15,352.21
2063.44,352.21
2063.44,427.24
2063.69,427.24
2063.69,530.72
2063.98,530.72
2063.98,505.14
2064.26,505.14
2064.26,434
2064.52,434
2064.52,358.33
2064.82,358.33
2064.82,377.77
2065.08,377.77
2065.08,389.4
2065.38,389.4
2065.38,411.36
2065.63,411.36
2065.63,282.58
2065.94,282.58
2065.94,315.18
2066.27,315.18
2066.27,267.87
2066.57,267.87
2066.57,217.81
2066.84,217.81
2066.84,177.5
2067.16,177.5
2067.16,218.44
2067.52,218.44
2067.52,243.75
2067.84,243.75
2067.84,207
2068.16,207
2068.16,139.15
2068.55,139.15
2068.55,92
2068.99,92
2068.99,74.73
2069.46,74.73
2069.46,81.38
2069.96,81.38
2069.96,61.76
2070.49,61.76
2070.49,54
2071.07,54
2071.07,53.09
2071.55,53.09
2071.55,47.68
2072.15,47.68
2072.15,64.21
2072.69,64.21
2072.69,59.57
2073.25,59.57
2073.25,46.18
2073.89,46.18
2073.89,50.02
2074.48,50.02
2074.48,52.41
2075.11,52.41
2075.11,41.28
2075.66,41.28
2075.66,45.94
2076.13,45.94
2076.13,82.61
2076.53,82.61
2076.53,182.94
2076.84,182.94
2076.84,228.29
2077.12,228.29
2077.12,227.37
2077.39,227.37
2077.39,225.31
2077.65,225.31
2077.65,229.62
2077.94,229.62
2077.94,274.64
2078.22,274.64
2078.22,289.48
2078.51,289.48
2078.51,266.33
2078.78,266.33
2078.78,274.31
2079.04,274.31
2079.04,318.17
2079.27,318.17
2079.27,294
2079.53,294
2079.53,326.71
2079.77,326.71
2079.77,270.84
2080.02,270.84
2080.02,342.23
2080.28,342.23
2080.28,358.5
2080.52,358.5
2080.52,457.15
2080.78,457.15
2080.78,308.2
2081.03,308.2
2081.03,327.88
2081.27,327.88
2081.27,391.96
2081.51,391.96
2081.51,416.33
2081.78,416.33
2081.78,358.83
2082.01,358.83
2082.01,435.37
2082.28,435.37
2082.28,554
2082.53,554
2082.53,515.04
2082.8,515.04
2082.8,784.31
2083.06,784.31
2083.06,391.58
2083.3,391.58
2083.3,363
2083.53,363
2083.53,402.46
2083.79,402.46
2083.79,464.13
2084.02,464.13
2084.02,492.57
2084.23,492.57
2084.23,491.71
2084.44,491.71
2084.44,393
2084.68,393
2084.68,434.55
2084.9,434.55
2084.9,476.15
2085.16,476.15
2085.16,631.55
2085.45,631.55
2085.45,704.25
2085.69,704.25
2085.69,711.96
2085.94,711.96
2085.94,590.96
2086.17,590.96
2086.17,525.46
2086.41,525.46
2086.41,653.26
2086.64,653.26
2086.64,626
2086.85,626
2086.85,593.14
2087.06,593.14
2087.06,542.68
2087.31,542.68
2087.31,465.5
2087.55,465.5
2087.55,429.04
2087.79,429.04
2087.79,558.52
2088.02,558.52
2088.02,619.64
2088.24,619.64
2088.24,443.4
2088.49,443.4
2088.49,484.04
2088.75,484.04
2088.75,426.86
2088.97,426.86
2088.97,498.36
2089.19,498.36
2089.19,454.96
2089.43,454.96
2089.43,674.69
2089.69,674.69
2089.69,525.54
2089.95,525.54
2089.95,583.85
2090.22,583.85
2090.22,565.86
2090.43,565.86
2090.43,587.7
2090.66,587.7
2090.66,513.48
2090.89,513.48
2090.89,506.32
2091.14,506.32
2091.14,494.09
2091.37,494.09
2091.37,477.27
2091.59,477.27
2091.59,498.45
2091.81,498.45
2091.81,500.09
2092.03,500.09
2092.03,663.93
2092.3,663.93
2092.3,550.55
2092.52,550.55
2092.52,545.36
2092.74,545.36
2092.74,660.39
2092.97,660.39
2092.97,550.55
2093.19,550.55
2093.19,544.73
2093.41,544.73
2093.41,584.71
2093.62,584.71
2093.62,651.07
2093.89,651.07
2093.89,499.78
2094.12,499.78
2094.12,388.27
2094.34,388.27
2094.34,380.27
2094.56,380.27
2094.56,559.08
2094.82,559.08
2094.82,430.57
2095.03,430.57
2095.03,514.25
2095.23,514.25
2095.23,477.53
2095.42,477.53
2095.42,343.4
2095.62,343.4
2095.62,337.85
2095.88,337.85
2095.88,405.5
2096.12,405.5
2096.12,346.72
2096.41,346.72
2096.41,249.64
2096.63,249.64
2096.63,238.25
2096.91,238.25
2096.91,272.67
2097.18,272.67
2097.18,309.66
2097.47,309.66
2097.47,188.52
2097.74,188.52
2097.74,205.59
2098.03,205.59
2098.03,151.19
2098.3,151.19
2098.3,127.93
2098.59,127.93
2098.59,117.76
2098.93,117.76
2098.93,117.14
2099.29,117.14
2099.29,104.51
2099.66,104.51
2099.66,151.58
2099.97,151.58
2099.97,130.61
2100.28,130.61
2100.28,183.88
2100.6,183.88
2100.6,203
2100.9,203
2100.9,265.26
2101.21,265.26
2101.21,322.13
2101.51,322.13
2101.51,326.6
2101.81,326.6
2101.81,246.5
2102.09,246.5
2102.09,336.29
2102.33,336.29
2102.33,324.15
2102.6,324.15
2102.6,358.66
2102.89,358.66
2102.89,308.52
2103.14,308.52
2103.14,260.23
2103.4,260.23
2103.4,276.93
2103.67,276.93
2103.67,384.33
2103.97,384.33
2103.97,408.66
2104.26,408.66
2104.26,423
2104.53,423
2104.53,325.18
2104.81,325.18
2104.81,327.63
2105.11,327.63
2105.11,405.04
2105.39,405.04
2105.39,329.27
2105.65,329.27
2105.65,367.63
2105.89,367.63
2105.89,336.61
2106.12,336.61
2106.12,315.71
2106.4,315.71
2106.4,327.03
2106.71,327.03
2106.71,357.39
2106.99,357.39
2106.99,328.08
2107.25,328.08
2107.25,272.85
2107.51,272.85
2107.51,409
2107.78,409
2107.78,334.39
2108.01,334.39
2108.01,407.59
2108.28,407.59
2108.28,289.46
2108.54,289.46
2108.54,321.29
2108.82,321.29
2108.82,285
2109.08,285
2109.08,343
2109.32,343
2109.32,367.08
2109.58,367.08
2109.58,376
2109.84,376
2109.84,364.33
2110.08,364.33
2110.08,383.85
2110.34,383.85
2110.34,275.54
2110.6,275.54
2110.6,335.4
2110.85,335.4
2110.85,350.6
2111.15,350.6
2111.15,329.37
2111.42,329.37
2111.42,333.93
2111.69,333.93
2111.69,273.93
2111.97,273.93
2111.97,308.07
2112.24,308.07
2112.24,333.54
2112.5,333.54
2112.5,269.48
2112.81,269.48
2112.81,274.25
2113.09,274.25
2113.09,281.44
2113.36,281.44
2113.36,228.57
2113.64,228.57
2113.64,226.43
2113.92,226.43
2113.92,177.22
2114.19,177.22
2114.19,196.65
2114.45,196.65
