Mean Depth ,Gravity/solubility corrected,mean total air,ice age,gas age,,Ca2+,CH4xs corrected,Bottom Depth,Mean Depth 
1911.05,391.9618968,0.09401163,19771.61042,18940.20398,,121.4254545,387.796594,1911.1,1149.448297
1911.05,387.9116965,0.093772637,19771.61042,18940.20398,,121.4254545,383.7357778,1911.1,1147.417889
1913.27,391.3874515,0.095616059,19872.03413,19038.05931,,156.47,386.1100678,1913.32,1149.715034
1913.27,404.5703261,0.095351836,19872.03413,19038.05931,,156.47,399.2783186,1913.32,1156.299159
1915.45,392.2061854,0.094933103,19970.6484,19134.15148,,180.35,386.0796224,1915.5,1150.789811
1915.45,388.8821573,0.095476705,19970.6484,19134.15148,,180.35,382.7904763,1915.5,1149.145238
1917.2,390.6920947,0.097178852,20049.81123,19211.28969,,226.58,383.1729536,1917.25,1150.211477
1917.2,392.7275086,0.09779623,20049.81123,19211.28969,,226.58,385.2558351,1917.25,1151.252918
1919.15,390.6998415,0.094051935,20138.02124,19297.2437,,237.74,382.5480521,1919.2,1150.874026
1919.15,391.262815,0.094942194,20138.02124,19297.2437,,237.74,383.1874637,1919.2,1151.193732
1921.225,393.5451071,0.095113938,20231.88574,19388.70758,,214.7863636,386.2625991,1921.275,1153.7688
1921.225,398.1199817,0.095360231,20231.88574,19388.70758,,214.7863636,390.8562826,1921.275,1156.065641
1923.2,398.1629073,0.094694637,20321.22665,19475.76356,,143.18,393.2867759,1923.25,1158.268388
1925.2,389.9361537,0.095491407,20411.69846,19563.92151,,130.87,385.516439,1925.25,1155.383219
1925.4,392.3778794,0.08841124,20420.74564,19572.73731,,130.87,387.6042242,1925.45,1156.527112
1925.4,391.9452176,0.096012748,20420.74564,19572.73731,,130.87,387.5495015,1925.45,1156.499751
1927.35,390.0667901,0.095000716,20508.95565,19658.69132,,203.9272727,383.144228,1927.4,1155.272114
1927.35,387.6056932,0.09443484,20508.95565,19658.69132,,203.9272727,380.6416494,1927.4,1154.020825
1928.95,390.7007346,0.094736378,20581.3331,19729.21768,,187.5572727,384.3161072,1929,1156.658054
1928.95,383.5098719,0.094474174,20581.3331,19729.21768,,187.5572727,377.1075245,1929,1153.053762
1932.73,382.7428142,0.098058931,20752.32482,19895.83621,,150.02,377.8090268,1932.78,1155.294513
1932.73,383.7314968,0.098167241,20752.32482,19895.83621,,150.02,378.803153,1932.78,1155.791576
1934.05,389.5727512,0.097501282,20812.03621,19954.02046,,151.43,384.5641089,1934.1,1159.332054
1934.05,385.3036519,0.097071212,20812.03621,19954.02046,,151.43,380.2728189,1934.1,1157.186409
1936.34,389.5516554,0.095352636,20915.62643,20054.96132,,188.19,383.1868919,1936.39,1159.788446
1936.34,391.0847544,0.094937799,20915.62643,20054.96132,,188.19,384.6921797,1936.39,1160.54109
1938.75,380.0670853,0.095955147,21024.85758,20161.50864,,242.08,371.9311205,1938.8,1155.36556
1938.75,384.1534852,0.096780356,21024.85758,20161.50864,,242.08,376.0868926,1938.8,1157.443446
1940.85,387.3670998,0.096428757,21133.0177,20273.70103,,144.0427273,382.5498053,1940.9,1161.724903
1940.85,396.9447057,0.096045772,21133.0177,20273.70103,,144.0427273,392.1082021,1940.9,1166.504101
1942.85,388.7448921,0.096480131,21236.21181,20380.82595,,175.53,382.8776785,1942.9,1162.888839
1942.85,394.4766762,0.096371846,21236.21181,20380.82595,,175.53,388.6028701,1942.9,1165.751435
1945.415,389.1450379,0.096453028,21368.55825,20518.21366,,207.9,382.1938816,1945.465,1163.829441
1945.415,392.8091534,0.095579723,21368.55825,20518.21366,,207.9,385.7944849,1945.465,1165.629742
1946.65,385.77366,0.096562833,21432.28715,20584.02643,,264.86,376.9281107,1946.7,1161.814055
1946.65,380.5313887,0.097181355,21432.28715,20584.02643,,264.86,371.7421379,1946.7,1159.221069
1949.45,386.8827887,0.096666075,21577.23979,20709.20742,,216.3463636,379.6651698,1949.5,1164.582585
1949.45,382.9036081,0.096239441,21577.23979,20709.20742,,216.3463636,375.6539932,1949.5,1162.576997
1951.6,390.8746557,0.094812456,21688.5452,20805.20052,,215.3563636,383.5496032,1951.65,1167.599802
1951.6,392.3786034,0.095375906,21688.5452,20805.20052,,215.3563636,385.0968249,1951.65,1168.373412
1953.05,395.0132522,0.097044859,21763.61163,20869.94005,,293.23,385.2688703,1953.1,1169.184435
1953.05,396.1132118,0.096823121,21763.61163,20869.94005,,293.23,386.346514,1953.1,1169.723257
1954.35,385.8900954,0.095844351,21830.91257,20927.98239,,264.7,376.9836204,1954.4,1165.69181
1954.35,391.6038416,0.095745135,21830.91257,20927.98239,,264.7,382.6881373,1954.4,1168.544069
1962.95,391.4750356,0.097193389,22276.13419,21311.95478,,187.84,385.242428,1963,1174.121214
1962.95,382.0295737,0.098708554,22276.13419,21311.95478,,187.84,375.8926359,1963,1169.446318
1964.75,385.341572,0.096766872,22369.32011,21392.3211,,174.05,379.5410677,1964.8,1172.170534
1966.65,391.9091148,0.096482662,22467.68303,21477.15221,,289.32,382.2386442,1966.7,1174.469322
1966.65,389.0560937,0.096294007,22467.68303,21477.15221,,289.32,379.3666772,1966.7,1173.033339
1968.75,376.8062436,0.095578773,22576.39993,21570.91291,,148.63,371.79133,1968.8,1170.295665
1968.75,379.8175434,0.09632675,22576.39993,21570.91291,,148.63,374.8415706,1968.8,1171.820785
1970.85,383.0807876,0.094892748,22685.11684,21664.67361,,197.65,376.3636812,1970.9,1173.631841
1970.85,373.3276314,0.095970116,22685.11684,21664.67361,,197.65,366.6859319,1970.9,1168.792966
1972.75,377.0464876,0.097140975,22783.47976,21749.50472,,174,371.2699817,1972.8,1172.034991
1972.75,372.676099,0.096958275,22783.47976,21749.50472,,174,366.8887084,1972.8,1169.844354
1974.95,370.0735554,0.097356929,22897.14452,21847.58195,,211.88,363.0551003,1975,1169.02755
1974.95,376.8203829,0.097541466,22897.14452,21847.58195,,211.88,369.8152059,1975,1172.407603
1976.85,373.3528335,0.098120274,22985.37783,21925.85853,,81.22,370.6833781,1976.9,1173.791689
1976.85,368.0790412,0.097839496,22985.37783,21925.85853,,81.22,365.4019251,1976.9,1171.150963
1979.25,379.3673076,0.095677574,23096.61811,22024.59683,,169.14,373.6662609,1979.3,1176.48313
1979.35,379.1118738,0.096946467,23101.25313,22028.71093,,169.14,373.4854458,1979.4,1176.442723
1981.295,380.7973548,0.09620973,23191.40411,22108.73009,,180.59,374.7440418,1981.345,1178.044521
1981.295,378.8179926,0.096625037,23191.40411,22108.73009,,180.59,372.7906975,1981.345,1177.067849
1983.05,385.1473723,0.09622771,23272.74856,22180.93247,,152.6445455,380.0317371,1983.1,1181.565869
1983.05,385.7606412,0.096334972,23272.74856,22180.93247,,152.6445455,380.6507018,1983.1,1181.875351
1985.48,382.7823463,0.098172191,23385.37935,22280.905,,74.2,380.3449068,1985.53,1182.937453
1985.48,384.3232783,0.098182293,23385.37935,22280.905,,74.2,381.8860896,1985.53,1183.708045
1986.95,391.3816309,0.095005079,23453.51402,22341.38221,,209.27,384.2780295,1987,1185.639015
1986.95,393.8953113,0.095986183,23453.51402,22341.38221,,209.27,386.864318,1987,1186.932159
1988.95,407.9743292,0.096516432,23546.3811,22424.09789,,603.33,387.8151851,1989,1188.407593
1988.95,399.4851571,0.095168646,23546.3811,22424.09789,,603.33,379.0405176,1989,1184.020259
1990.05,407.3776984,0.0964,23605.51564,22490.54111,,834.3372727,379.465883,1990.1,1184.782942
1990.05,408.5201305,0.07947,23605.51564,22490.54111,,834.3372727,374.6638722,1990.1,1182.381936
1991.055,419.3269052,0.09614,23659.83625,22552.00819,,641.5483333,397.8070478,1991.11,1194.458524
1991.055,416.6517639,0.09706,23659.83625,22552.00819,,641.5483333,395.3365143,1991.11,1193.223257
1992.55,401.923492,0.09632,23740.6411,22643.33891,,554.9145455,383.3441248,1992.6,1187.972062
1992.55,402.1832012,0.09622,23740.6411,22643.33891,,554.9145455,383.5841245,1992.6,1188.092062
1993.95,406.4168937,0.09669,23816.2727,22719.37519,,512.03,389.3389942,1994,1191.669497
1993.95,409.5530735,0.09743,23816.2727,22719.37519,,512.03,392.6045389,1994,1193.302269
1994.95,416.9868951,0.09476,23870.38573,22773.13265,,624.5490909,395.7328404,1995,1195.36642
1994.95,417.0548368,0.09569,23870.38573,22773.13265,,624.5490909,396.0057286,1995,1195.502864
1995.75,420.2776749,0.09553,23916.33825,22805.08517,,743.21,395.1892391,1995.8,1195.49462
1995.75,421.8978936,0.09534,23916.33825,22805.08517,,743.21,396.759655,1995.8,1196.279827
1996.95,411.938487,0.09423,23985.43328,22853.9523,,662.42,389.2682446,1997,1193.134122
1996.95,412.8620619,0.09402,23985.43328,22853.9523,,662.42,390.1406931,1997,1193.570347
1997.9,415.9548474,0.09431,24041.95116,22921.262,,706.6357143,391.7908341,1998,1194.895417
1997.95,415.9635839,0.09361,24044.92901,22924.85549,,695,392.0199549,1998,1195.009977
1998.95,412.834991,0.09376,24104.48613,22996.72532,,467.93,396.7397483,1999,1197.869874
1998.95,414.3209736,0.09361,24104.48613,22996.72532,,467.93,398.2007348,1999,1198.600367
1999.925,412.7083643,0.09319,24162.55431,23066.7984,,324.148125,401.4908486,2000,1200.745424
2000.85,401.9263906,0.09388,24217.64464,23133.27799,,300.1181818,391.6166584,2000.9,1196.258329
2000.85,404.8006801,0.0945,24217.64464,23133.27799,,300.1181818,394.5592402,2000.9,1197.72962
2001.375,403.5780118,0.09414,24248.91213,23171.00965,,262.03,394.6019783,2001.45,1198.025989
2001.825,411.7335464,0.09263,24275.71283,23203.35107,,291.645,401.5801454,2001.9,1201.740073
2002.45,414.4718961,0.09207,24312.93603,23248.26971,,303.0609091,403.8564346,2002.5,1203.178217
2002.45,413.2815143,0.09281,24312.93603,23248.26971,,303.0609091,402.7510723,2002.5,1202.625536
2002.75,425.6853893,0.09439,24330.92581,23269.5262,,331.4281818,414.3615676,2002.8,1208.580784
2002.75,424.6413658,0.09455,24330.92581,23269.5262,,331.4281818,413.3372509,2002.8,1208.068625
2003.5125,419.2385985,0.09515,24379.78134,23315.77986,,336.44,407.8356054,2003.55,1205.692803
2003.9625,422.0127321,0.09705,24408.65926,23342.96504,,294.81,412.216477,2004,1208.108239
2004.4375,416.9453727,0.09637,24439.1415,23371.66051,,267.35,407.9991489,2004.475,1206.237074
2004.9,412.7744872,0.09619,24468.82158,23399.60084,,263.66125,403.9344736,2004.935,1204.434737
2005.45,410.9547685,0.09448,24504.11681,23432.82717,,265.78,401.8823551,2005.5,1203.691178
2005.45,404.3979164,0.09551,24504.11681,23432.82717,,265.78,395.4235698,2005.5,1200.461785
2005.95,404.8375074,0.09788,24536.20338,23463.03293,,250.75,396.5761744,2006,1201.288087
2005.95,402.5259662,0.09741,24536.20338,23463.03293,,250.75,394.2243551,2006,1200.112178
2006.4375,408.6450793,0.09556,24567.48779,23492.48355,,369,396.1922184,2006.475,1201.333609
2006.9625,404.4066977,0.09765,24601.17869,23524.19959,,355.29,392.673624,2007,1199.836812
2007.75,410.1937962,0.0952,24651.71504,23571.77366,,433.77,395.4991259,2007.8,1201.649563
2007.75,408.0781706,0.0956,24651.71504,23571.77366,,433.77,393.4461414,2007.8,1200.623071
2008.5125,410.2094518,0.0981,24700.64707,23617.83744,,453.78,395.2918663,2008.55,1201.920933
2008.9625,413.1842333,0.09648,24729.52498,23645.02262,,433.7075,398.6865979,2009,1203.843299
2009.45,412.2393648,0.1003,24760.80939,23674.47324,,307.4,402.3559674,2009.5,1205.927984
2009.45,409.7882362,0.09987,24760.80939,23674.47324,,307.4,399.8615894,2009.5,1204.680795
2009.95,411.3863079,0.09703,24792.89596,23704.679,,465.71,395.9083709,2010,1202.954185
2009.95,414.2878501,0.09746,24792.89596,23704.679,,465.71,398.8771401,2010,1204.43857
2010.4625,405.4272238,0.09671,24825.7847,23735.6399,,430.39,391.0759237,2010.5,1200.787962
2010.8875,408.3063876,0.09948,24853.05829,23761.31479,,306.55,398.3687856,2010.925,1204.646893
2011.35,414.1221586,0.09719,24882.73837,23789.25512,,537.81,396.2766551,2011.4,1203.838328
2011.95,407.7650211,0.09987,24921.24225,23825.50203,,229.94,400.3402379,2012,1206.170119
2012.45,411.9843736,0.09777,24953.32883,23855.70779,,262.2190909,403.3349938,2012.5,1207.917497
2012.45,412.5925988,0.09814,24953.32883,23855.70779,,262.2190909,403.9760431,2012.5,1208.238022
2012.95,416.050269,0.0961,24985.4154,23885.91355,,310.42,405.6326952,2013,1209.316348
2012.95,409.7432275,0.05856,24985.4154,23885.91355,,310.42,392.6483829,2013,1202.824191
2013.45,407.4113525,0.09664,25017.50197,23916.11931,,273.34,398.2903558,2013.5,1205.895178
2013.45,415.9936562,0.09715,25017.50197,23916.11931,,273.34,406.9205057,2013.5,1210.210253
2013.95,404.2936423,0.09772,25049.58854,23946.32506,,327.1809091,393.4959865,2014,1203.747993
2013.95,405.1209198,0.0987,25049.58854,23946.32506,,327.1809091,394.4306142,2014,1204.215307
2014.45,403.3751222,0.0963,25081.67512,23976.53082,,466.19,387.7630011,2014.5,1201.131501
2014.45,404.1403929,0.09703,25081.67512,23976.53082,,466.19,388.6461105,2014.5,1201.573055
2014.95,400.8993877,0.09589,25115.40131,24009.0211,,643.29,379.2646765,2015,1197.132338
2014.95,399.9698757,0.09717,25115.40131,24009.0211,,643.29,378.6208523,2015,1196.810426
2015.45,388.9736494,0.09614,25150.41578,24043.30636,,670.81,366.472231,2015.5,1190.986116
2015.45,391.3828223,0.06992,25150.41578,24043.30636,,670.81,360.4412183,2015.5,1187.970609
2015.95,396.0262235,0.07984,25185.43025,24077.59162,,526.2945455,374.767628,2016,1195.383814
2015.95,387.8691641,0.09643,25185.43025,24077.59162,,526.2945455,370.2678588,2016,1193.133929
2016.2875,380.0483093,0.09788,25209.06502,24100.73417,,559.75,361.6051899,2016.325,1188.965095
2016.9625,382.8943441,0.09694,25256.33456,24147.01928,,618.75,362.3098516,2017,1189.654926
2017.5125,378.9868288,0.09664,25294.85048,24184.73306,,644.3,357.486532,2017.55,1187.518266
2017.8875,384.9597109,0.09728,25321.11133,24210.44701,,629,364.1083808,2017.925,1191.01669
2018.55,391.9018644,0.09665,25367.5055,24255.87498,,699.8409091,368.550515,2018.6,1193.575257
2018.55,394.7096298,0.09783,25367.5055,24255.87498,,699.8409091,371.6389665,2018.6,1195.119483
2018.95,379.6381435,0.096,25395.51708,24283.30319,,601.89,359.4187341,2019,1189.209367
2019.4625,384.8760178,0.08324,25431.40691,24318.44558,,537.67,364.0458173,2019.5,1191.772909
2019.9625,390.3349969,0.09606,25466.42138,24352.73084,,652.5075,368.4301853,2020,1194.215093
2020.45,395.177386,0.09688,25500.56049,24386.15897,,596.66,375.316805,2020.5,1197.908402
2020.45,391.0510817,0.09854,25500.56049,24386.15897,,596.66,371.5233567,2020.5,1196.011678
2020.95,390.3875384,0.09561,25535.57496,24420.44423,,734.52,365.6110061,2021,1193.305503
2020.95,396.3839967,0.09558,25535.57496,24420.44423,,734.52,371.600826,2021,1196.300413
2021.9625,400.4692078,0.09492,25606.47927,24489.87188,,821.02125,372.5755605,2022,1197.28778
2022.45,398.5941738,0.09471,25640.61838,24523.30001,,898.9,367.9866568,2022.5,1195.243328
2022.45,403.2897797,0.09598,25640.61838,24523.30001,,898.9,373.0875465,2022.5,1197.793773
2022.9625,397.9137148,0.09621,25676.50821,24558.4424,,777.59,371.8487443,2023,1197.424372
2023.45,396.097503,0.09546,25710.64732,24591.87053,,854.38,367.2351489,2023.5,1195.367574
2023.45,395.2767132,0.09484,25710.64732,24591.87053,,854.38,366.2240136,2023.5,1194.862007
2023.95,392.7179532,0.09624,25745.66179,24626.15579,,860.7518182,363.8751628,2024,1193.937581
2023.95,392.4220712,0.09617,25745.66179,24626.15579,,860.7518182,363.5593302,2024,1193.779665
2024.45,388.8331387,0.0946,25780.57676,24660.1998,,694.7818182,365.1487053,2024.5,1194.824353
2024.45,387.4087109,0.09484,25780.57676,24660.1998,,694.7818182,363.7822821,2024.5,1194.141141
2024.8225,389.6630908,0.09566,25804.5558,24680.63446,,667.71,367.1539302,2024.875,1196.014465
2024.823,390.5268027,0.09623,25804.58785,24680.66156,,667.71,368.1493775,2024.876,1196.512689
2025.45,385.5027709,0.09617,25844.7824,24714.65154,,426.2,371.210733,2025.5,1198.355367
2025.45,384.0315513,0.09558,25844.7824,24714.65154,,426.2,369.651623,2025.5,1197.575812
2025.95,387.9149489,0.09511,25876.83547,24741.75678,,344.11,376.2470539,2026,1201.123527
2025.95,384.6214049,0.09538,25876.83547,24741.75678,,344.11,372.9864164,2026,1199.493208
2026.5125,388.4558885,0.09665,25912.89518,24772.25017,,327.45,377.5296445,2026.55,1202.039822
2026.9625,390.8917504,0.11619,25941.74294,24796.64489,,309.51,382.3014419,2027,1204.650721
2027.45,381.9316875,0.09629,25972.99469,24823.0725,,318.43,371.2665481,2027.5,1199.383274
2027.45,387.2410246,0.09541,25972.99469,24823.0725,,318.43,376.4776755,2027.5,1201.988838
2027.85,385.117103,0.09696,25998.63714,24844.7567,,272,376.0704235,2027.9,1201.985212
2027.85,384.047994,0.09776,25998.63714,24844.7567,,272,375.0749945,2027.9,1201.487497
2028.45,385.1382531,0.09512,26037.10083,24877.28299,,211.47,377.9685087,2028.5,1203.234254
2028.45,386.60638,0.09477,26037.10083,24877.28299,,211.47,379.410435,2028.5,1203.955218
2028.95,393.4388077,0.0949,26069.1539,24904.38823,,258.5345455,384.6527909,2029,1206.826395
2028.95,390.4854116,0.09526,26069.1539,24904.38823,,258.5345455,381.7334477,2029,1205.366724
2029.45,396.3602632,0.09618,26101.20697,24931.49347,,240.44,388.297905,2029.5,1208.898953
2029.45,387.1328604,0.09472,26101.20697,24931.49347,,240.44,378.9467777,2029.5,1204.223389
2029.95,388.475171,0.09644,26133.26004,24958.59871,,217.6,381.1990605,2030,1205.59953
2029.95,382.588689,0.09692,26133.26004,24958.59871,,217.6,375.3479631,2030,1202.673982
2030.55,391.9031288,0.09492,26171.72373,24991.125,,261.12,383.0317159,2030.6,1206.815858
2030.55,392.8369747,0.09467,26171.72373,24991.125,,261.12,383.9415034,2030.6,1207.270752
2030.95,391.4645682,0.09686,26197.36618,25012.80919,,256.32,382.9301645,2031,1206.965082
2031.45,388.0173537,0.09409,26229.41925,25039.91443,,182.67,381.7564188,2031.5,1206.628209
2031.45,385.7786099,0.09387,26229.41925,25039.91443,,182.67,379.5030389,2031.5,1205.501519
2031.95,391.3286815,0.09685,26261.47232,25067.01968,,208.3,384.3926232,2032,1208.196312
2031.95,384.5403716,0.09586,26261.47232,25067.01968,,208.3,377.5328294,2032,1204.766415
2032.45,380.3809874,0.09711,26293.52539,25094.12492,,335.42,369.2426137,2032.5,1200.871307
2032.45,382.8994657,0.0969,26293.52539,25094.12492,,335.42,371.7366731,2032.5,1202.118337
2032.95,377.4458856,0.09655,26325.57847,25121.23016,,310.6954545,367.0681298,2033,1200.034065
2032.95,375.5393984,0.09556,26325.57847,25121.23016,,310.6954545,365.0537385,2033,1199.026869
2033.45,376.1234971,0.09526,26357.84854,25148.78738,,354.86,364.1104095,2033.5,1198.805205
2033.45,377.0307769,0.09538,26357.84854,25148.78738,,354.86,365.0331032,2033.5,1199.266552
2033.85,380.9583399,0.09603,26387.02679,25177.83617,,335.76,369.6826122,2033.9,1201.791306
2033.85,376.3892019,0.09629,26387.02679,25177.83617,,335.76,365.1435504,2033.9,1199.521775
2034.45,388.1745528,0.09581,26430.85162,25221.52899,,281,378.716582,2034.5,1206.608291
2034.95,383.3909561,0.09415,26467.37231,25257.93968,,263.69,374.3587977,2035,1204.679399
2034.95,382.6359131,0.09443,26467.37231,25257.93968,,263.69,373.6306259,2035,1204.315313
2035.45,383.8143267,0.09692,26503.893,25294.35036,,280.03,374.4963672,2035.5,1204.998184
2035.45,382.1216693,0.0961,26503.893,25294.35036,,280.03,372.7248899,2035.5,1204.112445
2035.45,382.2701601,0.0953,26503.893,25294.35036,,280.03,372.7944244,2035.5,1204.147212
2035.95,388.0407469,0.09538,26540.41369,25330.76105,,217.6609091,380.6811159,2036,1208.340558
2035.95,382.584931,0.09528,26540.41369,25330.76105,,217.6609091,375.2175703,2036,1205.608785
2036.45,382.2043265,0.09736,26576.93438,25367.17174,,213,375.1488423,2036.5,1205.824421
2036.45,378.9523204,0.09619,26576.93438,25367.17174,,213,371.8111724,2036.5,1204.155586
2036.845,380.2510841,0.0967,26605.78572,25395.93618,,213.6718182,373.1249889,2036.895,1205.009994
2036.845,380.740851,0.09684,26605.78572,25395.93618,,213.6718182,373.6252608,2036.895,1205.26013
2037.45,390.259619,0.09579,26649.97576,25439.99311,,285.2727273,380.655679,2037.5,1209.077839
2037.95,387.7260898,0.09592,26686.49645,25476.4038,,301.1645455,377.6007655,2038,1207.800383
2037.95,385.2097655,0.09504,26686.49645,25476.4038,,301.1645455,374.9903687,2038,1206.495184
2038.45,380.2196419,0.0959,26723.01714,25512.81448,,283.24,370.6952905,2038.5,1204.597645
2038.45,377.5341857,0.09494,26723.01714,25512.81448,,283.24,367.9127027,2038.5,1203.206351
2038.95,383.0136758,0.09553,26759.53783,25549.22517,,299.7081818,372.8958217,2039,1205.947911
2038.95,374.5902079,0.09592,26759.53783,25549.22517,,299.7081818,364.5136162,2039,1201.756808
2039.4,370.6854323,0.09512,26792.13434,25582.06757,,297.41,360.6018908,2039.45,1200.025945
2039.4,367.646459,0.09483,26792.13434,25582.06757,,297.41,357.5320564,2039.45,1198.491028
2039.85,373.0577657,0.09465,26821.32944,25615.8198,,235.0254545,365.0495613,2039.9,1202.474781
2039.85,373.2864678,0.09516,26821.32944,25615.8198,,235.0254545,365.3213052,2039.9,1202.610653
2040.45,380.2281031,0.09614,26859.89342,25660.91981,,262.8672727,371.4108249,2040.5,1205.955412
2040.45,375.5862571,0.09681,26859.89342,25660.91981,,262.8672727,366.8300053,2040.5,1203.665003
2040.95,376.0548723,0.0958,26892.03008,25698.50315,,240.27,367.9662439,2041,1204.483122
2040.95,369.3263887,0.09637,26892.03008,25698.50315,,240.27,361.2864065,2041,1201.143203
2041.2475,369.626113,0.09523,26911.15139,25720.86524,,283.91,360.0113665,2041.285,1200.648183
2041.7875,368.9368273,0.09739,26945.85897,25761.45525,,227.14,361.4150717,2041.825,1201.620036
2042.4375,374.6764012,0.09705,26987.63662,25810.3136,,245.5,366.5187106,2042.475,1204.496855
2042.8775,377.9270659,0.09847,27015.91688,25843.38694,,205.4325,371.1988671,2042.915,1207.056934
2043.45,387.2887756,0.09456,27052.71335,25886.41987,,195.4572727,380.623126,2043.5,1212.061563
2043.45,376.226072,0.09516,27052.71335,25886.41987,,195.4572727,369.6023393,2043.5,1206.55117
2043.9675,386.605511,0.0965,27085.97478,25925.31863,,210.69,379.5643617,2044.035,1211.799681
2043.9675,370.9828753,0.09609,27085.97478,25925.31863,,210.69,363.911676,2044.035,1203.973338
2044.7875,374.6165166,0.09631,27138.6789,25986.95532,,203,367.8188882,2044.825,1206.321944
2045.4375,374.0417557,0.09768,27180.45655,26035.81367,,167.13,368.5240449,2045.475,1206.999522
2045.8875,380.3731019,0.09671,27209.37954,26069.63867,,223.41,372.9233706,2045.925,1209.424185
2046.45,378.4962504,0.09518,27245.53327,26111.91994,,239.0009091,370.3979924,2046.5,1208.448996
2046.45,377.3935703,0.0941,27245.53327,26111.91994,,239.0009091,369.2031126,2046.5,1207.851556
2046.95,387.4718553,0.09709,27277.66993,26149.50328,,268.24,378.5619598,2047,1212.78098
2046.95,385.2300354,0.09682,27277.66993,26149.50328,,268.24,376.2949963,2047,1211.647498
2047.4375,380.8594584,0.09771,27309.00317,26186.14704,,266.73,372.0560983,2047.475,1209.765549
2047.8875,377.6217407,0.09566,27337.92615,26219.97205,,208.2,370.6031926,2047.925,1209.264096
2048.85,380.6331179,0.09662,27399.78921,26292.31999,,194.26,374.1492235,2048.9,1211.524612
2048.85,381.7885033,0.09585,27399.78921,26292.31999,,194.26,375.2525571,2048.9,1212.076279
2049.45,375.8254552,0.09688,27438.3532,26337.42,,144.1554545,371.0267542,2049.5,1210.263377
2049.45,370.1273269,0.0953,27438.3532,26337.42,,144.1554545,365.2489972,2049.5,1207.374499
2049.95,369.660836,0.09863,27470.48985,26375.00334,,81,367.0123735,2050,1208.506187
2049.95,368.4999394,0.09898,27470.48985,26375.00334,,81,365.8608911,2050,1207.930446
2052.45,378.7884665,0.098224468,27631.17312,26562.92006,,49.76,377.1547409,2052.5,1214.82737
2052.45,379.1543521,0.098725748,27631.17312,26562.92006,,49.76,377.5289217,2052.5,1215.014461
2052.95,376.4502623,0.098189799,27663.30978,26600.50341,,42.66,375.0491501,2053,1214.024575
2052.95,382.010232,0.098073731,27663.30978,26600.50341,,42.66,380.6074616,2053,1216.803731
2053.435,378.4003884,0.097815173,27694.48233,26636.95925,,42.52,376.9985258,2053.47,1215.234263
2054.45,384.5513155,0.097694827,27759.71974,26713.25344,,50.84,382.873082,2054.5,1218.686541
2054.45,385.4411015,0.097425035,27759.71974,26713.25344,,50.84,383.7582206,2054.5,1219.12911
2054.9,387.9808319,0.097528608,27788.64273,26747.07845,,37.97,386.7253021,2054.95,1220.837651
2054.9,387.1735716,0.097842687,27788.64273,26747.07845,,37.97,385.9220722,2054.95,1220.436036
2055.435,392.0313671,0.098796868,27823.02895,26787.29263,,39.405,390.7451136,2055.47,1223.107557
2056.35,391.1117736,0.098233042,27881.83903,26856.07015,,65.36,388.9660544,2056.4,1222.683027
2056.35,396.7404068,0.098985283,27881.83903,26856.07015,,65.36,394.6109941,2056.4,1225.505497
2056.75,391.6968749,0.096657481,27907.54835,26886.13682,,184.36,385.5458192,2056.8,1221.17291
2056.75,387.2949609,0.096543483,27907.54835,26886.13682,,184.36,381.1366422,2056.8,1218.968321
2058.45,407.6225392,0.097383713,28016.81298,27013.92019,,329.38,396.7149361,2058.5,1227.607468
2058.45,402.451051,0.097223474,28016.81298,27013.92019,,329.38,391.5254705,2058.5,1225.012735
2058.95,407.3233495,0.099039067,28048.94963,27051.50354,,269.59,398.5449435,2059,1228.772472
2058.95,404.3474269,0.098638431,28048.94963,27051.50354,,269.59,395.5333659,2059,1227.266683
2059.435,404.3207049,0.099911215,28080.12219,27087.95938,,384.03375,391.9249328,2059.47,1225.697466
2059.965,401.7510979,0.099646415,28114.18704,27127.79772,,346.905,390.5240051,2060,1225.262003
2060.97,406.0235536,0.098483023,28178.78171,27203.34025,,331,395.1846575,2061,1228.092329
2061.45,402.1575353,0.097484922,28209.6329,27239.42026,,360.5,390.2317701,2061.5,1225.865885
2061.45,399.4789987,0.099183624,28209.6329,27239.42026,,360.5,387.7574843,2061.5,1224.628742
2061.95,408.2685984,0.097059526,28241.76956,27277.0036,,316.37,397.7568355,2062,1229.878418
2061.95,405.3595916,0.097634056,28241.76956,27277.0036,,316.37,394.9096854,2062,1228.454843
2062.45,407.2247395,0.095276243,28273.90621,27314.58694,,344.32,395.5701749,2062.5,1229.035087
2062.45,405.8831585,0.095336645,28273.90621,27314.58694,,344.32,394.2359778,2062.5,1228.367989
2062.95,418.7923449,0.094391525,28306.04286,27352.17029,,399.33,405.1491097,2063,1234.074555
2062.95,408.9801189,0.09435494,28306.04286,27352.17029,,399.33,395.3315937,2063,1229.165797
2063.45,412.2489073,0.093794961,28338.17952,27389.75363,,406.7772727,398.2628404,2063.5,1230.88142
2063.45,411.9174808,0.094023926,28338.17952,27389.75363,,406.7772727,397.9654724,2063.5,1230.732736
2063.85,419.3395035,0.094096215,28366.22121,27411.51041,,530.72,401.1503818,2063.9,1232.525191
2063.85,418.8801237,0.092963228,28366.22121,27411.51041,,530.72,400.4693226,2063.9,1232.184661
2064.4,421.9126936,0.092221208,28407.14894,27432.98059,,434,406.7359935,2064.45,1235.592997
