num.,Location,(degree),(ka),(m),type,num.
906,Natal,-28.47,32.4,9.068,-18,2
907,Natal,-28.47,32.4,9.219,-18,2
908,Natal,-28.47,32.4,9.373,-29,3
909,Natal,-28.47,32.4,9.849,-28,3
910,Natal,-28.47,32.4,9.979,-28,3
911,Natal,-28.47,32.4,10.793,-44,3
912,Natal,-28.47,32.4,10.904,-36,3
913,Natal,-28.47,32.4,11.581,-48,3
914,Cape St Francis,-34.19,24.83,17.078,-102,10
915,Cape St Francis,-34.19,24.83,20.042,-110,10
916,Barbados,13.04,300.45,0.726,1.2,2.7
917,Barbados,13.04,300.45,8.934,-22.9,2.8
918,Barbados,13.04,300.45,8.936,-22.2,2.8
919,Barbados,13.04,300.45,9.155,-26.1,2.8
920,Barbados,13.04,300.45,9.618,-30.9,2.9
921,Barbados,13.04,300.45,9.922,-31.2,2.9
922,Barbados,13.04,300.45,9.93,-19.5,2.9
923,Barbados,13.04,300.45,10.571,-39,2.9
924,Barbados,13.04,300.45,10.808,-40.4,2.9
925,Barbados,13.04,300.45,11.078,-42.1,2.9
926,Barbados,13.04,300.45,11.391,-55.9,2.9
927,Barbados,13.04,300.45,11.392,-54.5,2.9
928,Barbados,13.04,300.45,11.511,-56.2,2.9
929,Barbados,13.04,300.45,11.512,-55.8,2.9
930,Barbados,13.04,300.45,12.002,-59.1,3
931,Barbados,13.04,300.45,12.17,-59.5,3
932,Barbados,13.04,300.45,12.203,-59.4,3
933,Barbados,13.04,300.45,12.798,-62.4,3
934,Barbados,13.04,300.45,12.844,-64.3,3
935,Barbados,13.04,300.45,12.993,-65.8,3
936,Barbados,13.04,300.45,13.088,-67.4,3
937,Barbados,13.04,300.45,13.179,-67.9,3
938,Barbados,13.04,300.45,13.555,-71.3,3
939,Barbados,13.04,300.45,13.574,-71.6,3
940,Barbados,13.04,300.45,13.578,-71.8,3
941,Barbados,13.04,300.45,13.632,-72.1,3
942,Barbados,13.04,300.45,14.082,-91,3
943,Barbados,13.04,300.45,14.255,-93.2,3.1
944,Barbados,13.04,300.45,14.295,-92,3.1
945,Barbados,13.04,300.45,14.396,-95.1,3.1
946,Barbados,13.04,300.45,14.408,-95,3.1
947,Barbados,13.04,300.45,14.539,-96.5,3.1
948,Barbados,13.04,300.45,14.573,-93.9,3.1
949,Barbados,13.04,300.45,17.58,-109.6,3.3
950,Barbados,13.04,300.45,18.116,-109,3.3
951,Barbados,13.04,300.45,18.174,-109.7,3.3
952,Barbados,13.04,300.45,18.176,-109.9,3.3
953,Barbados,13.04,300.45,18.218,-109.8,3.3
954,Barbados,13.04,300.45,18.408,-105.6,3.3
955,Barbados,13.04,300.45,18.448,-109.9,3.3
956,Barbados,13.04,300.45,18.549,-110.9,3.3
957,Barbados,13.04,300.45,18.716,-113.1,3.3
958,Barbados,13.04,300.45,18.746,-111.4,3.3
959,Barbados,13.04,300.45,18.783,-111.6,3.3
960,Barbados,13.04,300.45,18.806,-113.3,3.3
961,Barbados,13.04,300.45,19.075,-118,3.3
962,Barbados,13.04,300.45,19.392,-106,3.3
963,Barbados,13.04,300.45,19.518,-107.5,3.3
964,Barbados,13.04,300.45,19.708,-108,3.3
965,Barbados,13.04,300.45,30.147,-85.6,4.1
966,Barbados,13.04,300.45,30.225,-86,4.1
967,Barbados,13.04,300.45,30.242,-86.6,4.1
968,Barbados,13.04,300.45,30.298,-86.6,4.2
