NEEM ion concentration data in 10 yr resolution,,,,,,
"Reference: Schüpbach et al., Greenland records of aerosol source and atmospheric lifetime changes from the Eemian to the Holocene, Nature Communications, 2018",,,,,,
"further reference: Rasmussen et al., A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Climate of the Past 9, 2713–2730, doi:10.5194/cp-9-2713-2013 (2013).",,,,,,
,,,,,,
NEEM continuous Methane Concentration Data,,,,,,
"Reference: Chappellaz et al., High resolution glacial and delacial record of atmospheric methane by continuous-flow and laser spectrometer analysis along the NEEM ice core.  EGU Climate of the Past, 2013.",,,,,,
,,,,,,
NEEM Ca2+ (dust),,,,NEEM Methane,,
ageGICC05_mid (yr BP),depth_mid (m),Ca (ng/g),,Age (b2k),Depth (m),RawMethaneMean (ppbv)
118709.9982,2370.2320,290.67,,,,
118720.0625,2370.2723,290.96,,,,
118730.1250,2370.3125,291.25,,,,
118740.1250,2370.3525,291.54,,,,
118750.1250,2370.3925,291.83,,,,
118760.0625,2370.4323,292.12,,,,
118769.9375,2370.4718,292.41,,,,
118779.8750,2370.5115,292.70,,,,
118789.8750,2370.5515,292.99,,,,
118799.9053,2370.5918,293.28,,,,
118809.9603,2370.6325,293.57,,,,
118820.0075,2370.6735,293.86,,,,
118830.0525,2370.7145,294.15,,,,
118840.0363,2370.7553,294.44,,,,
118849.9782,2370.7960,294.73,,,,
118859.9994,2370.8375,295.02,,,,
118870.0200,2370.8793,295.31,,,,
118879.9800,2370.9208,295.60,,,,
118890.0000,2370.9625,295.89,,,,
118900.0200,2371.0043,296.18,,,,
118909.9800,2371.0458,296.47,,,,
118920.0000,2371.0875,296.76,,,,
118930.0200,2371.1293,297.05,,,,
118939.9754,2371.1708,297.34,,,,
118949.9704,2371.2128,297.63,,,,
118959.9838,2371.2553,297.92,,,,
118969.9713,2371.2978,298.21,,,,
118979.9588,2371.3403,298.50,,,,
118989.9054,2371.3825,298.79,,,,
118999.8891,2371.4245,299.08,,,,
119009.9600,2371.4665,299.37,,,,
119019.9800,2371.5083,299.66,,,,
119029.9400,2371.5498,299.95,,,,
119039.9726,2371.5920,300.24,,,,
119050.0376,2371.6358,300.53,,,,
119060.0563,2371.6803,300.82,,,,
119070.0125,2371.7245,301.11,,,,
119079.9738,2371.7688,301.40,,,,
119090.0176,2371.8130,301.69,,,,
119100.0525,2371.8568,301.98,,,,
119110.0575,2371.9003,302.27,,,,
119120.0050,2371.9435,302.56,,,,
119129.9824,2371.9870,302.85,,,,
119140.0262,2372.0313,303.14,,,,
119150.0438,2372.0758,303.43,,,,
119160.0563,2372.1203,303.71,,,,
119170.0663,2372.1648,304.00,,,,
119180.0550,2372.2095,304.29,,,,
119189.9900,2372.2545,304.58,,,,
119199.9450,2372.2998,304.87,,,,
119209.9550,2372.3453,305.16,,,,
119219.9826,2372.3910,305.45,,,,
119230.0064,2372.4373,305.74,,,,
119240.0063,2372.4838,306.03,,,,
119250.0038,2372.5303,306.32,,,,
119260.0013,2372.5768,306.61,,,,
119269.9988,2372.6233,306.90,,,,
119279.9963,2372.6698,307.19,,,,
119289.9938,2372.7163,307.48,,,,
119299.9865,2372.7628,307.77,,,,
119309.9752,2372.8100,308.06,,,,
119319.9925,2372.8585,308.35,,,,
119330.0375,2372.9075,308.64,,,,
119340.0318,2372.9563,308.93,,,,
119349.9943,2373.0045,309.22,,,,
119360.0250,2373.0525,309.51,,,,
119370.0525,2373.1003,309.80,,,,
119380.0275,2373.1478,310.09,,,,
119390.0565,2373.1960,310.38,,,,
119400.0490,2373.2453,310.67,,,,
119410.0000,2373.2950,310.96,,,,
119420.0500,2373.3453,311.25,,,,
119430.0915,2373.3960,311.54,,,,
119440.0715,2373.4478,311.83,,,,
119450.0475,2373.5003,312.12,,,,
119460.0232,2373.5528,312.41,,,,
119470.0282,2373.6050,312.70,,,,
119480.0175,2373.6565,312.99,,,,
119489.9625,2373.7075,313.28,,,,
119499.9510,2373.7588,313.57,,,,
119509.9522,2373.8110,313.86,,,,
119519.9325,2373.8645,314.15,,,,
119529.9225,2373.9185,314.44,,,,
119539.9416,2373.9728,314.73,,,,
119549.9778,2374.0278,315.02,,,,
119559.9850,2374.0833,315.31,,,,
119569.9750,2374.1388,315.60,,,,
119579.9968,2374.1948,315.89,,,,
119590.0118,2374.2515,316.18,,,,
119599.9875,2374.3085,316.47,,,,
119609.9944,2374.3658,316.76,,,,
119620.0119,2374.4238,317.05,,,,
119630.0250,2374.4825,317.34,,,,
119640.0550,2374.5415,317.62,,,,
119650.0513,2374.6008,317.91,,,,
119660.0238,2374.6608,318.20,,,,
119670.0063,2374.7213,318.49,,,,
119679.9919,2374.7820,318.78,,,,
119689.9931,2374.8438,319.07,,,,
119700.0000,2374.9063,319.36,,,,
119710.0194,2374.9690,319.65,,,,
119720.0181,2375.0325,319.94,,,,
119729.9963,2375.0968,320.23,,,,
119740.0426,2375.1618,320.52,,,,
119750.0401,2375.2283,320.81,,,,
119759.9925,2375.2965,321.10,,,,
119769.9975,2375.3655,321.39,,,,
119780.0025,2375.4345,321.68,,,,
119790.0075,2375.5035,321.97,,,,
119800.0125,2375.5725,322.26,,,,
119810.0175,2375.6415,322.55,,,,
119820.0225,2375.7105,322.84,,,,
119830.0786,2375.7813,323.13,,,,
119840.0349,2375.8565,323.42,,,,
119849.9375,2375.9355,323.71,,,,
119859.9375,2376.0155,324.00,,,,
119869.9375,2376.0955,324.29,,,,
119879.9688,2376.1758,324.58,,,,
119890.0313,2376.2563,324.87,,,,
119900.0843,2376.3368,325.16,,,,
119910.0606,2376.4190,325.45,,,,
119920.0175,2376.5045,325.74,,,,
119930.0293,2376.5933,326.03,,,,
119940.0018,2376.6858,326.32,,,,
119949.9788,2376.7808,326.61,,,,
119960.0063,2376.8763,326.90,,,,
119970.0075,2376.9715,327.19,,,,
119979.9825,2377.0665,327.48,,,,
119990.0621,2377.1640,327.77,,,,
120000.0671,2377.2680,328.06,,,,
120010.0146,2377.3790,328.35,,,,
120020.0285,2377.4945,328.64,,,,
120030.0189,2377.6100,328.93,,,,
120040.0561,2377.7230,329.22,,,,
120050.0361,2377.8365,329.51,,,,
120060.0697,2377.9553,329.80,,,,
120070.0872,2378.0818,330.09,,,,
120080.0125,2378.2135,330.38,,,,
120089.9677,2378.3455,330.67,,,,
120099.9877,2378.4745,330.96,,,,
120110.0325,2378.6025,331.25,,,,
120120.0125,2378.7335,331.53,,,,
120130.0063,2378.8668,331.82,,,,
120140.0188,2379.0003,332.11,,,,
120150.0125,2379.1335,332.40,,,,
120160.0063,2379.2668,332.69,,,,
120170.0063,2379.3980,332.98,,,,
120179.9800,2379.5248,333.27,,,,
120189.9800,2379.6498,333.56,,,,
120200.0200,2379.7753,333.85,,,,
120210.0056,2379.9000,334.14,,,,
120219.9919,2380.0223,334.43,,,,
120229.9408,2380.1398,334.72,,,,
120239.9221,2380.2510,335.01,,,,
120249.9863,2380.3578,335.30,,,,
120260.0088,2380.4633,335.59,,,,
120270.0075,2380.5685,335.88,,,,
120279.9825,2380.6735,336.17,,,,
120289.9405,2380.7768,336.46,,,,
120299.9655,2380.8758,336.75,,,,
120309.9835,2380.9708,337.04,,,,
120319.9685,2381.0633,337.33,,,,
120329.9666,2381.1540,337.62,,,,
120339.9741,2381.2430,337.91,,,,
120350.0314,2381.3308,338.20,,,,
120360.0489,2381.4193,338.49,,,,
120370.0450,2381.5095,338.78,,,,
120380.0563,2381.5978,339.07,,,,
120390.0313,2381.6803,339.36,,,,
120400.0000,2381.7600,339.65,,,,
120410.0313,2381.8403,339.94,,,,
120420.0625,2381.9205,340.23,,,,
120430.0625,2382.0005,340.52,,,,
120440.0625,2382.0805,340.81,,,,
120450.0238,2382.1600,341.10,,,,
120459.9975,2382.2383,341.39,,,,
120470.0150,2382.3155,341.68,,,,
120480.0022,2382.3918,341.97,,,,
120489.9784,2382.4665,342.26,,,,
120499.9973,2382.5408,342.55,,,,
120510.0210,2382.6160,342.84,,,,
120520.0250,2382.6925,343.13,,,,
120529.9668,2382.7685,343.42,,,,
120539.9468,2382.8423,343.71,,,,
120549.9950,2382.9143,344.00,,,,
120560.0050,2382.9858,344.29,,,,
120570.0150,2383.0573,344.58,,,,
120580.0250,2383.1288,344.87,,,,
120590.0350,2383.2003,345.15,,,,
120600.0100,2383.2715,345.44,,,,
120609.9850,2383.3428,345.73,,,,
120619.9950,2383.4143,346.02,,,,
120630.0050,2383.4858,346.31,,,,
120639.9935,2383.5570,346.60,,,,
120649.9835,2383.6273,346.89,,,,
120659.9925,2383.6965,347.18,,,,
120669.9975,2383.7655,347.47,,,,
120680.0025,2383.8345,347.76,,,,
120690.0075,2383.9035,348.05,,,,
120700.0125,2383.9725,348.34,,,,
120710.0175,2384.0415,348.63,,,,
120720.0225,2384.1105,348.92,,,,
120730.0275,2384.1795,349.21,,,,
120740.0325,2384.2485,349.50,,,,
120750.0375,2384.3175,349.79,,,,
120760.0425,2384.3865,350.08,,,,
120770.0475,2384.4555,350.37,,,,
120780.0525,2384.5245,350.66,,,,
120790.0568,2384.5940,350.95,,,,
120800.0293,2384.6645,351.24,,,,
120809.9707,2384.7355,351.53,,,,
120819.9432,2384.8060,351.82,,,,
120829.9475,2384.8755,352.11,,,,
120839.9525,2384.9445,352.40,,,,
120849.9575,2385.0135,352.69,,,,
120859.9625,2385.0825,352.98,,,,
120869.9955,2385.1518,353.27,,,,
120880.0030,2385.2218,353.56,,,,
120889.9850,2385.2928,353.85,,,,
120899.9950,2385.3643,354.14,,,,
120910.0050,2385.4358,354.43,,,,
120920.0150,2385.5073,354.72,,,,
120929.9900,2385.5785,355.01,,,,
120939.9650,2385.6498,355.30,,,,
120949.9750,2385.7213,355.59,,,,
120959.9850,2385.7928,355.88,,,,
120969.9950,2385.8643,356.17,,,,
120980.0050,2385.9358,356.46,,,,
120990.0150,2386.0073,356.75,,,,
120999.9900,2386.0785,357.04,,,,
121009.9650,2386.1498,357.33,,,,
121019.9750,2386.2213,357.62,,,,
121029.9850,2386.2928,357.91,,,,
121040.0409,2386.3648,358.20,,,,
121050.0747,2386.4378,358.49,,,,
121060.0525,2386.5115,358.78,,,,
121070.0324,2386.5850,359.06,,,,
121080.0186,2386.6573,359.35,,,,
121090.0250,2386.7288,359.64,,,,
121100.0463,2386.8010,359.93,,,,
121110.0575,2386.8745,360.22,,,,
121120.0217,2386.9483,360.51,,,,
121129.9854,2387.0210,360.80,,,,
121139.9850,2387.0928,361.09,,,,
121150.0409,2387.1648,361.38,,,,
121160.0747,2387.2378,361.67,,,,
121170.0525,2387.3115,361.96,,,,
121180.0425,2387.3855,362.25,,,,
121190.0325,2387.4595,362.54,,,,
121200.0225,2387.5335,362.83,,,,
121210.0125,2387.6075,363.12,,,,
121220.0025,2387.6815,363.41,,,,
121229.9727,2387.7553,363.70,,,,
121239.9889,2387.8283,363.99,,,,
121250.0350,2387.9003,364.28,,,,
121260.0461,2387.9720,364.57,,,,
121270.0273,2388.0448,364.86,,,,
121279.9975,2388.1185,365.15,,,,
121289.9875,2388.1925,365.44,,,,
121299.9775,2388.2665,365.73,,,,
121309.9675,2388.3405,366.02,,,,
121319.9575,2388.4145,366.31,,,,
121329.9475,2388.4885,366.60,,,,
121339.9713,2388.5628,366.89,,,,
121350.0288,2388.6373,367.18,,,,
121360.0525,2388.7115,367.47,,,,
121370.0324,2388.7850,367.76,,,,
121380.0186,2388.8573,368.05,,,,
121390.0250,2388.9288,368.34,,,,
121400.0463,2389.0010,368.63,,,,
121410.0575,2389.0745,368.92,,,,
121420.0475,2389.1485,369.21,,,,
121430.0375,2389.2225,369.50,,,,
121440.0275,2389.2965,369.79,,,,
121449.9814,2389.3700,370.08,,,,
121459.9651,2389.4425,370.37,,,,
121469.9950,2389.5143,370.66,,,,
121480.0152,2389.5863,370.95,,,,
121490.0290,2389.6595,371.24,,,,
121500.0225,2389.7335,371.53,,,,
121510.0125,2389.8075,371.82,,,,
121520.0025,2389.8815,372.11,,,,
121529.9727,2389.9553,372.40,,,,
121539.9889,2390.0283,372.68,,,,
121550.0350,2390.1003,372.97,,,,
121560.0461,2390.1720,373.26,,,,
121570.0273,2390.2448,373.55,,,,
121579.9975,2390.3185,373.84,,,,
121589.9922,2390.3920,374.13,,,,
121599.9960,2390.4643,374.42,,,,
121610.0050,2390.5358,374.71,,,,
121620.0150,2390.6073,375.00,,,,
121630.0250,2390.6788,375.29,,,,
121640.0350,2390.7503,375.58,,,,
121650.0100,2390.8215,375.87,,,,
121659.9850,2390.8928,376.16,,,,
121669.9950,2390.9643,376.45,,,,
121680.0050,2391.0358,376.74,,,,
121690.0150,2391.1073,377.03,,,,
121699.9900,2391.1785,377.32,,,,
121709.9650,2391.2498,377.61,,,,
121719.9750,2391.3213,377.90,,,,
121729.9850,2391.3928,378.19,,,,
121739.9950,2391.4643,378.48,,,,
121749.9707,2391.5355,378.77,,,,
121759.9432,2391.6060,379.06,,,,
121769.9475,2391.6755,379.35,,,,
121779.9850,2391.7448,379.64,,,,
121790.0100,2391.8148,379.93,,,,
121800.0050,2391.8858,380.22,,,,
121809.9935,2391.9570,380.51,,,,
121819.9835,2392.0273,380.80,,,,
121829.9925,2392.0965,381.09,,,,
121839.9975,2392.1655,381.38,,,,
121850.0025,2392.2345,381.67,,,,
121860.0075,2392.3035,381.96,,,,
121870.0125,2392.3725,382.25,,,,
121880.0175,2392.4415,382.54,,,,
121890.0225,2392.5105,382.83,,,,
121899.9953,2392.5790,383.12,,,,
121909.9828,2392.6465,383.41,,,,
121920.0250,2392.7135,383.70,,,,
121930.0693,2392.7808,383.99,,,,
121940.0618,2392.8488,384.28,,,,
121950.0375,2392.9175,384.57,,,,
121960.0234,2392.9860,384.86,,,,
121970.0284,2393.0535,385.15,,,,
121980.0375,2393.1203,385.44,,,,
121990.0125,2393.1868,385.73,,,,
121999.9875,2393.2533,386.02,,,,
122009.9625,2393.3198,386.31,,,,
122019.9750,2393.3865,386.59,,,,
122030.0250,2393.4535,386.88,,,,
122040.0375,2393.5203,387.17,,,,
122049.9885,2393.5863,387.46,,,,
122059.9860,2393.6515,387.75,,,,
122070.0188,2393.7163,388.04,,,,
122080.0163,2393.7808,388.33,,,,
122090.0138,2393.8453,388.62,,,,
122100.0113,2393.9098,388.91,,,,
122110.0088,2393.9743,389.20,,,,
122120.0063,2394.0388,389.49,,,,
122130.0038,2394.1033,389.78,,,,
122139.9819,2394.1675,390.07,,,,
122149.9806,2394.2310,390.36,,,,
122160.0000,2394.2938,390.65,,,,
122170.0000,2394.3563,390.94,,,,
122180.0000,2394.4188,391.23,,,,
122190.0000,2394.4813,391.52,,,,
122200.0000,2394.5438,391.81,,,,
122210.0000,2394.6063,392.10,,,,
122220.0000,2394.6688,392.39,,,,
122230.0000,2394.7313,392.68,,,,
122239.9809,2394.7933,392.97,,,,
122249.9934,2394.8545,393.26,,,,
122260.0163,2394.9153,393.55,,,,
122269.9988,2394.9758,393.84,,,,
122279.9813,2395.0363,394.13,,,,
122289.9638,2395.0968,394.42,,,,
122299.9875,2395.1575,394.71,,,,
122310.0113,2395.2183,395.00,,,,
122319.9938,2395.2788,395.29,,,,
122330.0175,2395.3395,395.58,,,,
122340.0325,2395.3998,395.87,,,,
122349.9875,2395.4588,396.16,,,,
122359.9750,2395.5175,396.45,,,,
122369.9881,2395.5763,396.74,,,,
122380.0056,2395.6343,397.03,,,,
122390.0125,2395.6915,397.32,,,,
122399.9875,2395.7485,397.61,,,,
122409.9625,2395.8055,397.90,,,,
122419.9813,2395.8628,398.19,,,,
122430.0438,2395.9203,398.48,,,,
122440.0791,2395.9778,398.77,,,,
122450.0666,2396.0358,399.06,,,,
122460.0225,2396.0943,399.35,,,,
122469.9321,2396.1525,399.64,,,,
122479.9034,2396.2095,399.93,,,,
122489.9325,2396.2645,400.22,,,,
122499.9225,2396.3185,400.50,,,,
122509.9588,2396.3728,400.79,,,,
122520.0413,2396.4273,401.08,,,,
122530.0775,2396.4815,401.37,,,,
122540.0675,2396.5355,401.66,,,,
122550.0588,2396.5898,401.95,,,,
122560.0525,2396.6448,402.24,,,,
122570.0450,2396.7003,402.53,,,,
122579.9975,2396.7555,402.82,,,,
122589.9875,2396.8095,403.11,,,,
122599.9925,2396.8615,403.40,,,,
122609.9863,2396.9128,403.69,,,,
122620.0229,2396.9643,403.98,,,,
122630.0091,2397.0160,404.27,,,,
122640.0150,2397.0685,404.56,,,,
122650.0375,2397.1213,404.85,,,,
122659.9806,2397.1735,405.14,,,,
122669.9406,2397.2253,405.43,,,,
122679.9663,2397.2768,405.72,,,,
122690.0088,2397.3283,406.01,,,,
122699.9973,2397.3793,406.30,,,,
122710.0173,2397.4293,406.59,,,,
122720.0413,2397.4783,406.88,,,,
122729.9838,2397.5268,407.17,,,,
122739.9622,2397.5755,407.46,,,,
122749.9347,2397.6248,407.75,,,,
122759.9500,2397.6748,408.04,,,,
122770.0500,2397.7253,408.33,,,,
122780.0288,2397.7750,408.62,,,,
122789.9663,2397.8235,408.91,,,,
122800.0150,2397.8715,409.20,,,,
122810.0425,2397.9193,409.49,,,,
122819.9698,2397.9665,409.78,,,,
122829.9323,2398.0135,410.07,,,,
122839.9538,2398.0603,410.36,,,,
122849.9513,2398.1068,410.65,,,,
122860.0025,2398.1535,410.94,,,,
122870.0538,2398.2003,411.23,,,,
122880.0513,2398.2468,411.52,,,,
122890.0488,2398.2933,411.81,,,,
122900.0463,2398.3398,412.10,,,,
122910.0451,2398.3860,412.39,,,,
122920.0414,2398.4313,412.68,,,,
122930.0438,2398.4758,412.97,,,,
122940.0563,2398.5203,413.26,,,,
122950.0145,2398.5645,413.55,,,,
122959.9908,2398.6085,413.84,,,,
122970.0175,2398.6523,414.12,,,,
122980.0225,2398.6958,414.41,,,,
122990.0275,2398.7393,414.70,,,,
123000.0325,2398.7828,414.99,,,,
123010.0375,2398.8263,415.28,,,,
123020.0425,2398.8698,415.57,,,,
123030.0475,2398.9133,415.86,,,,
123040.0525,2398.9568,416.15,,,,
123050.0388,2398.9995,416.44,,,,
123059.9838,2399.0408,416.73,,,,
123069.9675,2399.0815,417.02,,,,
123080.0125,2399.1225,417.31,,,,
123089.9966,2399.1633,417.60,,,,
123099.9166,2399.2035,417.89,,,,
123109.8750,2399.2435,418.18,,,,
123119.8750,2399.2835,418.47,,,,
123129.9375,2399.3238,418.76,,,,
123140.0625,2399.3643,419.05,,,,
123150.1250,2399.4045,419.34,,,,
123160.1250,2399.4445,419.63,,,,
123170.1250,2399.4845,419.92,,,,
123180.1250,2399.5245,420.21,,,,
123190.0637,2399.5643,420.50,,,,
123199.9824,2399.6033,420.79,,,,
123209.9975,2399.6415,421.08,,,,
123220.0013,2399.6793,421.37,,,,
123229.9388,2399.7168,421.66,,,,
123239.9425,2399.7545,421.95,,,,
123249.9819,2399.7925,422.24,,,,
123259.9932,2399.8308,422.53,,,,
123270.0050,2399.8693,422.82,,,,
123280.0150,2399.9078,423.11,,,,
123290.0250,2399.9463,423.40,,,,
123299.9674,2399.9843,423.69,,,,
123309.9824,2400.0213,423.98,,,,
123320.0300,2400.0573,424.27,,,,
123329.9700,2400.0928,424.56,,,,
123339.9800,2400.1285,424.85,,,,
123350.0600,2400.1645,425.14,,,,
123360.0938,2400.2005,425.43,,,,
123370.0375,2400.2365,425.72,,,,
123380.0063,2400.2728,426.01,,,,
123390.0438,2400.3093,426.30,,,,
123400.0125,2400.3455,426.59,,,,
123409.9444,2400.3815,426.88,,,,
123419.9656,2400.4170,427.17,,,,
123430.0075,2400.4518,427.46,,,,
123440.0125,2400.4863,427.75,,,,
123450.0175,2400.5208,428.03,,,,
123460.0225,2400.5553,428.32,,,,
123470.0275,2400.5898,428.61,,,,
123480.0325,2400.6243,428.90,,,,
123490.0375,2400.6588,429.19,,,,
123500.0425,2400.6933,429.48,,,,
123510.0475,2400.7278,429.77,,,,
123520.0525,2400.7623,430.06,,,,
123530.0114,2400.7963,430.35,,,,
123539.9989,2400.8295,430.64,,,,
123550.0625,2400.8625,430.93,,,,
123560.0513,2400.8953,431.22,,,,
123569.9638,2400.9278,431.51,,,,
123579.9525,2400.9605,431.80,,,,
123589.9666,2400.9933,432.09,,,,
123599.9841,2401.0258,432.38,,,,
123610.0575,2401.0583,432.67,,,,
123620.0550,2401.0905,432.96,,,,
123629.9750,2401.1225,433.25,,,,
123639.9725,2401.1548,433.54,,,,
123650.0475,2401.1873,433.83,,,,
123660.0450,2401.2195,434.12,,,,
123669.9650,2401.2515,434.41,,,,
123679.9625,2401.2838,434.70,,,,
123690.0375,2401.3163,434.99,,,,
123700.0350,2401.3485,435.28,,,,
123709.9733,2401.3805,435.57,,,,
123720.0258,2401.4123,435.86,,,,
123730.0563,2401.4433,436.15,,,,
123739.9688,2401.4738,436.44,,,,
123749.9625,2401.5045,436.73,,,,
123760.0375,2401.5355,437.02,,,,
123770.0313,2401.5663,437.31,,,,
123779.9742,2401.5968,437.60,,,,
123789.9930,2401.6273,437.89,,,,
123799.9750,2401.6575,438.18,,,,
123809.9575,2401.6878,438.47,,,,
123820.0225,2401.7183,438.76,,,,
123830.0050,2401.7485,439.05,,,,
123839.9110,2401.7785,439.34,,,,
123849.9285,2401.8085,439.63,,,,
123860.0050,2401.8383,439.92,,,,
123870.0350,2401.8678,440.21,,,,
123880.0650,2401.8973,440.50,,,,
123890.0100,2401.9265,440.79,,,,
123899.9550,2401.9558,441.08,,,,
123909.9941,2401.9853,441.37,,,,
123920.0116,2402.0145,441.65,,,,
123930.0075,2402.0435,441.94,,,,
123940.0125,2402.0725,442.23,,,,
123950.0175,2402.1015,442.52,,,,
123960.0225,2402.1305,442.81,,,,
123970.0275,2402.1595,443.10,,,,
123979.9827,2402.1883,443.39,,,,
123989.9577,2402.2165,443.68,,,,
124000.0200,2402.2445,443.97,,,,
124010.0100,2402.2723,444.26,,,,
124019.9100,2402.2998,444.55,,,,
124029.9000,2402.3275,444.84,,,,
124039.9800,2402.3555,445.13,,,,
124050.0541,2402.3835,445.42,,,,
124060.0704,2402.4115,445.71,,,,
124070.0225,2402.4395,446.00,,,,
124079.9625,2402.4675,446.29,,,,
124089.9025,2402.4955,446.58,,,,
124099.9313,2402.5238,446.87,,,,
124110.0488,2402.5523,447.16,,,,
124119.9991,2402.5803,447.45,,,,
124129.8829,2402.6075,447.74,,,,
124139.9375,2402.6345,448.03,,,,
124149.9688,2402.6613,448.32,,,,
124159.9063,2402.6878,448.61,,,,
124169.9375,2402.7145,448.90,,,,
124180.0625,2402.7415,449.19,,,,
124190.0938,2402.7683,449.48,,,,
124200.0313,2402.7948,449.77,,,,
124210.0625,2402.8215,450.06,,,,
124220.0938,2402.8483,450.35,,,,
124230.0313,2402.8748,450.64,,,,
124240.0625,2402.9015,450.93,,,,
124250.0938,2402.9283,451.22,,,,
124260.0313,2402.9548,451.51,,,,
124269.9768,2402.9813,451.80,,,,
124279.9743,2403.0075,452.09,,,,
124289.9675,2403.0333,452.38,,,,
124299.9125,2403.0588,452.67,,,,
124309.9550,2403.0845,452.96,,,,
124319.9975,2403.1103,453.25,,,,
124329.9425,2403.1358,453.54,,,,
124339.9850,2403.1615,453.83,,,,
124350.0353,2403.1873,454.12,,,,
124359.9453,2403.2125,454.41,,,,
124369.9113,2403.2378,454.70,,,,
124379.9838,2403.2633,454.99,,,,
124389.9575,2403.2885,455.28,,,,
124399.9313,2403.3138,455.56,,,,
124410.0038,2403.3393,455.85,,,,
124419.9775,2403.3645,456.14,,,,
124429.8735,2403.3895,456.43,,,,
124439.8835,2403.4145,456.72,,,,
124449.9975,2403.4395,457.01,,,,
124460.0213,2403.4643,457.30,,,,
124469.9438,2403.4888,457.59,,,,
124479.9675,2403.5135,457.88,,,,
124489.9913,2403.5383,458.17,,,,
124499.9138,2403.5628,458.46,,,,
124509.9531,2403.5875,458.75,,,,
124520.0994,2403.6123,459.04,,,,
124530.1475,2403.6365,459.33,,,,
124540.1075,2403.6605,459.62,,,,
124550.0675,2403.6845,459.91,,,,
124560.0275,2403.7085,460.20,,,,
124569.9875,2403.7325,460.49,,,,
124579.9475,2403.7565,460.78,,,,
124589.9085,2403.7805,461.07,,,,
124599.9098,2403.8045,461.36,,,,
124609.9700,2403.8285,461.65,,,,
124620.0500,2403.8525,461.94,,,,
124630.1300,2403.8765,462.23,,,,
124640.1050,2403.9003,462.52,,,,
124649.9750,2403.9238,462.81,,,,
124659.9500,2403.9475,463.10,,,,
124670.0300,2403.9715,463.39,,,,
124680.0422,2403.9953,463.68,,,,
124689.9572,2404.0185,463.97,,,,
124699.9525,2404.0418,464.26,,,,
124710.0575,2404.0653,464.55,,,,
124720.0550,2404.0885,464.84,,,,
124729.9450,2404.1115,465.13,,,,
124739.9425,2404.1348,465.42,,,,
124750.0475,2404.1583,465.71,,,,
124760.0472,2404.1815,466.00,,,,
124770.0172,2404.2045,466.29,,,,
124779.9900,2404.2273,466.58,,,,
124789.8900,2404.2498,466.87,,,,
124799.9000,2404.2725,467.16,,,,
124810.0200,2404.2955,467.45,,,,
124820.0300,2404.3183,467.74,,,,
124829.9300,2404.3408,468.03,,,,
124839.9400,2404.3635,468.32,,,,
124850.0600,2404.3865,468.61,,,,
124860.0700,2404.4093,468.90,,,,
124869.9700,2404.4318,469.19,,,,
124879.9800,2404.4545,469.47,,,,
124890.1000,2404.4775,469.76,,,,
124900.1100,2404.5003,470.05,,,,
124910.0100,2404.5228,470.34,,,,
124920.0200,2404.5455,470.63,,,,
124930.0300,2404.5683,470.92,,,,
124939.9300,2404.5908,471.21,,,,
124949.9400,2404.6135,471.50,,,,
124960.0600,2404.6365,471.79,,,,
124970.0700,2404.6593,472.08,,,,
124979.9700,2404.6818,472.37,,,,
124989.9800,2404.7045,472.66,,,,
125000.1000,2404.7275,472.95,,,,
125010.1100,2404.7503,473.24,,,,
125020.0100,2404.7728,473.53,,,,
125029.9274,2404.7953,473.82,,,,
125039.8999,2404.8178,474.11,,,,
125049.9113,2404.8403,474.40,,,,
125059.9238,2404.8628,474.69,,,,
125069.9363,2404.8853,474.98,,,,
125079.9488,2404.9078,475.27,,,,
125089.9613,2404.9303,475.56,,,,
125099.9738,2404.9528,475.85,,,,
125109.9863,2404.9753,476.14,,,,
125119.9759,2404.9978,476.43,,,,
125130.0197,2405.0205,476.72,,,,
125140.0300,2405.0433,477.01,,,,
125149.9300,2405.0658,477.30,,,,
125159.9400,2405.0885,477.59,,,,
125170.0600,2405.1115,477.88,,,,
125180.0700,2405.1343,478.17,,,,
125189.9700,2405.1568,478.46,,,,
125199.9797,2405.1795,478.75,,,,
125210.0647,2405.2025,479.04,,,,
125220.0925,2405.2255,479.33,,,,
125230.0975,2405.2485,479.62,,,,
125240.1025,2405.2715,479.91,,,,
125250.1075,2405.2945,480.20,,,,
125260.1125,2405.3175,480.49,,,,
125270.1175,2405.3405,480.78,,,,
125280.1225,2405.3635,481.07,,,,
125290.1177,2405.3865,481.36,,,,
125300.0177,2405.4095,481.65,,,,
125309.9188,2405.4328,481.94,,,,
125320.0125,2405.4565,482.23,,,,
125330.1063,2405.4803,482.52,,,,
125340.0938,2405.5038,482.81,,,,
125350.0813,2405.5273,483.09,,,,
125360.0688,2405.5508,483.38,,,,
125370.0563,2405.5743,483.67,,,,
125380.0197,2405.5978,483.96,,,,
125390.0297,2405.6215,484.25,,,,
125400.1100,2405.6455,484.54,,,,
125410.0850,2405.6693,484.83,,,,
125419.9550,2405.6928,485.12,,,,
125429.9300,2405.7165,485.41,,,,
125440.0100,2405.7405,485.70,,,,
125450.0900,2405.7645,485.99,,,,
125460.1456,2405.7885,486.28,,,,
125470.1431,2405.8128,486.57,,,,
125480.0863,2405.8373,486.86,,,,
125490.0088,2405.8618,487.15,,,,
125500.0325,2405.8865,487.44,,,,
