depth_m,age_ice_calBP,age_gas_calBP
2619.127,24045,23570.1
2619.152,24046,23571.2
2619.193,24047,23572.2
2619.23,24048,23573.3
2619.272,24049,23574.4
2619.3,24050,23575.4
2619.321,24051,23576.4
2619.361,24052,23577.5
2619.401,24053,23578.6
2619.436,24054,23579.6
2619.458,24055,23580.7
2619.496,24056,23581.7
2619.526,24057,23582.8
2619.551,24058,23583.8
2619.586,24059,23584.8
2619.615,24060,23585.9
2619.651,24061,23586.9
2619.685,24062,23588
2619.719,24063,23589
2619.761,24064,23590.1
2619.804,24065,23591.1
2619.841,24066,23592.1
2619.881,24067,23593.1
2619.907,24068,23594.1
2619.937,24069,23595.1
2619.967,24070,23596.1
2619.996,24071,23597.2
2620.021,24072,23598.2
2620.051,24073,23599.2
2620.075,24074,23600.2
2620.099,24075,23601.2
2620.131,24076,23602.1
2620.157,24077,23603.1
2620.189,24078,23604
2620.221,24079,23605
2620.246,24080,23605.9
2620.27,24081,23606.9
2620.301,24082,23607.8
2620.323,24083,23608.8
2620.351,24084,23609.8
2620.376,24085,23610.7
2620.41,24086,23611.6
2620.451,24087,23612.5
2620.478,24088,23613.5
2620.5,24089,23614.4
2620.523,24090,23615.4
2620.555,24091,23616.3
2620.588,24092,23617.2
2620.608,24093,23618.2
2620.627,24094,23619.1
2620.647,24095,23620.1
2620.683,24096,23621
2620.714,24097,23622
2620.75,24098,23622.9
2620.776,24099,23623.8
2620.809,24100,23624.8
2620.845,24101,23625.7
2620.879,24102,23626.7
2620.911,24103,23627.6
2620.932,24104,23628.6
2620.956,24105,23629.5
2620.987,24106,23630.5
2621.02,24107,23631.4
2621.048,24108,23632.3
2621.08,24109,23633.3
2621.108,24110,23634.2
2621.13,24111,23635.2
2621.159,24112,23636.1
2621.186,24113,23637
2621.215,24114,23638
2621.253,24115,23638.9
2621.286,24116,23639.8
2621.315,24117,23640.7
2621.352,24118,23641.6
2621.384,24119,23642.6
2621.409,24120,23643.5
2621.434,24121,23644.4
2621.459,24122,23645.4
2621.481,24123,23646.3
2621.509,24124,23647.2
2621.536,24125,23648.2
2621.566,24126,23649.1
2621.592,24127,23650
2621.621,24128,23650.9
2621.647,24129,23651.9
2621.676,24130,23652.8
2621.71,24131,23653.7
2621.748,24132,23654.6
2621.767,24133,23655.5
2621.792,24134,23656.4
2621.814,24135,23657.4
2621.834,24136,23658.3
2621.869,24137,23659.3
2621.901,24138,23660.2
2621.926,24139,23661.1
2621.96,24140,23662.1
2621.988,24141,23663
2622.024,24142,23664
2622.048,24143,23664.9
2622.079,24144,23665.8
2622.116,24145,23666.8
2622.138,24146,23667.7
2622.165,24147,23668.7
2622.199,24148,23669.7
2622.223,24149,23670.6
2622.245,24150,23671.6
2622.282,24151,23672.6
2622.316,24152,23673.5
2622.353,24153,23674.5
2622.387,24154,23675.4
2622.415,24155,23676.4
2622.45,24156,23677.4
2622.479,24157,23678.3
2622.509,24158,23679.3
2622.552,24159,23680.3
2622.587,24160,23681.3
2622.62,24161,23682.2
2622.65,24162,23683.2
2622.684,24163,23684.2
2622.714,24164,23685.2
2622.732,24165,23686.1
2622.754,24166,23687.1
2622.776,24167,23688.1
2622.797,24168,23689
2622.83,24169,23690
2622.869,24170,23690.9
2622.897,24171,23691.8
2622.927,24172,23692.8
2622.959,24173,23693.7
2622.981,24174,23694.7
2623.015,24175,23695.6
2623.034,24176,23696.5
2623.068,24177,23697.4
2623.099,24178,23698.3
2623.13,24179,23699.2
2623.151,24180,23700.1
2623.178,24181,23701.1
2623.205,24182,23702
2623.233,24183,23702.9
2623.269,24184,23703.8
2623.301,24185,23704.7
2623.333,24186,23705.6
2623.365,24187,23706.6
2623.39,24188,23707.5
2623.415,24189,23708.5
2623.451,24190,23709.4
2623.476,24191,23710.4
2623.499,24192,23711.3
2623.521,24193,23712.3
2623.552,24194,23713.2
2623.574,24195,23714.2
2623.614,24196,23715.2
2623.646,24197,23716.1
2623.672,24198,23717.1
2623.705,24199,23718.1
2623.742,24200,23719
2623.779,24201,23720
2623.808,24202,23721
2623.842,24203,23721.9
2623.864,24204,23722.9
2623.899,24205,23723.9
2623.935,24206,23724.9
2623.971,24207,23725.9
2624.005,24208,23726.9
2624.043,24209,23727.9
2624.063,24210,23728.9
2624.096,24211,23729.9
2624.126,24212,23730.9
2624.153,24213,23731.9
2624.182,24214,23732.9
2624.218,24215,23733.8
2624.258,24216,23734.9
2624.3,24217,23735.9
2624.327,24218,23736.9
2624.354,24219,23737.9
2624.376,24220,23738.9
2624.405,24221,23739.9
2624.426,24222,23740.9
2624.464,24223,23741.9
2624.499,24224,23742.9
2624.532,24225,23743.9
2624.563,24226,23744.8
2624.606,24227,23745.8
2624.633,24228,23746.8
2624.67,24229,23747.7
2624.701,24230,23748.7
2624.732,24231,23749.7
2624.755,24232,23750.7
2624.784,24233,23751.6
2624.81,24234,23752.6
2624.841,24235,23753.6
2624.865,24236,23754.5
2624.897,24237,23755.5
2624.931,24238,23756.4
2624.96,24239,23757.4
2624.995,24240,23758.3
2625.027,24241,23759.3
2625.057,24242,23760.2
2625.082,24243,23761.2
2625.109,24244,23762.1
2625.139,24245,23763.1
2625.163,24246,23764
2625.203,24247,23764.9
2625.232,24248,23765.9
2625.251,24249,23766.8
2625.279,24250,23767.8
2625.311,24251,23768.7
2625.343,24252,23769.6
2625.381,24253,23770.6
2625.402,24254,23771.5
2625.43,24255,23772.5
2625.463,24256,23773.4
2625.493,24257,23774.4
2625.514,24258,23775.4
2625.543,24259,23776.4
2625.565,24260,23777.4
2625.59,24261,23778.3
2625.619,24262,23779.3
2625.662,24263,23780.3
2625.693,24264,23781.3
2625.717,24265,23782.2
2625.76,24266,23783.3
2625.796,24267,23784.3
2625.826,24268,23785.3
2625.854,24269,23786.3
2625.888,24270,23787.4
2625.929,24271,23788.4
2625.952,24272,23789.4
2625.982,24273,23790.4
2626.007,24274,23791.5
2626.037,24275,23792.5
2626.075,24276,23793.5
2626.11,24277,23794.6
2626.148,24278,23795.6
2626.188,24279,23796.7
2626.222,24280,23797.7
2626.266,24281,23798.8
2626.301,24282,23799.9
2626.334,24283,23800.9
2626.36,24284,23801.9
2626.394,24285,23803
2626.438,24286,23804.1
2626.46,24287,23805.1
2626.496,24288,23806.2
2626.533,24289,23807.3
2626.568,24290,23808.4
2626.602,24291,23809.5
2626.63,24292,23810.5
2626.673,24293,23811.6
2626.711,24294,23812.7
2626.746,24295,23813.8
2626.772,24296,23814.8
2626.808,24297,23815.8
2626.837,24298,23816.9
2626.861,24299,23817.9
2626.896,24300,23819
2626.933,24301,23820
2626.97,24302,23821
2626.991,24303,23822.1
2627.029,24304,23823.1
2627.058,24305,23824.1
2627.09,24306,23825.1
2627.132,24307,23826.1
2627.166,24308,23827
2627.197,24309,23828
2627.227,24310,23829
2627.265,24311,23830
2627.302,24312,23830.9
2627.326,24313,23831.9
2627.354,24314,23832.9
2627.381,24315,23833.9
2627.402,24316,23834.8
2627.431,24317,23835.8
2627.454,24318,23836.8
2627.483,24319,23837.7
2627.518,24320,23838.7
2627.545,24321,23839.7
2627.566,24322,23840.6
2627.599,24323,23841.6
2627.626,24324,23842.5
2627.657,24325,23843.5
2627.687,24326,23844.5
2627.712,24327,23845.5
2627.742,24328,23846.5
2627.77,24329,23847.5
2627.812,24330,23848.5
2627.844,24331,23849.5
2627.878,24332,23850.5
2627.902,24333,23851.5
2627.926,24334,23852.4
2627.962,24335,23853.4
2628.006,24336,23854.5
2628.04,24337,23855.5
2628.073,24338,23856.6
2628.11,24339,23857.6
2628.147,24340,23858.7
2628.18,24341,23859.7
2628.202,24342,23860.7
2628.241,24343,23861.8
2628.277,24344,23862.8
2628.314,24345,23863.9
2628.355,24346,23865
2628.387,24347,23866.1
2628.423,24348,23867.1
2628.458,24349,23868.2
2628.491,24350,23869.3
2628.527,24351,23870.4
2628.564,24352,23871.5
2628.593,24353,23872.5
2628.63,24354,23873.6
2628.657,24355,23874.7
2628.686,24356,23875.7
2628.719,24357,23876.8
2628.764,24358,23877.8
2628.799,24359,23878.9
2628.825,24360,23879.9
2628.865,24361,23881
2628.898,24362,23882
2628.938,24363,23883.1
2628.962,24364,23884.1
2629.004,24365,23885.2
2629.04,24366,23886.2
2629.069,24367,23887.2
2629.102,24368,23888.2
2629.132,24369,23889.3
2629.164,24370,23890.3
2629.186,24371,23891.3
2629.215,24372,23892.3
2629.252,24373,23893.4
2629.281,24374,23894.4
2629.303,24375,23895.4
2629.33,24376,23896.4
2629.355,24377,23897.4
2629.386,24378,23898.4
2629.414,24379,23899.5
2629.453,24380,23900.5
2629.478,24381,23901.5
2629.506,24382,23902.5
2629.537,24383,23903.5
2629.569,24384,23904.5
2629.603,24385,23905.6
2629.639,24386,23906.6
2629.675,24387,23907.6
2629.709,24388,23908.6
2629.751,24389,23909.6
2629.781,24390,23910.7
2629.813,24391,23911.7
2629.84,24392,23912.7
2629.862,24393,23913.7
2629.9,24394,23914.7
2629.933,24395,23915.8
2629.963,24396,23916.8
2629.998,24397,23917.8
2630.03,24398,23918.9
2630.071,24399,23919.9
2630.113,24400,23921
2630.155,24401,23922
2630.181,24402,23923
2630.205,24403,23924.1
2630.231,24404,23925.1
2630.262,24405,23926.1
2630.292,24406,23927.1
2630.32,24407,23928.1
2630.356,24408,23929.1
2630.388,24409,23930.1
2630.427,24410,23931.1
2630.452,24411,23932.1
2630.488,24412,23933.1
2630.513,24413,23934.1
2630.541,24414,23935.1
2630.58,24415,23936.2
2630.61,24416,23937.1
2630.642,24417,23938.1
2630.673,24418,23939
2630.695,24419,23940
2630.715,24420,23940.9
2630.74,24421,23941.9
2630.775,24422,23942.9
2630.808,24423,23943.8
2630.84,24424,23944.8
2630.867,24425,23945.7
2630.899,24426,23946.6
2630.927,24427,23947.6
2630.958,24428,23948.5
2630.98,24429,23949.4
2631.017,24430,23950.3
2631.049,24431,23951.3
2631.076,24432,23952.2
2631.109,24433,23953.1
2631.139,24434,23954
2631.167,24435,23955
2631.194,24436,23955.9
2631.219,24437,23956.8
2631.239,24438,23957.7
2631.264,24439,23958.7
2631.296,24440,23959.6
2631.324,24441,23960.5
2631.347,24442,23961.4
2631.379,24443,23962.3
2631.413,24444,23963.2
2631.432,24445,23964.1
2631.463,24446,23965.1
2631.491,24447,23966
2631.517,24448,23966.9
2631.539,24449,23967.9
2631.566,24450,23968.8
2631.59,24451,23969.7
2631.619,24452,23970.6
2631.651,24453,23971.6
2631.684,24454,23972.5
2631.713,24455,23973.4
2631.75,24456,23974.3
2631.782,24457,23975.3
2631.819,24458,23976.2
2631.846,24459,23977.2
2631.873,24460,23978.1
2631.904,24461,23979.1
2631.926,24462,23980
2631.963,24463,23981
2632,24464,23981.9
2632.034,24465,23982.8
2632.061,24466,23983.8
2632.086,24467,23984.8
2632.123,24468,23985.8
2632.154,24469,23986.8
2632.176,24470,23987.7
2632.213,24471,23988.7
2632.237,24472,23989.7
2632.26,24473,23990.7
2632.284,24474,23991.7
2632.315,24475,23992.7
2632.342,24476,23993.6
2632.377,24477,23994.6
2632.416,24478,23995.6
2632.449,24479,23996.6
2632.478,24480,23997.6
2632.505,24481,23998.5
2632.53,24482,23999.5
2632.565,24483,24000.5
2632.598,24484,24001.5
2632.636,24485,24002.5
2632.675,24486,24003.5
2632.711,24487,24004.5
2632.732,24488,24005.5
2632.767,24489,24006.5
2632.789,24490,24007.5
2632.814,24491,24008.5
2632.839,24492,24009.5
2632.867,24493,24010.5
2632.901,24494,24011.5
2632.935,24495,24012.5
2632.958,24496,24013.5
2632.996,24497,24014.6
2633.036,24498,24015.6
2633.06,24499,24016.6
2633.105,24500,24017.6
2633.126,24501,24018.6
2633.157,24502,24019.6
2633.19,24503,24020.6
2633.224,24504,24021.6
2633.263,24505,24022.6
2633.302,24506,24023.6
2633.328,24507,24024.7
2633.366,24508,24025.7
2633.396,24509,24026.7
2633.422,24510,24027.8
2633.459,24511,24028.8
2633.486,24512,24029.8
2633.506,24513,24030.8
2633.535,24514,24031.9
2633.574,24515,24032.9
2633.6,24516,24033.9
2633.632,24517,24034.9
2633.659,24518,24036
2633.692,24519,24037
2633.721,24520,24038
2633.758,24521,24039
2633.787,24522,24040
2633.822,24523,24041.1
2633.858,24524,24042.1
2633.893,24525,24043.1
2633.93,24526,24044.1
2633.955,24527,24045.1
2633.978,24528,24046.1
2634.015,24529,24047.1
2634.052,24530,24048.1
2634.083,24531,24049.2
2634.116,24532,24050.2
2634.146,24533,24051.2
2634.175,24534,24052.2
2634.205,24535,24053.2
2634.235,24536,24054.2
2634.276,24537,24055.2
2634.307,24538,24056.3
2634.344,24539,24057.3
2634.378,24540,24058.3
2634.404,24541,24059.3
2634.433,24542,24060.4
2634.465,24543,24061.4
2634.498,24544,24062.4
2634.526,24545,24063.4
2634.564,24546,24064.5
2634.59,24547,24065.5
2634.616,24548,24066.6
2634.645,24549,24067.6
2634.677,24550,24068.7
2634.708,24551,24069.7
2634.739,24552,24070.8
2634.773,24553,24071.8
2634.808,24554,24072.9
2634.846,24555,24073.9
2634.875,24556,24075
2634.905,24557,24076
2634.928,24558,24077.1
2634.973,24559,24078.2
2635.003,24560,24079.2
2635.044,24561,24080.3
2635.079,24562,24081.4
2635.119,24563,24082.5
2635.149,24564,24083.5
2635.185,24565,24084.6
2635.23,24566,24085.7
2635.26,24567,24086.8
2635.292,24568,24087.9
2635.324,24569,24089.1
2635.358,24570,24090.2
2635.396,24571,24091.3
2635.428,24572,24092.4
2635.46,24573,24093.5
2635.487,24574,24094.6
2635.518,24575,24095.7
2635.557,24576,24096.8
2635.579,24577,24097.9
2635.614,24578,24099
2635.652,24579,24100.1
2635.692,24580,24101.2
2635.731,24581,24102.4
2635.772,24582,24103.5
2635.794,24583,24104.6
2635.834,24584,24105.7
2635.875,24585,24106.8
2635.901,24586,24107.8
2635.942,24587,24108.9
2635.972,24588,24109.9
2636.015,24589,24110.9
2636.052,24590,24112
2636.081,24591,24113
2636.116,24592,24114.1
2636.14,24593,24115.1
2636.178,24594,24116.1
2636.221,24595,24117.2
2636.245,24596,24118.2
2636.266,24597,24119.2
2636.287,24598,24120.2
2636.317,24599,24121.2
2636.348,24600,24122.2
2636.369,24601,24123.2
2636.398,24602,24124.2
2636.418,24603,24125.2
2636.453,24604,24126.2
2636.486,24605,24127.2
2636.516,24606,24128.2
2636.552,24607,24129.3
2636.579,24608,24130.3
2636.603,24609,24131.3
2636.633,24610,24132.3
2636.673,24611,24133.3
2636.701,24612,24134.3
2636.738,24613,24135.3
2636.771,24614,24136.3
2636.804,24615,24137.3
2636.843,24616,24138.3
2636.877,24617,24139.3
2636.903,24618,24140.3
2636.927,24619,24141.3
2636.952,24620,24142.3
2636.983,24621,24143.3
2637.009,24622,24144.3
2637.039,24623,24145.3
2637.076,24624,24146.3
2637.097,24625,24147.3
2637.141,24626,24148.4
2637.183,24627,24149.5
2637.214,24628,24150.5
2637.239,24629,24151.5
2637.274,24630,24152.6
2637.315,24631,24153.6
2637.341,24632,24154.7
2637.377,24633,24155.7
2637.4,24634,24156.8
2637.436,24635,24157.8
2637.479,24636,24158.9
2637.499,24637,24159.9
2637.533,24638,24161
2637.568,24639,24162.1
2637.591,24640,24163.1
2637.63,24641,24164.2
2637.664,24642,24165.2
2637.698,24643,24166.3
2637.734,24644,24167.4
2637.772,24645,24168.4
2637.81,24646,24169.5
2637.837,24647,24170.5
2637.857,24648,24171.6
2637.9,24649,24172.6
2637.934,24650,24173.7
2637.965,24651,24174.7
2637.998,24652,24175.8
2638.037,24653,24176.8
2638.061,24654,24177.9
2638.098,24655,24178.9
2638.135,24656,24180
2638.167,24657,24181
2638.201,24658,24182.1
2638.239,24659,24183.1
2638.267,24660,24184.2
2638.288,24661,24185.2
2638.321,24662,24186.2
2638.352,24663,24187.3
2638.374,24664,24188.3
2638.413,24665,24189.4
2638.448,24666,24190.4
2638.483,24667,24191.4
2638.509,24668,24192.4
2638.54,24669,24193.4
2638.573,24670,24194.4
2638.596,24671,24195.4
2638.63,24672,24196.5
2638.67,24673,24197.5
2638.699,24674,24198.5
2638.731,24675,24199.5
2638.76,24676,24200.5
2638.787,24677,24201.6
2638.812,24678,24202.6
2638.846,24679,24203.7
2638.886,24680,24204.8
2638.922,24681,24205.8
2638.948,24682,24206.9
2638.982,24683,24207.9
2639.009,24684,24209
2639.03,24685,24210
2639.068,24686,24211.1
2639.103,24687,24212.2
2639.14,24688,24213.3
2639.168,24689,24214.4
2639.21,24690,24215.5
2639.246,24691,24216.6
2639.284,24692,24217.7
2639.318,24693,24218.8
2639.353,24694,24219.9
2639.387,24695,24221
2639.432,24696,24222.1
2639.456,24697,24223.2
2639.489,24698,24224.3
2639.524,24699,24225.4
2639.563,24700,24226.5
2639.602,24701,24227.6
2639.637,24702,24228.7
2639.684,24703,24229.8
2639.721,24704,24230.9
2639.766,24705,24232.1
2639.797,24706,24233.1
2639.834,24707,24234.3
2639.872,24708,24235.4
2639.908,24709,24236.5
2639.933,24710,24237.6
2639.962,24711,24238.6
2640,24712,24239.8
2640.035,24713,24240.9
2640.062,24714,24242
2640.094,24715,24243.1
2640.133,24716,24244.2
2640.165,24717,24245.3
2640.188,24718,24246.3
2640.214,24719,24247.4
2640.245,24720,24248.5
2640.28,24721,24249.6
2640.309,24722,24250.7
2640.343,24723,24251.8
2640.377,24724,24252.9
2640.41,24725,24254
2640.447,24726,24255.1
2640.483,24727,24256.1
2640.518,24728,24257.2
2640.545,24729,24258.3
2640.575,24730,24259.4
2640.612,24731,24260.4
2640.655,24732,24261.5
2640.688,24733,24262.6
2640.729,24734,24263.7
2640.763,24735,24264.8
2640.798,24736,24265.8
2640.843,24737,24266.9
2640.873,24738,24267.9
2640.908,24739,24269
2640.943,24740,24270
2640.977,24741,24271.1
2641.012,24742,24272.1
2641.046,24743,24273.2
2641.071,24744,24274.2
2641.108,24745,24275.2
2641.141,24746,24276.2
2641.173,24747,24277.2
2641.211,24748,24278.2
2641.251,24749,24279.2
2641.279,24750,24280.2
2641.304,24751,24281.2
2641.327,24752,24282.2
2641.357,24753,24283.2
2641.383,24754,24284.2
2641.405,24755,24285.2
2641.438,24756,24286.2
2641.456,24757,24287.2
2641.48,24758,24288.1
2641.507,24759,24289.1
2641.546,24760,24290.1
2641.572,24761,24291
2641.61,24762,24292
2641.651,24763,24292.9
2641.684,24764,24293.9
2641.712,24765,24294.9
2641.744,24766,24295.8
2641.768,24767,24296.8
2641.8,24768,24297.8
2641.833,24769,24298.8
2641.865,24770,24299.7
2641.906,24771,24300.7
2641.936,24772,24301.7
2641.974,24773,24302.6
2642.001,24774,24303.6
2642.02,24775,24304.6
2642.055,24776,24305.6
2642.085,24777,24306.6
2642.119,24778,24307.6
2642.154,24779,24308.6
2642.188,24780,24309.6
2642.221,24781,24310.6
2642.246,24782,24311.6
2642.266,24783,24312.7
2642.295,24784,24313.7
2642.333,24785,24314.7
2642.363,24786,24315.7
2642.391,24787,24316.7
2642.43,24788,24317.7
2642.47,24789,24318.7
2642.503,24790,24319.7
2642.526,24791,24320.7
2642.553,24792,24321.7
2642.588,24793,24322.7
2642.621,24794,24323.7
2642.658,24795,24324.7
2642.701,24796,24325.7
2642.726,24797,24326.6
2642.761,24798,24327.6
2642.79,24799,24328.6
2642.832,24800,24329.6
2642.861,24801,24330.5
2642.895,24802,24331.5
2642.923,24803,24332.5
2642.95,24804,24333.5
2642.97,24805,24334.5
2643.003,24806,24335.4
2643.029,24807,24336.4
2643.066,24808,24337.4
2643.095,24809,24338.4
2643.115,24810,24339.3
2643.137,24811,24340.3
2643.164,24812,24341.3
2643.199,24813,24342.3
2643.226,24814,24343.3
2643.247,24815,24344.2
2643.27,24816,24345.2
2643.305,24817,24346.2
2643.338,24818,24347.2
2643.378,24819,24348.2
2643.42,24820,24349.2
2643.457,24821,24350.2
2643.483,24822,24351.2
2643.522,24823,24352.2
2643.553,24824,24353.2
2643.576,24825,24354.2
2643.607,24826,24355.3
2643.639,24827,24356.3
2643.671,24828,24357.4
2643.712,24829,24358.4
2643.754,24830,24359.5
2643.78,24831,24360.6
2643.818,24832,24361.6
2643.856,24833,24362.7
2643.893,24834,24363.8
2643.932,24835,24364.8
2643.967,24836,24365.9
2643.996,24837,24367
2644.022,24838,24368.1
2644.059,24839,24369.2
2644.1,24840,24370.3
2644.138,24841,24371.4
2644.163,24842,24372.5
2644.206,24843,24373.6
2644.249,24844,24374.8
2644.293,24845,24375.9
2644.327,24846,24377
2644.365,24847,24378.1
2644.399,24848,24379.1
2644.429,24849,24380.2
2644.459,24850,24381.3
2644.488,24851,24382.4
2644.517,24852,24383.4
2644.558,24853,24384.5
2644.596,24854,24385.6
2644.627,24855,24386.7
2644.652,24856,24387.7
2644.681,24857,24388.8
2644.726,24858,24389.9
2644.766,24859,24391
2644.789,24860,24392
2644.83,24861,24393.1
2644.857,24862,24394.2
2644.888,24863,24395.3
2644.911,24864,24396.3
2644.937,24865,24397.4
2644.979,24866,24398.4
2645,24867,24399.5
2645.036,24868,24400.5
2645.068,24869,24401.6
2645.108,24870,24402.6
2645.156,24871,24403.7
2645.189,24872,24404.7
2645.216,24873,24405.8
2645.249,24874,24406.8
2645.284,24875,24407.9
2645.326,24876,24408.9
2645.35,24877,24410
2645.378,24878,24411
2645.412,24879,24412.1
2645.431,24880,24413.1
2645.47,24881,24414.2
2645.508,24882,24415.2
2645.544,24883,24416.3
2645.577,24884,24417.3
2645.62,24885,24418.4
2645.644,24886,24419.5
2645.677,24887,24420.5
2645.713,24888,24421.6
2645.757,24889,24422.7
2645.788,24890,24423.8
2645.816,24891,24424.9
2645.846,24892,24425.9
2645.872,24893,24427
2645.915,24894,24428.1
2645.947,24895,24429.2
2645.971,24896,24430.3
2646.01,24897,24431.4
2646.04,24898,24432.5
2646.079,24899,24433.6
2646.116,24900,24434.8
2646.151,24901,24435.9
2646.181,24902,24437
2646.218,24903,24438.1
2646.247,24904,24439.2
2646.283,24905,24440.3
2646.317,24906,24441.4
2646.355,24907,24442.6
2646.387,24908,24443.7
2646.426,24909,24444.8
2646.461,24910,24445.9
2646.501,24911,24447
2646.54,24912,24448.2
2646.567,24913,24449.3
2646.608,24914,24450.4
2646.647,24915,24451.5
2646.683,24916,24452.7
2646.716,24917,24453.8
2646.754,24918,24455
2646.79,24919,24456.1
2646.825,24920,24457.3
2646.864,24921,24458.4
2646.908,24922,24459.6
2646.936,24923,24460.7
2646.971,24924,24461.9
2647.002,24925,24463
2647.045,24926,24464.2
2647.077,24927,24465.3
2647.119,24928,24466.4
2647.156,24929,24467.6
2647.182,24930,24468.7
2647.208,24931,24469.7
2647.244,24932,24470.9
2647.278,24933,24472
2647.309,24934,24473.1
2647.351,24935,24474.2
2647.376,24936,24475.3
2647.421,24937,24476.5
2647.466,24938,24477.6
2647.513,24939,24478.8
2647.544,24940,24479.9
2647.57,24941,24481
2647.608,24942,24482.1
2647.633,24943,24483.2
2647.662,24944,24484.3
2647.709,24945,24485.5
2647.754,24946,24486.6
2647.787,24947,24487.8
2647.821,24948,24488.9
2647.855,24949,24490.1
2647.889,24950,24491.2
2647.932,24951,24492.4
2647.961,24952,24493.5
2647.994,24953,24494.6
2648.033,24954,24495.8
2648.066,24955,24496.9
2648.11,24956,24498
2648.15,24957,24499.1
2648.189,24958,24500.2
2648.222,24959,24501.3
2648.266,24960,24502.4
2648.302,24961,24503.5
2648.337,24962,24504.6
2648.374,24963,24505.7
2648.414,24964,24506.8
2648.445,24965,24507.9
2648.483,24966,24508.9
2648.519,24967,24510
2648.545,24968,24511.1
2648.577,24969,24512.1
2648.604,24970,24513.2
2648.623,24971,24514.2
2648.656,24972,24515.3
2648.699,24973,24516.4
2648.744,24974,24517.5
2648.769,24975,24518.5
2648.793,24976,24519.6
2648.833,24977,24520.6
2648.868,24978,24521.6
2648.907,24979,24522.6
2648.938,24980,24523.6
2648.978,24981,24524.6
2649.015,24982,24525.6
2649.043,24983,24526.7
2649.066,24984,24527.7
2649.094,24985,24528.7
2649.12,24986,24529.7
2649.152,24987,24530.7
2649.193,24988,24531.7
2649.216,24989,24532.7
2649.239,24990,24533.7
2649.278,24991,24534.7
2649.315,24992,24535.7
2649.352,24993,24536.7
2649.386,24994,24537.7
2649.412,24995,24538.7
2649.449,24996,24539.7
2649.483,24997,24540.7
2649.509,24998,24541.7
2649.546,24999,24542.8
2649.579,25000,24543.8
2649.606,25001,24544.8
2649.644,25002,24545.8
2649.664,25003,24546.8
2649.687,25004,24547.8
2649.726,25005,24548.9
2649.761,25006,24549.9
2649.785,25007,24550.9
2649.814,25008,24552
2649.857,25009,24553
2649.897,25010,24554
2649.939,25011,24555.1
2649.975,25012,24556.1
2650.01,25013,24557.2
2650.043,25014,24558.2
2650.072,25015,24559.2
2650.118,25016,24560.3
2650.156,25017,24561.3
2650.193,25018,24562.4
2650.224,25019,24563.4
2650.247,25020,24564.5
2650.285,25021,24565.5
2650.317,25022,24566.6
2650.346,25023,24567.6
2650.368,25024,24568.7
2650.4,25025,24569.7
2650.436,25026,24570.8
2650.479,25027,24571.8
2650.522,25028,24572.8
2650.565,25029,24573.9
2650.612,25030,24574.9
2650.635,25031,24576
2650.671,25032,24577
2650.712,25033,24578
2650.75,25034,24579.1
2650.775,25035,24580.1
2650.807,25036,24581.1
2650.844,25037,24582.1
2650.872,25038,24583.1
2650.9,25039,24584.1
2650.929,25040,24585.1
2650.96,25041,24586.1
2650.995,25042,24587.1
2651.03,25043,24588.1
2651.074,25044,24589.1
2651.109,25045,24590.1
2651.15,25046,24591
2651.171,25047,24592
2651.207,25048,24593
2651.226,25049,24594
2651.255,25050,24595
2651.282,25051,24596
2651.302,25052,24597
2651.327,25053,24598
2651.356,25054,24599
2651.384,25055,24599.9
2651.421,25056,24600.9
2651.456,25057,24601.9
2651.488,25058,24602.8
2651.525,25059,24603.8
2651.564,25060,24604.7
2651.606,25061,24605.7
2651.637,25062,24606.7
2651.676,25063,24607.6
2651.708,25064,24608.6
2651.731,25065,24609.6
2651.766,25066,24610.5
2651.807,25067,24611.5
2651.84,25068,24612.5
2651.868,25069,24613.5
2651.911,25070,24614.5
2651.93,25071,24615.5
2651.956,25072,24616.5
2651.989,25073,24617.5
2652.021,25074,24618.4
2652.045,25075,24619.4
2652.069,25076,24620.4
2652.104,25077,24621.5
2652.144,25078,24622.5
2652.164,25079,24623.5
2652.197,25080,24624.5
2652.227,25081,24625.5
2652.256,25082,24626.5
2652.282,25083,24627.5
2652.307,25084,24628.5
2652.344,25085,24629.5
2652.386,25086,24630.5
2652.426,25087,24631.5
2652.456,25088,24632.5
2652.499,25089,24633.6
2652.538,25090,24634.6
2652.566,25091,24635.6
2652.601,25092,24636.6
2652.642,25093,24637.6
2652.671,25094,24638.6
2652.715,25095,24639.6
2652.739,25096,24640.7
2652.774,25097,24641.7
2652.805,25098,24642.8
2652.845,25099,24643.8
2652.888,25100,24644.9
2652.922,25101,24645.9
2652.955,25102,24647
2652.989,25103,24648
2653.02,25104,24649
2653.06,25105,24650.1
2653.1,25106,24651.2
2653.136,25107,24652.3
2653.182,25108,24653.4
2653.214,25109,24654.5
2653.236,25110,24655.5
2653.274,25111,24656.6
2653.301,25112,24657.7
2653.326,25113,24658.7
2653.354,25114,24659.8
2653.394,25115,24660.9
2653.431,25116,24661.9
2653.463,25117,24663
2653.505,25118,24664.1
2653.548,25119,24665.2
2653.579,25120,24666.2
2653.624,25121,24667.3
2653.67,25122,24668.4
2653.711,25123,24669.5
2653.746,25124,24670.5
2653.775,25125,24671.6
2653.818,25126,24672.7
2653.855,25127,24673.7
2653.882,25128,24674.8
2653.916,25129,24675.9
2653.949,25130,24676.9
2653.986,25131,24678
2654.027,25132,24679.1
2654.053,25133,24680.1
2654.087,25134,24681.2
