depth_m,age_ice_calBP,age_gas_calBP
717.357,2976,2790.7
717.635,2977,2791.8
717.798,2978,2792.8
718.009,2979,2793.8
718.204,2980,2794.8
718.447,2981,2795.9
718.69,2982,2796.9
718.933,2983,2797.9
719.124,2984,2799
719.406,2985,2800
719.617,2986,2801
719.805,2987,2802
719.978,2988,2803.1
720.215,2989,2804.1
720.426,2990,2805.1
720.591,2991,2806.1
720.826,2992,2807.1
721.018,2993,2808.2
721.21,2994,2809.2
721.427,2995,2810.2
721.62,2996,2811.2
721.933,2997,2812.2
722.176,2998,2813.2
722.392,2999,2814.2
722.608,3000,2815.2
722.848,3001,2816.2
723.042,3002,2817.2
723.284,3003,2818.3
723.429,3004,2819.3
723.598,3005,2820.3
723.792,3006,2821.3
723.937,3007,2822.3
724.226,3008,2823.3
724.369,3009,2824.3
724.63,3010,2825.3
724.821,3011,2826.3
725.037,3012,2827.3
725.228,3013,2828.2
725.49,3014,2829.2
725.704,3015,2830.2
725.894,3016,2831.2
726.11,3017,2832.2
726.325,3018,2833.2
726.516,3019,2834.2
726.684,3020,2835.2
726.947,3021,2836.1
727.195,3022,2837.1
727.419,3023,2838.1
727.643,3024,2839.1
727.793,3025,2840.1
727.993,3026,2841.1
728.21,3027,2842.1
728.345,3028,2843.1
728.615,3029,2844
728.804,3030,2845
728.966,3031,2846
729.169,3032,2847
729.444,3033,2848
729.619,3034,2849
729.869,3035,2850
730.022,3036,2851
730.288,3037,2852
730.501,3038,2852.9
730.66,3039,2853.9
730.846,3040,2854.9
731.108,3041,2855.9
731.285,3042,2856.9
731.486,3043,2857.8
731.637,3044,2858.8
731.873,3045,2859.8
732.128,3046,2860.8
732.36,3047,2861.7
732.602,3048,2862.7
732.817,3049,2863.7
732.986,3050,2864.7
733.178,3051,2865.7
733.4,3052,2866.7
733.621,3053,2867.6
733.793,3054,2868.6
733.965,3055,2869.6
734.152,3056,2870.6
734.3,3057,2871.6
734.535,3058,2872.6
734.794,3059,2873.6
734.958,3060,2874.6
735.248,3061,2875.6
735.433,3062,2876.5
735.644,3063,2877.5
735.829,3064,2878.5
735.988,3065,2879.5
736.138,3066,2880.5
736.361,3067,2881.5
736.56,3068,2882.5
736.758,3069,2883.5
737.045,3070,2884.5
737.319,3071,2885.6
737.534,3072,2886.6
737.724,3073,2887.6
737.986,3074,2888.6
738.171,3075,2889.6
738.399,3076,2890.6
738.604,3077,2891.6
738.763,3078,2892.6
738.991,3079,2893.6
739.184,3080,2894.7
739.448,3081,2895.7
739.64,3082,2896.7
739.88,3083,2897.7
740.073,3084,2898.8
740.309,3085,2899.8
740.498,3086,2900.8
740.71,3087,2901.8
740.97,3088,2902.8
741.155,3089,2903.8
741.451,3090,2904.7
741.639,3091,2905.7
741.801,3092,2906.7
742.017,3093,2907.7
742.255,3094,2908.7
742.469,3095,2909.7
742.635,3096,2910.7
742.897,3097,2911.7
743.07,3098,2912.7
743.248,3099,2913.7
743.425,3100,2914.6
743.629,3101,2915.6
743.756,3102,2916.6
744.009,3103,2917.6
744.223,3104,2918.6
744.41,3105,2919.5
744.573,3106,2920.5
744.806,3107,2921.5
744.993,3108,2922.5
745.166,3109,2923.4
745.331,3110,2924.4
745.572,3111,2925.4
745.765,3112,2926.3
745.982,3113,2927.3
746.179,3114,2928.3
746.35,3115,2929.3
746.62,3116,2930.3
746.865,3117,2931.3
747.037,3118,2932.3
747.225,3119,2933.3
747.473,3120,2934.3
747.705,3121,2935.3
747.921,3122,2936.3
748.092,3123,2937.3
748.259,3124,2938.3
748.498,3125,2939.3
748.665,3126,2940.4
748.93,3127,2941.5
749.172,3128,2942.5
749.367,3129,2943.6
749.586,3130,2944.6
749.757,3131,2945.6
750.028,3132,2946.7
750.245,3133,2947.8
750.462,3134,2948.8
750.751,3135,2949.9
751.019,3136,2950.9
751.2,3137,2952
751.45,3138,2953
751.639,3139,2954.1
751.813,3140,2955.1
752.09,3141,2956.2
752.337,3142,2957.2
752.624,3143,2958.3
752.807,3144,2959.3
753.047,3145,2960.4
753.238,3146,2961.4
753.477,3147,2962.5
753.668,3148,2963.5
753.883,3149,2964.5
754.099,3150,2965.6
754.312,3151,2966.6
754.549,3152,2967.6
754.763,3153,2968.7
754.976,3154,2969.7
755.185,3155,2970.7
755.315,3156,2971.7
755.523,3157,2972.7
755.731,3158,2973.7
755.961,3159,2974.7
756.118,3160,2975.7
756.331,3161,2976.7
756.544,3162,2977.7
756.805,3163,2978.6
756.995,3164,2979.6
757.224,3165,2980.6
757.446,3166,2981.6
757.568,3167,2982.6
757.811,3168,2983.6
758.029,3169,2984.6
758.172,3170,2985.6
758.386,3171,2986.6
758.531,3172,2987.6
758.742,3173,2988.6
758.952,3174,2989.6
759.188,3175,2990.5
759.318,3176,2991.5
759.556,3177,2992.6
759.752,3178,2993.6
760.014,3179,2994.6
760.213,3180,2995.6
760.361,3181,2996.6
760.611,3182,2997.6
760.861,3183,2998.6
761.107,3184,2999.6
761.296,3185,3000.6
761.532,3186,3001.7
761.72,3187,3002.7
762.005,3188,3003.7
762.218,3189,3004.8
762.383,3190,3005.8
762.619,3191,3006.8
762.878,3192,3007.9
763.099,3193,3008.9
763.335,3194,3009.9
763.544,3195,3011
763.754,3196,3012
763.942,3197,3013
764.119,3198,3014
764.313,3199,3015.1
764.589,3200,3016.1
764.727,3201,3017.1
764.951,3202,3018.1
765.207,3203,3019.2
765.426,3204,3020.2
765.617,3205,3021.2
765.835,3206,3022.3
766.012,3207,3023.3
766.24,3208,3024.3
766.44,3209,3025.3
766.611,3210,3026.3
766.839,3211,3027.3
767.076,3212,3028.4
767.272,3213,3029.4
767.468,3214,3030.4
767.636,3215,3031.4
767.832,3216,3032.4
768.11,3217,3033.5
768.278,3218,3034.5
768.53,3219,3035.5
768.726,3220,3036.5
768.922,3221,3037.5
769.167,3222,3038.6
769.38,3223,3039.6
769.532,3224,3040.6
769.806,3225,3041.6
770.039,3226,3042.6
770.284,3227,3043.7
770.498,3228,3044.7
770.651,3229,3045.7
770.835,3230,3046.7
771.133,3231,3047.7
771.292,3232,3048.8
771.566,3233,3049.8
771.771,3234,3050.8
771.999,3235,3051.8
772.228,3236,3052.9
772.41,3237,3053.9
772.592,3238,3054.9
772.774,3239,3056
773.016,3240,3057
773.182,3241,3058
773.427,3242,3059.1
773.673,3243,3060.1
773.915,3244,3061.1
774.053,3245,3062.2
774.236,3246,3063.2
774.396,3247,3064.2
774.648,3248,3065.2
774.831,3249,3066.3
775.037,3250,3067.3
775.282,3251,3068.3
775.491,3252,3069.3
775.783,3253,3070.4
776.019,3254,3071.4
776.215,3255,3072.4
776.495,3256,3073.5
776.627,3257,3074.5
776.892,3258,3075.6
777.106,3259,3076.6
777.32,3260,3077.6
777.561,3261,3078.7
777.803,3262,3079.7
777.997,3263,3080.8
778.24,3264,3081.8
778.429,3265,3082.9
778.618,3266,3083.9
778.861,3267,3085
779.037,3268,3086
779.297,3269,3087.1
779.453,3270,3088.1
779.661,3271,3089.1
779.894,3272,3090.2
780.132,3273,3091.3
780.344,3274,3092.3
780.608,3275,3093.4
780.792,3276,3094.4
781.079,3277,3095.5
781.305,3278,3096.5
781.502,3279,3097.6
781.699,3280,3098.6
781.925,3281,3099.7
782.156,3282,3100.7
782.352,3283,3101.8
782.575,3284,3102.9
782.826,3285,3103.9
783.041,3286,3105
783.272,3287,3106.1
783.478,3288,3107.2
783.683,3289,3108.2
783.939,3290,3109.3
784.182,3291,3110.4
784.423,3292,3111.5
784.584,3293,3112.6
784.825,3294,3113.6
785.067,3295,3114.7
785.278,3296,3115.8
785.435,3297,3116.8
785.698,3298,3117.9
785.856,3299,3118.9
786.157,3300,3120
786.422,3301,3121.1
786.607,3302,3122.1
786.872,3303,3123.2
787.091,3304,3124.3
787.307,3305,3125.3
787.571,3306,3126.4
787.883,3307,3127.5
788.078,3308,3128.5
788.369,3309,3129.6
788.564,3310,3130.6
788.758,3311,3131.6
788.928,3312,3132.7
789.146,3313,3133.7
789.337,3314,3134.8
789.527,3315,3135.8
789.813,3316,3136.8
790.029,3317,3137.8
790.239,3318,3138.8
790.45,3319,3139.8
790.684,3320,3140.9
790.895,3321,3141.9
791.178,3322,3142.9
791.342,3323,3143.9
791.554,3324,3144.9
791.765,3325,3145.9
791.977,3326,3146.9
792.145,3327,3147.9
792.311,3328,3148.8
792.548,3329,3149.8
792.809,3330,3150.8
793.027,3331,3151.7
793.202,3332,3152.7
793.348,3333,3153.7
793.59,3334,3154.7
793.777,3335,3155.6
794.026,3336,3156.6
794.212,3337,3157.6
794.397,3338,3158.5
794.609,3339,3159.5
794.742,3340,3160.4
794.98,3341,3161.4
795.19,3342,3162.4
795.423,3343,3163.3
795.586,3344,3164.3
795.796,3345,3165.2
796.034,3346,3166.2
796.169,3347,3167.2
796.357,3348,3168.2
796.626,3349,3169.2
796.841,3350,3170.1
797.02,3351,3171.1
797.206,3352,3172.1
797.418,3353,3173.1
797.63,3354,3174.1
797.789,3355,3175.1
797.995,3356,3176.1
798.23,3357,3177
798.463,3358,3178
798.671,3359,3179
798.93,3360,3180
799.167,3361,3181
799.346,3362,3182
799.525,3363,3182.9
799.781,3364,3183.9
799.961,3365,3184.9
800.192,3366,3185.9
800.35,3367,3186.9
800.563,3368,3187.9
800.84,3369,3188.8
801.052,3370,3189.8
801.236,3371,3190.8
801.393,3372,3191.8
801.655,3373,3192.8
801.864,3374,3193.8
802.038,3375,3194.7
802.274,3376,3195.7
802.483,3377,3196.7
802.745,3378,3197.7
802.983,3379,3198.6
803.144,3380,3199.6
803.353,3381,3200.6
803.537,3382,3201.6
803.694,3383,3202.6
803.904,3384,3203.6
804.118,3385,3204.5
804.321,3386,3205.5
804.499,3387,3206.5
804.702,3388,3207.5
804.906,3389,3208.5
805.168,3390,3209.5
805.337,3391,3210.5
805.542,3392,3211.5
805.785,3393,3212.5
805.954,3394,3213.5
806.127,3395,3214.5
806.338,3396,3215.5
806.609,3397,3216.5
806.838,3398,3217.5
807.077,3399,3218.5
807.293,3400,3219.5
807.509,3401,3220.5
807.698,3402,3221.5
807.914,3403,3222.5
808.099,3404,3223.5
808.341,3405,3224.5
808.529,3406,3225.5
808.797,3407,3226.6
809.012,3408,3227.6
809.207,3409,3228.6
809.444,3410,3229.6
809.682,3411,3230.6
809.919,3412,3231.7
810.119,3413,3232.7
810.304,3414,3233.7
810.49,3415,3234.7
810.675,3416,3235.7
810.888,3417,3236.7
811.124,3418,3237.8
811.341,3419,3238.8
811.58,3420,3239.8
811.766,3421,3240.8
811.953,3422,3241.8
812.226,3423,3242.8
812.5,3424,3243.8
812.696,3425,3244.8
812.864,3426,3245.8
813.115,3427,3246.8
813.332,3428,3247.8
813.527,3429,3248.8
813.721,3430,3249.8
813.943,3431,3250.7
814.109,3432,3251.7
814.307,3433,3252.7
814.474,3434,3253.7
814.697,3435,3254.7
814.893,3436,3255.7
815.113,3437,3256.7
815.333,3438,3257.7
815.553,3439,3258.7
815.828,3440,3259.6
816.077,3441,3260.6
816.302,3442,3261.6
816.44,3443,3262.6
816.634,3444,3263.6
816.856,3445,3264.6
817.022,3446,3265.6
817.187,3447,3266.6
817.376,3448,3267.6
817.594,3449,3268.6
817.811,3450,3269.6
818.029,3451,3270.6
818.252,3452,3271.6
818.506,3453,3272.6
818.703,3454,3273.6
818.872,3455,3274.6
819.14,3456,3275.6
819.349,3457,3276.6
819.543,3458,3277.6
819.681,3459,3278.6
819.901,3460,3279.6
820.143,3461,3280.6
820.391,3462,3281.6
820.587,3463,3282.6
820.838,3464,3283.6
821.038,3465,3284.6
821.313,3466,3285.6
821.558,3467,3286.7
821.799,3468,3287.7
822.012,3469,3288.7
822.224,3470,3289.7
822.441,3471,3290.7
822.631,3472,3291.7
822.82,3473,3292.7
823.01,3474,3293.7
823.25,3475,3294.7
823.444,3476,3295.8
823.638,3477,3296.8
823.859,3478,3297.8
824.053,3479,3298.8
824.305,3480,3299.8
824.496,3481,3300.8
824.715,3482,3301.8
824.961,3483,3302.8
825.123,3484,3303.8
825.372,3485,3304.8
825.541,3486,3305.8
825.739,3487,3306.9
825.933,3488,3307.9
826.079,3489,3308.9
826.304,3490,3310
826.527,3491,3311
826.806,3492,3312
827.001,3493,3313.1
827.196,3494,3314.1
827.447,3495,3315.1
827.642,3496,3316.1
827.921,3497,3317.1
828.139,3498,3318.1
828.355,3499,3319.2
828.577,3500,3320.2
828.826,3501,3321.2
828.992,3502,3322.2
829.198,3503,3323.2
829.418,3504,3324.2
829.609,3505,3325.2
829.883,3506,3326.2
830.098,3507,3327.2
830.325,3508,3328.2
830.533,3509,3329.2
830.741,3510,3330.2
830.949,3511,3331.2
831.145,3512,3332.2
831.336,3513,3333.2
831.533,3514,3334.2
831.729,3515,3335.2
831.926,3516,3336.2
832.123,3517,3337.2
832.314,3518,3338.2
832.503,3519,3339.2
832.718,3520,3340.2
832.933,3521,3341.2
833.12,3522,3342.2
833.278,3523,3343.2
833.469,3524,3344.3
833.687,3525,3345.3
833.879,3526,3346.3
834.07,3527,3347.3
834.308,3528,3348.3
834.49,3529,3349.3
834.672,3530,3350.3
834.88,3531,3351.3
835.114,3532,3352.3
835.368,3533,3353.4
835.608,3534,3354.4
835.795,3535,3355.4
836.062,3536,3356.4
836.316,3537,3357.5
836.504,3538,3358.5
836.718,3539,3359.6
836.959,3540,3360.6
837.2,3541,3361.7
837.469,3542,3362.8
837.685,3543,3363.8
837.874,3544,3364.8
838.036,3545,3365.9
838.257,3546,3367
838.447,3547,3368
838.664,3548,3369.1
838.908,3549,3370.2
839.148,3550,3371.2
839.311,3551,3372.3
839.576,3552,3373.4
839.814,3553,3374.4
840,3554,3375.5
840.261,3555,3376.6
840.418,3556,3377.6
840.678,3557,3378.7
840.917,3558,3379.7
841.157,3559,3380.8
841.433,3560,3381.9
841.743,3561,3383
841.913,3562,3384
842.129,3563,3385
842.302,3564,3386.1
842.544,3565,3387.2
842.786,3566,3388.2
842.947,3567,3389.3
843.175,3568,3390.3
843.395,3569,3391.4
843.593,3570,3392.4
843.792,3571,3393.5
844.046,3572,3394.5
844.235,3573,3395.6
844.518,3574,3396.7
844.687,3575,3397.7
844.914,3576,3398.7
845.084,3577,3399.8
845.305,3578,3400.8
845.583,3579,3401.8
845.818,3580,3402.9
846.007,3581,3403.9
846.226,3582,3404.9
846.502,3583,3406
846.668,3584,3407
846.916,3585,3408
847.109,3586,3409.1
847.298,3587,3410.1
847.463,3588,3411.1
847.654,3589,3412.1
847.874,3590,3413.1
848.111,3591,3414.1
848.326,3592,3415.1
848.575,3593,3416.1
848.878,3594,3417.2
849.112,3595,3418.2
849.335,3596,3419.2
849.558,3597,3420.2
849.726,3598,3421.2
849.921,3599,3422.2
850.101,3600,3423.2
850.277,3601,3424.2
850.512,3602,3425.2
850.684,3603,3426.2
850.864,3604,3427.2
851.054,3605,3428.3
851.229,3606,3429.3
851.501,3607,3430.3
851.671,3608,3431.3
851.946,3609,3432.3
852.178,3610,3433.3
852.412,3611,3434.3
852.698,3612,3435.3
852.854,3613,3436.3
853.01,3614,3437.3
853.203,3615,3438.3
853.473,3616,3439.3
853.689,3617,3440.3
853.878,3618,3441.3
854.094,3619,3442.3
854.319,3620,3443.4
854.545,3621,3444.4
854.77,3622,3445.4
854.968,3623,3446.4
855.205,3624,3447.4
855.383,3625,3448.4
855.552,3626,3449.4
855.765,3627,3450.5
855.979,3628,3451.5
856.176,3629,3452.5
856.447,3630,3453.5
856.637,3631,3454.6
856.87,3632,3455.6
857.044,3633,3456.6
857.28,3634,3457.6
857.473,3635,3458.6
857.694,3636,3459.7
857.942,3637,3460.7
858.193,3638,3461.7
858.381,3639,3462.7
858.569,3640,3463.7
858.758,3641,3464.7
859,3642,3465.8
859.239,3643,3466.8
859.43,3644,3467.8
859.676,3645,3468.8
859.922,3646,3469.8
860.14,3647,3470.8
860.338,3648,3471.9
860.534,3649,3472.9
860.798,3650,3473.9
861.025,3651,3474.9
861.218,3652,3475.9
861.487,3653,3476.9
861.729,3654,3477.9
861.917,3655,3479
862.076,3656,3480
862.282,3657,3481
862.444,3658,3482
862.714,3659,3483
862.93,3660,3484.1
863.119,3661,3485.1
863.284,3662,3486.1
863.53,3663,3487.1
863.748,3664,3488.1
863.939,3665,3489.2
864.103,3666,3490.2
864.351,3667,3491.2
864.541,3668,3492.2
864.759,3669,3493.2
865.003,3670,3494.2
865.225,3671,3495.2
865.475,3672,3496.3
865.614,3673,3497.3
865.808,3674,3498.3
866.086,3675,3499.3
866.323,3676,3500.3
866.537,3677,3501.3
866.702,3678,3502.3
866.963,3679,3503.4
867.224,3680,3504.4
867.466,3681,3505.4
867.718,3682,3506.4
867.913,3683,3507.4
868.108,3684,3508.4
868.267,3685,3509.4
868.532,3686,3510.5
868.726,3687,3511.5
868.877,3688,3512.5
869.115,3689,3513.5
869.363,3690,3514.5
869.583,3691,3515.5
869.803,3692,3516.5
870.05,3693,3517.6
870.215,3694,3518.6
870.376,3695,3519.6
870.538,3696,3520.6
870.836,3697,3521.6
871.026,3698,3522.6
871.242,3699,3523.5
871.463,3700,3524.5
871.601,3701,3525.5
871.85,3702,3526.5
872.07,3703,3527.5
872.281,3704,3528.5
872.498,3705,3529.5
872.759,3706,3530.4
872.954,3707,3531.4
873.127,3708,3532.4
873.348,3709,3533.3
873.543,3710,3534.3
873.793,3711,3535.3
873.988,3712,3536.2
874.182,3713,3537.2
874.393,3714,3538.1
874.567,3715,3539.1
874.719,3716,3540.1
875.001,3717,3541.1
875.196,3718,3542
875.406,3719,3543
875.571,3720,3544
875.763,3721,3545
875.928,3722,3546
876.111,3723,3546.9
876.271,3724,3547.9
876.458,3725,3548.9
876.618,3726,3549.9
876.832,3727,3550.8
877.111,3728,3551.8
877.375,3729,3552.7
877.614,3730,3553.7
877.88,3731,3554.6
878.092,3732,3555.6
878.282,3733,3556.5
878.499,3734,3557.5
878.716,3735,3558.4
878.876,3736,3559.4
879.063,3737,3560.4
879.331,3738,3561.3
879.543,3739,3562.3
879.755,3740,3563.3
879.941,3741,3564.2
880.147,3742,3565.2
880.379,3743,3566.2
880.56,3744,3567.1
880.741,3745,3568.1
880.895,3746,3569.1
881.148,3747,3570
881.327,3748,3571
881.557,3749,3571.9
881.762,3750,3572.9
881.941,3751,3573.8
882.121,3752,3574.8
882.27,3753,3575.8
882.475,3754,3576.7
882.681,3755,3577.7
882.861,3756,3578.6
883.089,3757,3579.6
883.288,3758,3580.5
883.47,3759,3581.5
883.704,3760,3582.5
883.886,3761,3583.4
884.144,3762,3584.4
884.339,3763,3585.3
884.495,3764,3586.3
884.681,3765,3587.3
884.868,3766,3588.2
885.135,3767,3589.2
885.325,3768,3590.2
885.588,3769,3591.1
885.772,3770,3592.1
885.956,3771,3593.1
886.202,3772,3594
886.418,3773,3595
886.661,3774,3596
886.823,3775,3596.9
887.012,3776,3597.9
887.18,3777,3598.9
887.397,3778,3599.9
887.64,3779,3600.9
887.856,3780,3601.9
888.045,3781,3602.9
888.264,3782,3603.9
888.399,3783,3604.9
888.642,3784,3605.9
888.885,3785,3606.8
889.047,3786,3607.9
889.258,3787,3608.9
889.431,3788,3609.9
889.604,3789,3610.9
889.841,3790,3612
890.057,3791,3613
890.232,3792,3614
890.397,3793,3615
890.644,3794,3616.1
890.919,3795,3617.1
891.139,3796,3618.1
891.341,3797,3619.2
891.584,3798,3620.2
891.8,3799,3621.3
892.016,3800,3622.3
892.23,3801,3623.4
892.419,3802,3624.4
892.662,3803,3625.5
892.959,3804,3626.5
893.228,3805,3627.6
893.467,3806,3628.6
893.629,3807,3629.7
893.899,3808,3630.7
894.168,3809,3631.8
894.347,3810,3632.8
894.552,3811,3633.9
894.779,3812,3634.9
895.006,3813,3636
895.238,3814,3637
895.428,3815,3638
895.618,3816,3639.1
895.836,3817,3640.1
896.081,3818,3641.2
896.347,3819,3642.2
896.524,3820,3643.3
896.769,3821,3644.3
896.924,3822,3645.4
897.146,3823,3646.4
897.313,3824,3647.4
897.527,3825,3648.5
897.661,3826,3649.5
897.843,3827,3650.5
898.043,3828,3651.6
898.291,3829,3652.6
898.552,3830,3653.6
898.735,3831,3654.7
899.027,3832,3655.7
899.239,3833,3656.7
899.504,3834,3657.8
899.663,3835,3658.8
899.945,3836,3659.8
900.127,3837,3660.9
900.401,3838,3661.9
900.538,3839,3662.9
900.766,3840,3663.9
901.041,3841,3665
901.256,3842,3666
901.472,3843,3667
901.687,3844,3668.1
901.913,3845,3669.1
902.151,3846,3670.1
902.309,3847,3671.1
902.494,3848,3672.1
902.705,3849,3673.1
902.92,3850,3674.2
903.158,3851,3675.2
903.37,3852,3676.2
903.582,3853,3677.2
903.794,3854,3678.2
904.01,3855,3679.2
904.224,3856,3680.2
904.412,3857,3681.2
904.653,3858,3682.2
904.787,3859,3683.2
904.96,3860,3684.2
905.209,3861,3685.2
905.404,3862,3686.2
905.542,3863,3687.2
905.763,3864,3688.2
905.95,3865,3689.2
906.221,3866,3690.2
906.411,3867,3691.2
906.601,3868,3692.2
906.79,3869,3693.2
906.979,3870,3694.2
907.218,3871,3695.1
907.456,3872,3696.1
907.721,3873,3697.1
907.854,3874,3698.1
908.048,3875,3699.1
908.286,3876,3700.1
908.524,3877,3701.2
908.761,3878,3702.2
908.936,3879,3703.2
909.171,3880,3704.2
909.38,3881,3705.3
909.589,3882,3706.3
909.745,3883,3707.3
909.941,3884,3708.3
910.151,3885,3709.3
910.36,3886,3710.4
910.523,3887,3711.4
910.78,3888,3712.5
911.002,3889,3713.5
911.245,3890,3714.5
911.434,3891,3715.6
911.731,3892,3716.6
911.939,3893,3717.6
912.211,3894,3718.7
912.402,3895,3719.7
912.621,3896,3720.7
912.812,3897,3721.8
913.004,3898,3722.8
913.16,3899,3723.8
913.42,3900,3724.9
913.68,3901,3725.9
913.888,3902,3726.9
914.105,3903,3728
914.346,3904,3729
914.506,3905,3730
914.719,3906,3731
914.933,3907,3732.1
915.085,3908,3733.1
915.3,3909,3734.1
915.561,3910,3735.1
915.704,3911,3736.1
915.895,3912,3737.2
916.175,3913,3738.2
916.36,3914,3739.2
916.544,3915,3740.2
916.756,3916,3741.2
917.009,3917,3742.2
917.249,3918,3743.2
917.441,3919,3744.2
917.681,3920,3745.2
917.849,3921,3746.2
918.07,3922,3747.2
918.204,3923,3748.2
918.444,3924,3749.2
918.69,3925,3750.2
918.85,3926,3751.2
919.126,3927,3752.1
919.389,3928,3753.1
919.547,3929,3754
919.757,3930,3755
919.889,3931,3756
920.126,3932,3756.9
920.333,3933,3757.9
920.566,3934,3758.9
920.748,3935,3759.8
920.878,3936,3760.8
921.029,3937,3761.8
921.262,3938,3762.7
921.43,3939,3763.6
921.598,3940,3764.6
921.815,3941,3765.5
922.008,3942,3766.5
922.154,3943,3767.4
922.372,3944,3768.3
922.517,3945,3769.3
922.775,3946,3770.2
922.977,3947,3771.2
923.155,3948,3772.2
923.364,3949,3773.1
923.495,3950,3774.1
923.762,3951,3775
923.964,3952,3776
924.144,3953,3776.9
924.333,3954,3777.9
924.549,3955,3778.8
924.711,3956,3779.8
924.927,3957,3780.8
925.176,3958,3781.7
925.392,3959,3782.7
925.593,3960,3783.6
925.718,3961,3784.6
925.994,3962,3785.6
926.228,3963,3786.5
926.384,3964,3787.5
926.592,3965,3788.5
926.8,3966,3789.4
927.002,3967,3790.4
927.227,3968,3791.4
927.409,3969,3792.4
927.59,3970,3793.4
927.823,3971,3794.4
928.032,3972,3795.4
928.212,3973,3796.4
928.393,3974,3797.3
928.573,3975,3798.3
928.754,3976,3799.3
928.935,3977,3800.3
929.154,3978,3801.3
929.385,3979,3802.3
929.616,3980,3803.3
929.822,3981,3804.3
930.079,3982,3805.3
930.313,3983,3806.2
930.547,3984,3807.2
930.781,3985,3808.2
930.968,3986,3809.2
931.15,3987,3810.2
931.386,3988,3811.2
931.595,3989,3812.2
931.779,3990,3813.2
931.983,3991,3814.2
932.228,3992,3815.2
932.431,3993,3816.2
932.584,3994,3817.2
932.787,3995,3818.2
933.062,3996,3819.2
933.221,3997,3820.2
933.407,3998,3821.2
933.619,3999,3822.2
933.778,4000,3823.2
933.963,4001,3824.2
934.263,4002,3825.2
934.506,4003,3826.2
934.722,4004,3827.2
934.884,4005,3828.2
935.118,4006,3829.1
935.281,4007,3830.1
935.466,4008,3831.1
935.675,4009,3832.1
935.953,4010,3833
936.079,4011,3834
936.342,4012,3835
936.5,4013,3836
936.711,4014,3837
936.895,4015,3837.9
937.051,4016,3838.9
937.282,4017,3839.9
937.466,4018,3840.9
937.742,4019,3841.8
937.972,4020,3842.8
938.117,4021,3843.8
938.301,4022,3844.8
938.46,4023,3845.8
938.697,4024,3846.7
938.882,4025,3847.7
939.117,4026,3848.7
939.275,4027,3849.7
939.459,4028,3850.7
939.696,4029,3851.7
939.906,4030,3852.7
940.058,4031,3853.7
940.285,4032,3854.6
940.498,4033,3855.6
940.684,4034,3856.6
940.897,4035,3857.6
941.056,4036,3858.6
941.278,4037,3859.6
941.513,4038,3860.6
941.721,4039,3861.6
941.982,4040,3862.6
942.139,4041,3863.6
942.357,4042,3864.6
942.617,4043,3865.6
942.825,4044,3866.6
943.059,4045,3867.5
943.247,4046,3868.5
943.483,4047,3869.5
943.666,4048,3870.5
943.876,4049,3871.5
944.059,4050,3872.5
944.264,4051,3873.5
944.471,4052,3874.4
944.652,4053,3875.4
944.833,4054,3876.4
945.041,4055,3877.4
945.247,4056,3878.4
945.438,4057,3879.3
945.655,4058,3880.3
945.873,4059,3881.2
946.063,4060,3882.2
946.227,4061,3883.2
946.434,4062,3884.2
946.615,4063,3885.1
946.797,4064,3886.1
947.004,4065,3887.1
947.133,4066,3888
947.334,4067,3889
947.523,4068,3889.9
947.713,4069,3890.9
947.926,4070,3891.8
948.139,4071,3892.8
948.307,4072,3893.8
948.496,4073,3894.7
948.708,4074,3895.7
948.921,4075,3896.6
949.1,4076,3897.6
949.256,4077,3898.6
949.514,4078,3899.5
949.72,4079,3900.5
949.978,4080,3901.5
950.159,4081,3902.4
950.438,4082,3903.4
950.621,4083,3904.4
950.78,4084,3905.3
951.031,4085,3906.3
951.168,4086,3907.3
951.348,4087,3908.3
951.552,4088,3909.3
951.757,4089,3910.3
951.962,4090,3911.3
952.167,4091,3912.3
952.336,4092,3913.3
952.532,4093,3914.3
952.691,4094,3915.3
952.895,4095,3916.3
953.099,4096,3917.3
953.314,4097,3918.3
953.581,4098,3919.3
953.741,4099,3920.3
953.928,4100,3921.3
954.168,4101,3922.3
954.391,4102,3923.3
954.577,4103,3924.3
954.809,4104,3925.3
954.995,4105,3926.3
955.227,4106,3927.4
955.401,4107,3928.4
955.668,4108,3929.4
955.897,4109,3930.4
956.08,4110,3931.4
956.285,4111,3932.5
956.437,4112,3933.5
956.646,4113,3934.5
956.904,4114,3935.5
957.085,4115,3936.5
957.306,4116,3937.5
957.519,4117,3938.5
957.705,4118,3939.5
957.945,4119,3940.5
958.131,4120,3941.5
958.312,4121,3942.5
958.517,4122,3943.5
958.646,4123,3944.5
958.877,4124,3945.5
959.083,4125,3946.5
959.33,4126,3947.4
959.495,4127,3948.4
959.687,4128,3949.3
959.831,4129,3950.3
960.023,4130,3951.3
960.239,4131,3952.2
960.435,4132,3953.2
960.612,4133,3954.1
960.84,4134,3955.1
960.992,4135,3956
961.169,4136,3957
961.295,4137,3958
961.517,4138,3958.9
961.731,4139,3959.9
961.919,4140,3960.8
962.053,4141,3961.8
962.241,4142,3962.7
962.441,4143,3963.7
962.636,4144,3964.6
962.782,4145,3965.6
963.011,4146,3966.5
963.197,4147,3967.5
963.368,4148,3968.4
963.578,4149,3969.4
963.789,4150,3970.3
964.027,4151,3971.3
964.256,4152,3972.2
964.5,4153,3973.2
964.707,4154,3974.1
